plan_id,democrat,republican,minority_effective,opportunity_districts,ensemble
1916,6,8,5,2,VRA
1917,6,8,5,2,VRA
1918,6,8,5,2,VRA
1919,6,8,5,3,VRA
1920,6,8,5,3,VRA
1921,6,8,5,3,VRA
1922,6,8,5,3,VRA
1923,6,8,5,3,VRA
1924,6,8,5,3,VRA
1925,6,8,5,3,VRA
1926,6,8,5,3,VRA
1927,5,9,5,3,VRA
1928,5,9,5,3,VRA
1929,5,9,5,3,VRA
1930,5,9,5,3,VRA
1931,5,9,5,3,VRA
1932,5,9,5,3,VRA
1933,5,9,5,3,VRA
1934,5,9,5,3,VRA
1935,5,9,5,2,VRA
1936,5,9,5,2,VRA
1937,5,9,5,2,VRA
1938,5,9,5,2,VRA
1939,5,9,5,2,VRA
1940,5,9,5,2,VRA
1941,5,9,5,3,VRA
1942,5,9,5,3,VRA
1943,5,9,5,3,VRA
1944,5,9,5,3,VRA
1945,5,9,5,2,VRA
1946,5,9,5,3,VRA
1947,5,9,5,3,VRA
1948,5,9,5,3,VRA
1949,5,9,5,3,VRA
1950,5,9,5,3,VRA
1951,5,9,5,3,VRA
1952,5,9,5,3,VRA
1953,5,9,5,3,VRA
1954,5,9,5,3,VRA
1955,5,9,5,3,VRA
1956,5,9,5,3,VRA
1957,5,9,5,3,VRA
1958,5,9,5,3,VRA
1959,5,9,5,3,VRA
1960,5,9,5,3,VRA
1961,5,9,5,3,VRA
1962,5,9,5,3,VRA
1963,5,9,5,3,VRA
1964,5,9,5,3,VRA
1965,5,9,5,3,VRA
1966,5,9,5,3,VRA
1967,5,9,5,3,VRA
1968,5,9,5,2,VRA
1969,5,9,5,2,VRA
1970,5,9,5,2,VRA
1971,5,9,5,3,VRA
1972,5,9,5,3,VRA
1973,5,9,5,3,VRA
1974,6,8,5,3,VRA
1975,6,8,5,2,VRA
1976,6,8,5,3,VRA
1977,6,8,5,3,VRA
1978,6,8,5,3,VRA
1979,6,8,5,3,VRA
1980,6,8,5,3,VRA
1981,6,8,5,3,VRA
1982,6,8,5,3,VRA
1983,6,8,5,3,VRA
1984,5,9,5,3,VRA
1985,6,8,5,3,VRA
1986,6,8,5,3,VRA
1987,6,8,5,3,VRA
1988,6,8,5,3,VRA
1989,6,8,5,3,VRA
1990,6,8,5,3,VRA
1991,6,8,5,3,VRA
1992,6,8,5,3,VRA
1993,6,8,5,3,VRA
1994,5,9,5,3,VRA
1995,5,9,5,3,VRA
1996,5,9,5,2,VRA
1997,5,9,5,2,VRA
1998,5,9,5,2,VRA
1999,5,9,5,2,VRA
2000,5,9,5,2,VRA
2001,5,9,5,2,VRA
2002,5,9,5,2,VRA
2003,5,9,5,2,VRA
2004,5,9,5,2,VRA
2005,5,9,5,2,VRA
2006,5,9,5,2,VRA
2007,5,9,5,2,VRA
2008,5,9,5,2,VRA
2009,5,9,5,2,VRA
2010,5,9,5,2,VRA
2011,5,9,5,2,VRA
2012,5,9,5,2,VRA
2013,5,9,5,2,VRA
2014,5,9,5,2,VRA
2015,5,9,5,2,VRA
2016,5,9,5,2,VRA
2017,5,9,5,2,VRA
2018,5,9,5,2,VRA
2019,5,9,5,2,VRA
2020,5,9,5,2,VRA
2021,5,9,5,2,VRA
2022,5,9,5,2,VRA
2023,5,9,5,2,VRA
2024,6,8,6,2,VRA
2025,5,9,5,2,VRA
2026,5,9,5,2,VRA
2027,5,9,5,2,VRA
2028,5,9,5,2,VRA
2029,5,9,5,2,VRA
2030,5,9,5,1,VRA
2031,5,9,5,1,VRA
2032,5,9,5,1,VRA
2033,5,9,5,1,VRA
2034,5,9,5,1,VRA
2035,5,9,5,1,VRA
2036,5,9,5,1,VRA
2037,5,9,5,1,VRA
2038,5,9,5,1,VRA
2039,5,9,5,1,VRA
2040,5,9,5,1,VRA
2041,5,9,5,1,VRA
2042,5,9,5,1,VRA
2043,5,9,5,1,VRA
2044,5,9,5,1,VRA
2045,5,9,5,1,VRA
2046,5,9,5,1,VRA
2047,5,9,5,1,VRA
2048,5,9,5,1,VRA
2049,5,9,5,1,VRA
2050,5,9,5,1,VRA
2051,5,9,5,1,VRA
2052,6,8,6,1,VRA
2053,6,8,6,1,VRA
2054,6,8,6,1,VRA
2055,6,8,6,1,VRA
2056,6,8,6,1,VRA
2057,6,8,6,2,VRA
2058,6,8,6,2,VRA
2059,6,8,6,2,VRA
2060,6,8,6,2,VRA
2061,6,8,6,2,VRA
2062,6,8,6,2,VRA
2063,6,8,6,2,VRA
2064,6,8,6,2,VRA
2065,6,8,6,2,VRA
2066,6,8,6,2,VRA
2067,6,8,6,2,VRA
2068,6,8,6,2,VRA
2069,6,8,6,2,VRA
2070,6,8,6,1,VRA
2071,6,8,6,1,VRA
2072,6,8,6,1,VRA
2073,6,8,6,1,VRA
2074,6,8,6,1,VRA
2075,6,8,6,1,VRA
2076,5,9,5,1,VRA
2077,5,9,5,1,VRA
2078,5,9,5,1,VRA
2079,5,9,5,1,VRA
2080,5,9,5,1,VRA
2081,5,9,5,1,VRA
2082,5,9,5,1,VRA
2083,5,9,5,1,VRA
2084,5,9,5,1,VRA
2085,6,8,6,0,VRA
2086,6,8,5,1,VRA
2087,6,8,5,1,VRA
2088,6,8,5,1,VRA
2089,6,8,5,1,VRA
2090,6,8,5,1,VRA
2091,6,8,5,1,VRA
2092,6,8,5,1,VRA
2093,6,8,5,1,VRA
2094,6,8,6,1,VRA
2095,6,8,6,1,VRA
2096,6,8,6,1,VRA
2097,5,9,5,2,VRA
2098,5,9,5,2,VRA
2099,5,9,5,2,VRA
2100,5,9,5,2,VRA
2101,5,9,5,2,VRA
2102,5,9,5,2,VRA
2103,5,9,5,2,VRA
2104,5,9,5,2,VRA
2105,5,9,5,2,VRA
2106,5,9,5,2,VRA
2107,5,9,5,2,VRA
2108,5,9,5,2,VRA
2109,5,9,5,2,VRA
2110,5,9,5,2,VRA
2111,5,9,5,2,VRA
2112,5,9,5,2,VRA
2113,5,9,5,2,VRA
2114,5,9,5,2,VRA
2115,5,9,5,2,VRA
2116,5,9,5,2,VRA
2117,5,9,5,2,VRA
2118,5,9,5,2,VRA
2119,5,9,5,2,VRA
2120,5,9,5,2,VRA
2121,5,9,5,2,VRA
2122,5,9,5,2,VRA
2123,5,9,5,2,VRA
2124,5,9,5,2,VRA
2125,5,9,5,2,VRA
2126,5,9,5,2,VRA
2127,5,9,5,2,VRA
2128,5,9,5,2,VRA
2129,5,9,5,2,VRA
2130,5,9,5,2,VRA
2131,5,9,5,2,VRA
2132,5,9,5,2,VRA
2133,5,9,5,2,VRA
2134,5,9,5,2,VRA
2135,5,9,5,2,VRA
2136,5,9,5,2,VRA
2137,5,9,5,2,VRA
2138,5,9,5,2,VRA
2139,5,9,5,2,VRA
2140,5,9,5,2,VRA
2141,5,9,5,2,VRA
2142,5,9,5,2,VRA
2143,5,9,5,2,VRA
2144,5,9,5,2,VRA
2145,5,9,5,2,VRA
2146,5,9,5,2,VRA
2147,5,9,5,2,VRA
2148,5,9,5,2,VRA
2149,5,9,5,2,VRA
2150,5,9,5,2,VRA
2151,5,9,5,2,VRA
2152,5,9,5,2,VRA
2153,5,9,5,2,VRA
2154,5,9,5,2,VRA
2155,5,9,5,2,VRA
2156,5,9,5,2,VRA
2157,5,9,5,2,VRA
2158,5,9,5,2,VRA
2159,5,9,5,2,VRA
2160,5,9,5,2,VRA
2161,5,9,5,2,VRA
2162,5,9,5,2,VRA
2163,5,9,5,2,VRA
2164,5,9,5,2,VRA
2165,5,9,5,2,VRA
2166,5,9,5,2,VRA
2167,5,9,5,2,VRA
2168,5,9,5,2,VRA
2169,5,9,5,2,VRA
2170,5,9,5,2,VRA
2171,5,9,5,2,VRA
2172,5,9,5,2,VRA
2173,5,9,5,2,VRA
2174,5,9,5,2,VRA
2175,5,9,5,2,VRA
2176,5,9,5,2,VRA
2177,5,9,5,2,VRA
2178,5,9,5,2,VRA
2179,5,9,5,2,VRA
2180,5,9,5,2,VRA
2181,5,9,5,2,VRA
2182,5,9,5,2,VRA
2183,5,9,5,2,VRA
2184,5,9,5,2,VRA
2185,5,9,5,2,VRA
2186,5,9,5,2,VRA
2187,5,9,5,2,VRA
2188,5,9,5,2,VRA
2189,5,9,5,2,VRA
2190,5,9,5,2,VRA
2191,5,9,5,2,VRA
2192,5,9,5,2,VRA
2193,5,9,5,2,VRA
2194,5,9,5,2,VRA
2195,5,9,5,2,VRA
2196,5,9,5,2,VRA
2197,5,9,5,2,VRA
2198,5,9,5,2,VRA
2199,5,9,5,2,VRA
2200,5,9,5,2,VRA
2201,5,9,5,2,VRA
2202,5,9,5,2,VRA
2203,5,9,5,2,VRA
2204,5,9,5,2,VRA
2205,5,9,5,2,VRA
2206,6,8,5,2,VRA
2207,6,8,5,2,VRA
2208,6,8,5,2,VRA
2209,6,8,5,2,VRA
2210,6,8,5,2,VRA
2211,6,8,5,2,VRA
2212,6,8,5,2,VRA
2213,6,8,5,2,VRA
2214,6,8,5,2,VRA
2215,6,8,5,2,VRA
2216,6,8,5,2,VRA
2217,6,8,5,2,VRA
2218,6,8,5,2,VRA
2219,6,8,5,2,VRA
2220,6,8,5,2,VRA
2221,5,9,5,2,VRA
2222,5,9,5,2,VRA
2223,5,9,5,2,VRA
2224,5,9,5,2,VRA
2225,5,9,5,2,VRA
2226,5,9,5,2,VRA
2227,5,9,5,2,VRA
2228,5,9,5,2,VRA
2229,5,9,5,2,VRA
2230,5,9,5,2,VRA
2231,5,9,5,2,VRA
2232,5,9,5,2,VRA
2233,5,9,5,2,VRA
2234,5,9,5,2,VRA
2235,5,9,5,2,VRA
2236,5,9,5,2,VRA
2237,5,9,5,2,VRA
2238,5,9,5,2,VRA
2239,5,9,5,2,VRA
2240,5,9,5,2,VRA
2241,5,9,5,2,VRA
2242,5,9,5,2,VRA
2243,5,9,5,2,VRA
2244,5,9,5,2,VRA
2245,5,9,5,2,VRA
2246,5,9,5,2,VRA
2247,5,9,5,2,VRA
2248,5,9,5,2,VRA
2249,5,9,5,2,VRA
2250,5,9,5,2,VRA
2251,5,9,5,2,VRA
2252,5,9,5,2,VRA
2253,5,9,5,2,VRA
2254,5,9,5,2,VRA
2255,5,9,5,2,VRA
2256,6,8,5,2,VRA
2257,6,8,5,2,VRA
2258,6,8,5,2,VRA
2259,6,8,5,2,VRA
2260,6,8,5,2,VRA
2261,5,9,5,2,VRA
2262,5,9,5,2,VRA
2263,5,9,5,2,VRA
2264,5,9,5,2,VRA
2265,5,9,5,2,VRA
2266,5,9,5,2,VRA
2267,5,9,5,1,VRA
2268,5,9,5,1,VRA
2269,5,9,5,1,VRA
2270,5,9,5,1,VRA
2271,5,9,5,1,VRA
2272,5,9,5,1,VRA
2273,5,9,5,1,VRA
2274,5,9,5,1,VRA
2275,5,9,5,1,VRA
2276,5,9,5,1,VRA
2277,5,9,5,2,VRA
2278,5,9,5,2,VRA
2279,5,9,5,2,VRA
2280,5,9,5,2,VRA
2281,5,9,5,2,VRA
2282,5,9,5,2,VRA
2283,5,9,5,2,VRA
2284,6,8,5,2,VRA
2285,5,9,5,2,VRA
2286,5,9,5,1,VRA
2287,5,9,5,1,VRA
2288,5,9,5,1,VRA
2289,5,9,5,1,VRA
2290,5,9,5,1,VRA
2291,5,9,5,1,VRA
2292,5,9,5,1,VRA
2293,5,9,5,1,VRA
2294,5,9,5,1,VRA
2295,5,9,5,1,VRA
2296,5,9,5,2,VRA
2297,5,9,5,2,VRA
2298,5,9,5,2,VRA
2299,5,9,5,2,VRA
2300,5,9,5,2,VRA
2301,5,9,5,3,VRA
2302,5,9,5,2,VRA
2303,5,9,5,2,VRA
2304,5,9,5,2,VRA
2305,5,9,5,2,VRA
2306,5,9,5,2,VRA
2307,5,9,5,2,VRA
2308,6,8,5,2,VRA
2309,6,8,5,2,VRA
2310,6,8,5,2,VRA
2311,6,8,5,2,VRA
2312,6,8,5,2,VRA
2313,6,8,5,3,VRA
2314,6,8,5,3,VRA
2315,6,8,5,3,VRA
2316,6,8,5,2,VRA
2317,6,8,5,2,VRA
2318,6,8,5,2,VRA
2319,6,8,5,2,VRA
2320,6,8,5,3,VRA
2321,6,8,5,3,VRA
2322,6,8,5,3,VRA
2323,5,9,5,3,VRA
2324,5,9,5,2,VRA
2325,5,9,5,2,VRA
2326,5,9,5,2,VRA
2327,5,9,5,2,VRA
2328,5,9,5,2,VRA
2329,5,9,5,2,VRA
2330,5,9,5,2,VRA
2331,5,9,5,2,VRA
2332,5,9,5,2,VRA
2333,5,9,5,2,VRA
2334,6,8,5,2,VRA
2335,6,8,5,2,VRA
2336,6,8,5,2,VRA
2337,5,9,5,2,VRA
2338,5,9,5,2,VRA
2339,5,9,5,2,VRA
2340,5,9,5,2,VRA
2341,5,9,5,2,VRA
2342,5,9,5,2,VRA
2343,5,9,5,2,VRA
2344,5,9,5,2,VRA
2345,5,9,5,2,VRA
2346,5,9,5,2,VRA
2347,5,9,5,2,VRA
2348,5,9,5,2,VRA
2349,5,9,5,2,VRA
2350,5,9,5,2,VRA
2351,5,9,5,2,VRA
2352,5,9,5,2,VRA
2353,5,9,5,2,VRA
2354,5,9,5,2,VRA
2355,5,9,5,2,VRA
2356,5,9,5,2,VRA
2357,5,9,5,2,VRA
2358,5,9,5,2,VRA
2359,5,9,5,2,VRA
2360,5,9,5,2,VRA
2361,5,9,5,2,VRA
2362,5,9,5,2,VRA
2363,5,9,5,2,VRA
2364,5,9,5,2,VRA
2365,5,9,5,2,VRA
2366,5,9,5,2,VRA
2367,5,9,5,2,VRA
2368,5,9,5,2,VRA
2369,5,9,5,2,VRA
2370,5,9,5,2,VRA
2371,5,9,5,2,VRA
2372,5,9,5,2,VRA
2373,5,9,5,2,VRA
2374,5,9,5,2,VRA
2375,5,9,5,2,VRA
2376,5,9,5,2,VRA
2377,5,9,5,2,VRA
2378,5,9,5,2,VRA
2379,5,9,5,2,VRA
2380,5,9,5,2,VRA
2381,5,9,5,2,VRA
2382,5,9,5,2,VRA
2383,5,9,5,2,VRA
2384,5,9,5,2,VRA
2385,5,9,5,2,VRA
2386,5,9,5,2,VRA
2387,5,9,5,2,VRA
2388,5,9,5,2,VRA
2389,5,9,5,2,VRA
2390,5,9,5,2,VRA
2391,5,9,5,2,VRA
2392,5,9,5,2,VRA
2393,5,9,5,2,VRA
2394,5,9,5,2,VRA
2395,5,9,5,2,VRA
2396,5,9,5,2,VRA
2397,5,9,5,2,VRA
2398,5,9,5,2,VRA
2399,5,9,5,2,VRA
2400,5,9,5,2,VRA
2401,5,9,5,2,VRA
2402,5,9,5,2,VRA
2403,5,9,5,2,VRA
2404,5,9,5,2,VRA
2405,5,9,5,2,VRA
2406,5,9,5,2,VRA
2407,5,9,5,2,VRA
2408,5,9,5,2,VRA
2409,5,9,5,2,VRA
2410,5,9,5,2,VRA
2411,5,9,5,2,VRA
2412,5,9,5,2,VRA
2413,5,9,5,2,VRA
2414,5,9,5,2,VRA
2415,5,9,5,2,VRA
2416,5,9,5,2,VRA
2417,5,9,5,2,VRA
2418,5,9,5,2,VRA
2419,5,9,5,2,VRA
2420,5,9,5,2,VRA
2421,5,9,5,2,VRA
2422,5,9,5,2,VRA
2423,5,9,5,2,VRA
2424,5,9,5,2,VRA
2425,6,8,6,2,VRA
2426,6,8,5,3,VRA
2427,6,8,5,3,VRA
2428,6,8,5,3,VRA
2429,6,8,5,3,VRA
2430,6,8,5,3,VRA
2431,6,8,5,3,VRA
2432,6,8,5,3,VRA
2433,6,8,5,3,VRA
2434,6,8,5,3,VRA
2435,6,8,5,3,VRA
2436,6,8,5,2,VRA
2437,6,8,5,2,VRA
2438,6,8,5,2,VRA
2439,6,8,5,2,VRA
2440,6,8,5,2,VRA
2441,6,8,5,2,VRA
2442,6,8,6,2,VRA
2443,6,8,6,2,VRA
2444,6,8,6,2,VRA
2445,5,9,5,2,VRA
2446,5,9,5,2,VRA
2447,6,8,6,2,VRA
2448,6,8,6,2,VRA
2449,5,9,5,2,VRA
2450,5,9,5,2,VRA
2451,5,9,5,2,VRA
2452,5,9,5,2,VRA
2453,5,9,5,2,VRA
2454,5,9,5,2,VRA
2455,5,9,5,2,VRA
2456,5,9,5,2,VRA
2457,5,9,5,2,VRA
2458,5,9,5,2,VRA
2459,5,9,5,1,VRA
2460,5,9,5,1,VRA
2461,5,9,5,1,VRA
2462,5,9,5,1,VRA
2463,5,9,5,1,VRA
2464,5,9,5,1,VRA
2465,5,9,5,1,VRA
2466,5,9,5,1,VRA
2467,5,9,5,1,VRA
2468,5,9,5,1,VRA
2469,5,9,5,1,VRA
2470,5,9,5,1,VRA
2471,5,9,5,1,VRA
2472,5,9,5,1,VRA
2473,5,9,5,1,VRA
2474,5,9,5,1,VRA
2475,5,9,5,1,VRA
2476,5,9,5,1,VRA
2477,5,9,5,1,VRA
2478,5,9,5,1,VRA
2479,5,9,5,1,VRA
2480,5,9,5,2,VRA
2481,5,9,5,2,VRA
2482,5,9,5,2,VRA
2483,5,9,5,2,VRA
2484,5,9,5,2,VRA
2485,5,9,5,2,VRA
2486,5,9,5,2,VRA
2487,5,9,5,2,VRA
2488,5,9,5,2,VRA
2489,5,9,5,2,VRA
2490,6,8,6,1,VRA
2491,6,8,6,1,VRA
2492,6,8,6,2,VRA
2493,6,8,6,2,VRA
2494,6,8,6,2,VRA
2495,6,8,6,2,VRA
2496,6,8,6,2,VRA
2497,6,8,6,2,VRA
2498,6,8,6,2,VRA
2499,6,8,6,2,VRA
2500,6,8,6,2,VRA
2501,6,8,6,2,VRA
2502,6,8,6,2,VRA
2503,6,8,6,2,VRA
2504,6,8,5,2,VRA
2505,6,8,5,2,VRA
2506,6,8,5,2,VRA
2507,6,8,5,2,VRA
2508,6,8,5,2,VRA
2509,6,8,5,2,VRA
2510,6,8,5,2,VRA
2511,6,8,5,2,VRA
2512,6,8,5,2,VRA
2513,6,8,5,2,VRA
2514,6,8,5,2,VRA
2515,6,8,5,2,VRA
2516,5,9,5,2,VRA
2517,5,9,5,2,VRA
2518,5,9,5,2,VRA
2519,5,9,5,3,VRA
2520,5,9,5,2,VRA
2521,6,8,5,2,VRA
2522,6,8,5,1,VRA
2523,6,8,5,1,VRA
2524,6,8,5,1,VRA
2525,6,8,5,1,VRA
2526,6,8,5,1,VRA
2527,6,8,5,1,VRA
2528,6,8,5,2,VRA
2529,6,8,5,2,VRA
2530,6,8,5,2,VRA
2531,6,8,5,2,VRA
2532,6,8,5,2,VRA
2533,6,8,5,2,VRA
2534,6,8,5,2,VRA
2535,6,8,5,2,VRA
2536,6,8,5,2,VRA
2537,6,8,5,2,VRA
2538,6,8,5,2,VRA
2539,6,8,5,2,VRA
2540,6,8,5,2,VRA
2541,6,8,5,2,VRA
2542,6,8,5,2,VRA
2543,6,8,5,2,VRA
2544,6,8,5,2,VRA
2545,6,8,5,2,VRA
2546,6,8,5,2,VRA
2547,6,8,5,2,VRA
2548,6,8,5,2,VRA
2549,6,8,5,2,VRA
2550,6,8,5,2,VRA
2551,6,8,5,2,VRA
2552,6,8,5,2,VRA
2553,6,8,5,2,VRA
2554,6,8,5,2,VRA
2555,6,8,5,2,VRA
2556,6,8,5,2,VRA
2557,6,8,5,2,VRA
2558,6,8,5,2,VRA
2559,6,8,5,2,VRA
2560,6,8,5,2,VRA
2561,6,8,5,2,VRA
2562,6,8,5,2,VRA
2563,6,8,5,2,VRA
2564,6,8,5,2,VRA
2565,6,8,5,2,VRA
2566,6,8,5,2,VRA
2567,6,8,5,2,VRA
2568,6,8,5,2,VRA
2569,6,8,5,2,VRA
2570,6,8,5,2,VRA
2571,6,8,5,2,VRA
2572,6,8,5,1,VRA
2573,6,8,5,1,VRA
2574,6,8,5,1,VRA
2575,6,8,5,1,VRA
2576,6,8,5,1,VRA
2577,6,8,5,1,VRA
2578,6,8,5,1,VRA
2579,6,8,5,1,VRA
2580,6,8,5,1,VRA
2581,6,8,5,1,VRA
2582,6,8,6,1,VRA
2583,6,8,5,1,VRA
2584,6,8,5,2,VRA
2585,6,8,5,2,VRA
2586,6,8,6,2,VRA
2587,6,8,6,2,VRA
2588,6,8,5,2,VRA
2589,6,8,5,2,VRA
2590,6,8,5,2,VRA
2591,6,8,5,2,VRA
2592,6,8,5,2,VRA
2593,6,8,5,2,VRA
2594,6,8,5,2,VRA
2595,6,8,5,2,VRA
2596,6,8,5,1,VRA
2597,7,7,5,1,VRA
2598,7,7,5,1,VRA
2599,7,7,5,1,VRA
2600,7,7,5,1,VRA
2601,7,7,5,1,VRA
2602,7,7,5,1,VRA
2603,7,7,5,1,VRA
2604,7,7,5,1,VRA
2605,7,7,5,1,VRA
2606,7,7,5,1,VRA
2607,7,7,5,1,VRA
2608,7,7,5,1,VRA
2609,7,7,5,2,VRA
2610,7,7,5,2,VRA
2611,7,7,5,2,VRA
2612,7,7,5,2,VRA
2613,7,7,5,2,VRA
2614,7,7,5,2,VRA
2615,7,7,5,2,VRA
2616,7,7,5,2,VRA
2617,7,7,5,2,VRA
2618,7,7,5,2,VRA
2619,7,7,5,2,VRA
2620,7,7,5,2,VRA
2621,7,7,5,2,VRA
2622,7,7,5,2,VRA
2623,7,7,5,2,VRA
2624,6,8,5,2,VRA
2625,7,7,5,2,VRA
2626,7,7,6,2,VRA
2627,7,7,6,2,VRA
2628,7,7,6,2,VRA
2629,7,7,6,3,VRA
2630,7,7,6,3,VRA
2631,7,7,6,3,VRA
2632,7,7,6,2,VRA
2633,6,8,5,2,VRA
2634,6,8,5,2,VRA
2635,6,8,5,3,VRA
2636,6,8,5,3,VRA
2637,6,8,5,3,VRA
2638,5,9,5,3,VRA
2639,6,8,5,3,VRA
2640,6,8,5,3,VRA
2641,6,8,5,3,VRA
2642,6,8,5,3,VRA
2643,6,8,5,3,VRA
2644,6,8,5,3,VRA
2645,6,8,5,3,VRA
2646,6,8,5,3,VRA
2647,6,8,5,3,VRA
2648,6,8,5,3,VRA
2649,6,8,5,3,VRA
2650,6,8,5,3,VRA
2651,6,8,5,3,VRA
2652,6,8,5,3,VRA
2653,6,8,5,3,VRA
2654,6,8,5,3,VRA
2655,6,8,5,3,VRA
2656,6,8,5,3,VRA
2657,6,8,5,3,VRA
2658,6,8,5,3,VRA
2659,6,8,5,3,VRA
2660,6,8,5,3,VRA
2661,6,8,5,3,VRA
2662,6,8,5,3,VRA
2663,6,8,5,3,VRA
2664,6,8,5,3,VRA
2665,6,8,5,3,VRA
2666,6,8,5,3,VRA
2667,6,8,5,2,VRA
2668,6,8,5,2,VRA
2669,6,8,5,1,VRA
2670,6,8,5,1,VRA
2671,6,8,5,1,VRA
2672,6,8,5,2,VRA
2673,6,8,5,2,VRA
2674,6,8,5,2,VRA
2675,6,8,5,2,VRA
2676,6,8,5,2,VRA
2677,6,8,5,2,VRA
2678,6,8,5,2,VRA
2679,6,8,5,2,VRA
2680,6,8,5,2,VRA
2681,6,8,5,2,VRA
2682,6,8,5,2,VRA
2683,6,8,5,2,VRA
2684,6,8,5,2,VRA
2685,6,8,5,2,VRA
2686,6,8,5,2,VRA
2687,6,8,5,2,VRA
2688,6,8,5,2,VRA
2689,6,8,5,2,VRA
2690,6,8,5,2,VRA
2691,6,8,5,2,VRA
2692,6,8,5,2,VRA
2693,6,8,5,2,VRA
2694,6,8,5,2,VRA
2695,6,8,5,2,VRA
2696,6,8,5,2,VRA
2697,6,8,5,2,VRA
2698,6,8,5,2,VRA
2699,6,8,5,2,VRA
2700,6,8,5,2,VRA
2701,6,8,5,2,VRA
2702,6,8,5,2,VRA
2703,6,8,5,2,VRA
2704,6,8,5,2,VRA
2705,6,8,5,2,VRA
2706,6,8,5,2,VRA
2707,6,8,5,2,VRA
2708,6,8,5,2,VRA
2709,6,8,5,2,VRA
2710,6,8,5,2,VRA
2711,6,8,5,2,VRA
2712,6,8,5,2,VRA
2713,6,8,5,2,VRA
2714,6,8,5,2,VRA
2715,6,8,5,2,VRA
2716,6,8,5,2,VRA
2717,6,8,5,2,VRA
2718,6,8,5,2,VRA
2719,6,8,5,2,VRA
2720,6,8,5,2,VRA
2721,6,8,5,2,VRA
2722,6,8,5,2,VRA
2723,6,8,5,2,VRA
2724,6,8,5,2,VRA
2725,6,8,5,2,VRA
2726,6,8,5,2,VRA
2727,6,8,5,2,VRA
2728,6,8,5,2,VRA
2729,6,8,5,2,VRA
2730,6,8,5,2,VRA
2731,6,8,5,2,VRA
2732,6,8,5,2,VRA
2733,6,8,5,2,VRA
2734,6,8,5,2,VRA
2735,6,8,5,2,VRA
2736,6,8,5,2,VRA
2737,6,8,5,2,VRA
2738,5,9,5,2,VRA
2739,5,9,5,2,VRA
2740,5,9,5,2,VRA
2741,5,9,5,2,VRA
2742,5,9,5,2,VRA
2743,5,9,5,2,VRA
2744,5,9,5,2,VRA
2745,5,9,5,2,VRA
2746,5,9,5,2,VRA
2747,5,9,5,2,VRA
2748,5,9,5,2,VRA
2749,5,9,5,2,VRA
2750,5,9,5,2,VRA
2751,5,9,5,3,VRA
2752,5,9,5,3,VRA
2753,5,9,5,3,VRA
2754,5,9,5,3,VRA
2755,5,9,5,3,VRA
2756,5,9,5,3,VRA
2757,5,9,5,3,VRA
2758,5,9,5,3,VRA
2759,5,9,5,3,VRA
2760,5,9,5,3,VRA
2761,5,9,5,3,VRA
2762,5,9,5,3,VRA
2763,5,9,5,3,VRA
2764,5,9,5,3,VRA
2765,5,9,5,3,VRA
2766,5,9,5,3,VRA
2767,5,9,5,2,VRA
2768,5,9,5,1,VRA
2769,5,9,5,1,VRA
2770,5,9,5,1,VRA
2771,5,9,5,1,VRA
2772,5,9,5,1,VRA
2773,5,9,5,1,VRA
2774,5,9,5,1,VRA
2775,5,9,5,1,VRA
2776,5,9,5,1,VRA
2777,5,9,5,1,VRA
2778,5,9,5,1,VRA
2779,5,9,5,1,VRA
2780,5,9,5,1,VRA
2781,5,9,5,1,VRA
2782,5,9,5,1,VRA
2783,5,9,5,1,VRA
2784,5,9,5,1,VRA
2785,5,9,5,1,VRA
2786,5,9,5,1,VRA
2787,5,9,5,2,VRA
2788,5,9,5,2,VRA
2789,5,9,5,2,VRA
2790,5,9,5,2,VRA
2791,5,9,5,2,VRA
2792,5,9,5,2,VRA
2793,5,9,5,1,VRA
2794,5,9,5,1,VRA
2795,5,9,5,1,VRA
2796,5,9,5,2,VRA
2797,5,9,5,2,VRA
2798,5,9,5,2,VRA
2799,5,9,5,2,VRA
2800,5,9,5,2,VRA
2801,5,9,5,2,VRA
2802,5,9,5,2,VRA
2803,5,9,5,2,VRA
2804,5,9,5,1,VRA
2805,5,9,5,1,VRA
2806,5,9,5,1,VRA
2807,5,9,5,1,VRA
2808,5,9,5,2,VRA
2809,5,9,5,2,VRA
2810,5,9,5,1,VRA
2811,5,9,5,1,VRA
2812,5,9,5,1,VRA
2813,5,9,5,1,VRA
2814,5,9,5,1,VRA
2815,5,9,5,1,VRA
2816,5,9,5,1,VRA
2817,5,9,5,1,VRA
2818,5,9,5,1,VRA
2819,5,9,5,1,VRA
2820,5,9,5,1,VRA
2821,5,9,5,1,VRA
2822,5,9,5,1,VRA
2823,5,9,5,1,VRA
2824,5,9,5,1,VRA
2825,5,9,5,1,VRA
2826,5,9,5,1,VRA
2827,5,9,5,1,VRA
2828,5,9,5,1,VRA
2829,5,9,5,1,VRA
2830,5,9,5,1,VRA
2831,5,9,5,1,VRA
2832,5,9,5,1,VRA
2833,5,9,5,1,VRA
2834,5,9,5,1,VRA
2835,5,9,5,1,VRA
2836,5,9,5,2,VRA
2837,5,9,5,2,VRA
2838,5,9,5,2,VRA
2839,5,9,5,2,VRA
2840,5,9,5,1,VRA
2841,5,9,5,2,VRA
2842,5,9,5,2,VRA
2843,5,9,5,2,VRA
2844,5,9,5,2,VRA
2845,5,9,5,2,VRA
2846,5,9,5,2,VRA
