plan_id,black_pct,latino_pct
3083,"0     0.286732
1     0.613479
2     0.382870
3     0.381047
4     0.213335
5     0.485930
6     0.314074
7     0.427026
8     0.109358
9     0.061318
10    0.185418
11    0.557244
12    0.379851
13    0.086520
dtype: float64","0     0.057204
1     0.051533
2     0.036014
3     0.038987
4     0.068682
5     0.044205
6     0.072694
7     0.119226
8     0.071258
9     0.080316
10    0.055130
11    0.059576
12    0.042940
13    0.086250
dtype: float64"
3084,"0     0.286732
1     0.613479
2     0.382870
3     0.381047
4     0.213335
5     0.467957
6     0.314074
7     0.427026
8     0.109358
9     0.061318
10    0.185418
11    0.557244
12    0.399393
13    0.086520
dtype: float64","0     0.057204
1     0.051533
2     0.036014
3     0.038987
4     0.068682
5     0.046905
6     0.072694
7     0.119226
8     0.071258
9     0.080316
10    0.055130
11    0.059576
12    0.040479
13    0.086250
dtype: float64"
3085,"0     0.286732
1     0.613479
2     0.382870
3     0.381047
4     0.104219
5     0.467957
6     0.314074
7     0.427026
8     0.216907
9     0.061318
10    0.185418
11    0.557244
12    0.399393
13    0.086520
dtype: float64","0     0.057204
1     0.051533
2     0.036014
3     0.038987
4     0.068681
5     0.046905
6     0.072694
7     0.119226
8     0.071076
9     0.080316
10    0.055130
11    0.059576
12    0.040479
13    0.086250
dtype: float64"
3086,"0     0.286732
1     0.613479
2     0.382870
3     0.381047
4     0.104219
5     0.440647
6     0.314074
7     0.453894
8     0.216907
9     0.061318
10    0.185418
11    0.557244
12    0.399393
13    0.086520
dtype: float64","0     0.057204
1     0.051533
2     0.036014
3     0.038987
4     0.068681
5     0.048079
6     0.072694
7     0.121014
8     0.071076
9     0.080316
10    0.055130
11    0.059576
12    0.040479
13    0.086250
dtype: float64"
3087,"0     0.286732
1     0.613479
2     0.382870
3     0.381047
4     0.104219
5     0.440647
6     0.227896
7     0.453894
8     0.304014
9     0.061318
10    0.185418
11    0.557244
12    0.399393
13    0.086520
dtype: float64","0     0.057204
1     0.051533
2     0.036014
3     0.038987
4     0.068681
5     0.048079
6     0.077751
7     0.121014
8     0.065793
9     0.080316
10    0.055130
11    0.059576
12    0.040479
13    0.086250
dtype: float64"
3088,"0     0.286732
1     0.613479
2     0.382870
3     0.381047
4     0.104219
5     0.440647
6     0.250474
7     0.438319
8     0.304014
9     0.061318
10    0.185418
11    0.557244
12    0.399393
13    0.086520
dtype: float64","0     0.057204
1     0.051533
2     0.036014
3     0.038987
4     0.068681
5     0.048079
6     0.073377
7     0.127857
8     0.065793
9     0.080316
10    0.055130
11    0.059576
12    0.040479
13    0.086250
dtype: float64"
3089,"0     0.286732
1     0.384355
2     0.382870
3     0.381047
4     0.104219
5     0.440647
6     0.463805
7     0.438319
8     0.304014
9     0.061318
10    0.185418
11    0.557244
12    0.399393
13    0.086520
dtype: float64","0     0.057204
1     0.072324
2     0.036014
3     0.038987
4     0.068681
5     0.048079
6     0.053359
7     0.127857
8     0.065793
9     0.080316
10    0.055130
11    0.059576
12    0.040479
13    0.086250
dtype: float64"
3090,"0     0.286732
1     0.384355
2     0.382870
3     0.381047
4     0.471262
5     0.440647
6     0.104908
7     0.438319
8     0.304014
9     0.061318
10    0.185418
11    0.557244
12    0.399393
13    0.086520
dtype: float64","0     0.057204
1     0.072324
2     0.036014
3     0.038987
4     0.051821
5     0.048079
6     0.069915
7     0.127857
8     0.065793
9     0.080316
10    0.055130
11    0.059576
12    0.040479
13    0.086250
dtype: float64"
3091,"0     0.286732
1     0.266678
2     0.382870
3     0.381047
4     0.471262
5     0.440647
6     0.104908
7     0.438319
8     0.418879
9     0.061318
10    0.185418
11    0.557244
12    0.399393
13    0.086520
dtype: float64","0     0.057204
1     0.062070
2     0.036014
3     0.038987
4     0.051821
5     0.048079
6     0.069915
7     0.127857
8     0.075779
9     0.080316
10    0.055130
11    0.059576
12    0.040479
13    0.086250
dtype: float64"
3092,"0     0.286732
1     0.266678
2     0.382870
3     0.381047
4     0.471262
5     0.440647
6     0.104908
7     0.438319
8     0.375456
9     0.061318
10    0.185418
11    0.582422
12    0.399393
13    0.086520
dtype: float64","0     0.057204
1     0.062070
2     0.036014
3     0.038987
4     0.051821
5     0.048079
6     0.069915
7     0.127857
8     0.078806
9     0.080316
10    0.055130
11    0.058544
12    0.040479
13    0.086250
dtype: float64"
3093,"0     0.286732
1     0.266678
2     0.382870
3     0.381047
4     0.471262
5     0.440647
6     0.104908
7     0.438319
8     0.375456
9     0.061605
10    0.185418
11    0.582422
12    0.399393
13    0.086097
dtype: float64","0     0.057204
1     0.062070
2     0.036014
3     0.038987
4     0.051821
5     0.048079
6     0.069915
7     0.127857
8     0.078806
9     0.081341
10    0.055130
11    0.058544
12    0.040479
13    0.085323
dtype: float64"
3094,"0     0.286732
1     0.266678
2     0.380692
3     0.381047
4     0.471262
5     0.442314
6     0.104908
7     0.438319
8     0.375456
9     0.061605
10    0.185418
11    0.582422
12    0.399393
13    0.086097
dtype: float64","0     0.057204
1     0.062070
2     0.036164
3     0.038987
4     0.051821
5     0.047839
6     0.069915
7     0.127857
8     0.078806
9     0.081341
10    0.055130
11    0.058544
12    0.040479
13    0.085323
dtype: float64"
3095,"0     0.286732
1     0.266678
2     0.380692
3     0.381047
4     0.471262
5     0.442314
6     0.104908
7     0.073141
8     0.375456
9     0.061605
10    0.185418
11    0.582422
12    0.399393
13    0.416415
dtype: float64","0     0.057204
1     0.062070
2     0.036164
3     0.038987
4     0.051821
5     0.047839
6     0.069915
7     0.084583
8     0.078806
9     0.081341
10    0.055130
11    0.058544
12    0.040479
13    0.124454
dtype: float64"
3096,"0     0.286732
1     0.266678
2     0.380692
3     0.381047
4     0.492602
5     0.442314
6     0.104908
7     0.073141
8     0.350119
9     0.061605
10    0.185418
11    0.582422
12    0.399393
13    0.416415
dtype: float64","0     0.057204
1     0.062070
2     0.036164
3     0.038987
4     0.050434
5     0.047839
6     0.069915
7     0.084583
8     0.080862
9     0.081341
10    0.055130
11    0.058544
12    0.040479
13    0.124454
dtype: float64"
3097,"0     0.286732
1     0.266678
2     0.380692
3     0.381047
4     0.492602
5     0.442314
6     0.106968
7     0.073141
8     0.350119
9     0.061605
10    0.185418
11    0.582422
12    0.399393
13    0.415486
dtype: float64","0     0.057204
1     0.062070
2     0.036164
3     0.038987
4     0.050434
5     0.047839
6     0.070444
7     0.084583
8     0.080862
9     0.081341
10    0.055130
11    0.058544
12    0.040479
13    0.124137
dtype: float64"
3098,"0     0.286732
1     0.266678
2     0.380692
3     0.381047
4     0.492602
5     0.442314
6     0.106968
7     0.078246
8     0.350119
9     0.057763
10    0.185418
11    0.582422
12    0.399393
13    0.415486
dtype: float64","0     0.057204
1     0.062070
2     0.036164
3     0.038987
4     0.050434
5     0.047839
6     0.070444
7     0.089042
8     0.080862
9     0.077517
10    0.055130
11    0.058544
12    0.040479
13    0.124137
dtype: float64"
3099,"0     0.286732
1     0.266678
2     0.380692
3     0.381047
4     0.463186
5     0.471283
6     0.106968
7     0.078246
8     0.350119
9     0.057763
10    0.185418
11    0.582422
12    0.399393
13    0.415486
dtype: float64","0     0.057204
1     0.062070
2     0.036164
3     0.038987
4     0.041235
5     0.057947
6     0.070444
7     0.089042
8     0.080862
9     0.077517
10    0.055130
11    0.058544
12    0.040479
13    0.124137
dtype: float64"
3100,"0     0.286732
1     0.266678
2     0.380692
3     0.381047
4     0.463186
5     0.471283
6     0.423144
7     0.078246
8     0.350119
9     0.057763
10    0.185418
11    0.582422
12    0.399393
13    0.104627
dtype: float64","0     0.057204
1     0.062070
2     0.036164
3     0.038987
4     0.041235
5     0.057947
6     0.125256
7     0.089042
8     0.080862
9     0.077517
10    0.055130
11    0.058544
12    0.040479
13    0.070261
dtype: float64"
3101,"0     0.286732
1     0.266678
2     0.380692
3     0.381047
4     0.463186
5     0.471283
6     0.423144
7     0.078246
8     0.341232
9     0.057763
10    0.185418
11    0.582422
12    0.399393
13    0.110244
dtype: float64","0     0.057204
1     0.062070
2     0.036164
3     0.038987
4     0.041235
5     0.057947
6     0.125256
7     0.089042
8     0.082518
9     0.077517
10    0.055130
11    0.058544
12    0.040479
13    0.068543
dtype: float64"
3102,"0     0.286732
1     0.257323
2     0.380692
3     0.381047
4     0.463186
5     0.471283
6     0.423144
7     0.078246
8     0.341232
9     0.057763
10    0.185418
11    0.582422
12    0.399393
13    0.111384
dtype: float64","0     0.057204
1     0.062626
2     0.036164
3     0.038987
4     0.041235
5     0.057947
6     0.125256
7     0.089042
8     0.082518
9     0.077517
10    0.055130
11    0.058544
12    0.040479
13    0.068303
dtype: float64"
3103,"0     0.286732
1     0.257323
2     0.380692
3     0.381047
4     0.478552
5     0.471283
6     0.423144
7     0.078246
8     0.341232
9     0.057763
10    0.185418
11    0.564769
12    0.399393
13    0.111384
dtype: float64","0     0.057204
1     0.062626
2     0.036164
3     0.038987
4     0.042963
5     0.057947
6     0.125256
7     0.089042
8     0.082518
9     0.077517
10    0.055130
11    0.056513
12    0.040479
13    0.068303
dtype: float64"
3104,"0     0.286732
1     0.257323
2     0.380692
3     0.381047
4     0.478552
5     0.510874
6     0.423144
7     0.078246
8     0.341232
9     0.057763
10    0.185418
11    0.529229
12    0.399393
13    0.111384
dtype: float64","0     0.057204
1     0.062626
2     0.036164
3     0.038987
4     0.042963
5     0.056604
6     0.125256
7     0.089042
8     0.082518
9     0.077517
10    0.055130
11    0.057952
12    0.040479
13    0.068303
dtype: float64"
3105,"0     0.286732
1     0.257323
2     0.380692
3     0.381047
4     0.520373
5     0.510874
6     0.423144
7     0.078246
8     0.341232
9     0.057763
10    0.185418
11    0.481676
12    0.399393
13    0.111384
dtype: float64","0     0.057204
1     0.062626
2     0.036164
3     0.038987
4     0.057020
5     0.056604
6     0.125256
7     0.089042
8     0.082518
9     0.077517
10    0.055130
11    0.042095
12    0.040479
13    0.068303
dtype: float64"
3106,"0     0.286732
1     0.257323
2     0.380692
3     0.381047
4     0.520373
5     0.510874
6     0.568286
7     0.078246
8     0.341232
9     0.057763
10    0.185418
11    0.344575
12    0.399393
13    0.111384
dtype: float64","0     0.057204
1     0.062626
2     0.036164
3     0.038987
4     0.057020
5     0.056604
6     0.040900
7     0.089042
8     0.082518
9     0.077517
10    0.055130
11    0.125676
12    0.040479
13    0.068303
dtype: float64"
3107,"0     0.286732
1     0.061622
2     0.380692
3     0.381047
4     0.520373
5     0.510874
6     0.568286
7     0.078246
8     0.341232
9     0.269236
10    0.185418
11    0.344575
12    0.399393
13    0.111384
dtype: float64","0     0.057204
1     0.076142
2     0.036164
3     0.038987
4     0.057020
5     0.056604
6     0.040900
7     0.089042
8     0.082518
9     0.062943
10    0.055130
11    0.125676
12    0.040479
13    0.068303
dtype: float64"
3108,"0     0.286732
1     0.062521
2     0.380692
3     0.381047
4     0.520373
5     0.510874
6     0.568286
7     0.076910
8     0.341232
9     0.269236
10    0.185418
11    0.344575
12    0.399393
13    0.111384
dtype: float64","0     0.057204
1     0.076964
2     0.036164
3     0.038987
4     0.057020
5     0.056604
6     0.040900
7     0.087863
8     0.082518
9     0.062943
10    0.055130
11    0.125676
12    0.040479
13    0.068303
dtype: float64"
3109,"0     0.286732
1     0.062521
2     0.380692
3     0.381047
4     0.520373
5     0.494867
6     0.568286
7     0.076910
8     0.373585
9     0.269236
10    0.185418
11    0.344575
12    0.399393
13    0.111384
dtype: float64","0     0.057204
1     0.076964
2     0.036164
3     0.038987
4     0.057020
5     0.057830
6     0.040900
7     0.087863
8     0.078737
9     0.062943
10    0.055130
11    0.125676
12    0.040479
13    0.068303
dtype: float64"
3110,"0     0.286732
1     0.062521
2     0.380692
3     0.381047
4     0.536229
5     0.494867
6     0.568286
7     0.076910
8     0.348754
9     0.269236
10    0.185418
11    0.344575
12    0.399393
13    0.111384
dtype: float64","0     0.057204
1     0.076964
2     0.036164
3     0.038987
4     0.056366
5     0.057830
6     0.040900
7     0.087863
8     0.080575
9     0.062943
10    0.055130
11    0.125676
12    0.040479
13    0.068303
dtype: float64"
3111,"0     0.286732
1     0.062521
2     0.380692
3     0.381047
4     0.536229
5     0.494867
6     0.567515
7     0.076910
8     0.348754
9     0.269236
10    0.185418
11    0.344575
12    0.399978
13    0.111384
dtype: float64","0     0.057204
1     0.076964
2     0.036164
3     0.038987
4     0.056366
5     0.057830
6     0.040875
7     0.087863
8     0.080575
9     0.062943
10    0.055130
11    0.125676
12    0.040501
13    0.068303
dtype: float64"
3112,"0     0.286732
1     0.062521
2     0.380692
3     0.381047
4     0.532960
5     0.494867
6     0.567515
7     0.076910
8     0.348754
9     0.269236
10    0.185418
11    0.344575
12    0.401713
13    0.111384
dtype: float64","0     0.057204
1     0.076964
2     0.036164
3     0.038987
4     0.056075
5     0.057830
6     0.040875
7     0.087863
8     0.080575
9     0.062943
10    0.055130
11    0.125676
12    0.040613
13    0.068303
dtype: float64"
3113,"0     0.286732
1     0.062521
2     0.380692
3     0.381047
4     0.532960
5     0.520156
6     0.541752
7     0.076910
8     0.348754
9     0.269236
10    0.185418
11    0.344575
12    0.401713
13    0.111384
dtype: float64","0     0.057204
1     0.076964
2     0.036164
3     0.038987
4     0.056075
5     0.051266
6     0.047608
7     0.087863
8     0.080575
9     0.062943
10    0.055130
11    0.125676
12    0.040613
13    0.068303
dtype: float64"
3114,"0     0.286732
1     0.062521
2     0.380692
3     0.381047
4     0.532960
5     0.520156
6     0.541752
7     0.076910
8     0.365455
9     0.269236
10    0.185418
11    0.344575
12    0.401713
13    0.090446
dtype: float64","0     0.057204
1     0.076964
2     0.036164
3     0.038987
4     0.056075
5     0.051266
6     0.047608
7     0.087863
8     0.079931
9     0.062943
10    0.055130
11    0.125676
12    0.040613
13    0.068880
dtype: float64"
3115,"0     0.286732
1     0.062521
2     0.380692
3     0.381047
4     0.530392
5     0.523065
6     0.541752
7     0.076910
8     0.365455
9     0.269236
10    0.185418
11    0.344575
12    0.401713
13    0.090446
dtype: float64","0     0.057204
1     0.076964
2     0.036164
3     0.038987
4     0.055641
5     0.051814
6     0.047608
7     0.087863
8     0.079931
9     0.062943
10    0.055130
11    0.125676
12    0.040613
13    0.068880
dtype: float64"
3116,"0     0.286732
1     0.063398
2     0.380692
3     0.381047
4     0.530392
5     0.523065
6     0.541752
7     0.075706
8     0.365455
9     0.269236
10    0.185418
11    0.344575
12    0.401713
13    0.090446
dtype: float64","0     0.057204
1     0.077661
2     0.036164
3     0.038987
4     0.055641
5     0.051814
6     0.047608
7     0.086915
8     0.079931
9     0.062943
10    0.055130
11    0.125676
12    0.040613
13    0.068880
dtype: float64"
3117,"0     0.286732
1     0.063398
2     0.380692
3     0.381047
4     0.522660
5     0.523065
6     0.546674
7     0.075706
8     0.365455
9     0.269236
10    0.185418
11    0.344575
12    0.401713
13    0.090446
dtype: float64","0     0.057204
1     0.077661
2     0.036164
3     0.038987
4     0.043853
5     0.051814
6     0.058655
7     0.086915
8     0.079931
9     0.062943
10    0.055130
11    0.125676
12    0.040613
13    0.068880
dtype: float64"
3118,"0     0.286732
1     0.063398
2     0.380692
3     0.381047
4     0.522660
5     0.305784
6     0.546674
7     0.075706
8     0.588542
9     0.269236
10    0.185418
11    0.344575
12    0.401713
13    0.090446
dtype: float64","0     0.057204
1     0.077661
2     0.036164
3     0.038987
4     0.043853
5     0.087611
6     0.058655
7     0.086915
8     0.043161
9     0.062943
10    0.055130
11    0.125676
12    0.040613
13    0.068880
dtype: float64"
3119,"0     0.286732
1     0.063398
2     0.380692
3     0.381047
4     0.522660
5     0.316369
6     0.546674
7     0.075706
8     0.588542
9     0.254569
10    0.185418
11    0.344575
12    0.401713
13    0.090446
dtype: float64","0     0.057204
1     0.077661
2     0.036164
3     0.038987
4     0.043853
5     0.066639
6     0.058655
7     0.086915
8     0.043161
9     0.086263
10    0.055130
11    0.125676
12    0.040613
13    0.068880
dtype: float64"
3120,"0     0.286732
1     0.063398
2     0.380692
3     0.381047
4     0.522660
5     0.316369
6     0.546674
7     0.075706
8     0.588542
9     0.145399
10    0.185418
11    0.344575
12    0.401713
13    0.200755
dtype: float64","0     0.057204
1     0.077661
2     0.036164
3     0.038987
4     0.043853
5     0.066639
6     0.058655
7     0.086915
8     0.043161
9     0.074354
10    0.055130
11    0.125676
12    0.040613
13    0.080914
dtype: float64"
3121,"0     0.286732
1     0.063398
2     0.380692
3     0.381047
4     0.566519
5     0.316369
6     0.546674
7     0.075706
8     0.549028
9     0.145399
10    0.185418
11    0.344575
12    0.401713
13    0.200755
dtype: float64","0     0.057204
1     0.077661
2     0.036164
3     0.038987
4     0.043541
5     0.066639
6     0.058655
7     0.086915
8     0.043445
9     0.074354
10    0.055130
11    0.125676
12    0.040613
13    0.080914
dtype: float64"
3122,"0     0.286732
1     0.063398
2     0.380692
3     0.381047
4     0.566519
5     0.316369
6     0.546674
7     0.075706
8     0.549028
9     0.145399
10    0.355020
11    0.185023
12    0.401713
13    0.200755
dtype: float64","0     0.057204
1     0.077661
2     0.036164
3     0.038987
4     0.043541
5     0.066639
6     0.058655
7     0.086915
8     0.043445
9     0.074354
10    0.131704
11    0.053566
12    0.040613
13    0.080914
dtype: float64"
3123,"0     0.286732
1     0.063398
2     0.380692
3     0.381047
4     0.566519
5     0.316369
6     0.546674
7     0.075706
8     0.549028
9     0.350171
10    0.162384
11    0.185023
12    0.401713
13    0.200755
dtype: float64","0     0.057204
1     0.077661
2     0.036164
3     0.038987
4     0.043541
5     0.066639
6     0.058655
7     0.086915
8     0.043445
9     0.126688
10    0.082499
11    0.053566
12    0.040613
13    0.080914
dtype: float64"
3124,"0     0.286732
1     0.062396
2     0.380692
3     0.381047
4     0.566519
5     0.316369
6     0.546674
7     0.075706
8     0.549028
9     0.350171
10    0.162384
11    0.185023
12    0.401713
13    0.198897
dtype: float64","0     0.057204
1     0.077883
2     0.036164
3     0.038987
4     0.043541
5     0.066639
6     0.058655
7     0.086915
8     0.043445
9     0.126688
10    0.082499
11    0.053566
12    0.040613
13    0.080598
dtype: float64"
3125,"0     0.286732
1     0.062396
2     0.380692
3     0.381047
4     0.566519
5     0.316369
6     0.546674
7     0.075706
8     0.549028
9     0.306918
10    0.200746
11    0.185023
12    0.401713
13    0.198897
dtype: float64","0     0.057204
1     0.077883
2     0.036164
3     0.038987
4     0.043541
5     0.066639
6     0.058655
7     0.086915
8     0.043445
9     0.095688
10    0.112307
11    0.053566
12    0.040613
13    0.080598
dtype: float64"
3126,"0     0.286732
1     0.062134
2     0.380692
3     0.381047
4     0.566519
5     0.316369
6     0.546674
7     0.075706
8     0.549028
9     0.306918
10    0.200746
11    0.185023
12    0.401713
13    0.198731
dtype: float64","0     0.057204
1     0.077329
2     0.036164
3     0.038987
4     0.043541
5     0.066639
6     0.058655
7     0.086915
8     0.043445
9     0.095688
10    0.112307
11    0.053566
12    0.040613
13    0.081198
dtype: float64"
3127,"0     0.286732
1     0.062134
2     0.380692
3     0.381047
4     0.260555
5     0.581787
6     0.546674
7     0.075706
8     0.549028
9     0.306918
10    0.200746
11    0.185023
12    0.401713
13    0.198731
dtype: float64","0     0.057204
1     0.077329
2     0.036164
3     0.038987
4     0.063606
5     0.049473
6     0.058655
7     0.086915
8     0.043445
9     0.095688
10    0.112307
11    0.053566
12    0.040613
13    0.081198
dtype: float64"
3128,"0     0.286732
1     0.062134
2     0.380692
3     0.381047
4     0.260555
5     0.581787
6     0.546674
7     0.075706
8     0.537728
9     0.333055
10    0.200746
11    0.185023
12    0.401713
13    0.198731
dtype: float64","0     0.057204
1     0.077329
2     0.036164
3     0.038987
4     0.063606
5     0.049473
6     0.058655
7     0.086915
8     0.044031
9     0.091791
10    0.112307
11    0.053566
12    0.040613
13    0.081198
dtype: float64"
3129,"0     0.286732
1     0.062134
2     0.380692
3     0.381047
4     0.260555
5     0.581787
6     0.546674
7     0.154255
8     0.537728
9     0.333055
10    0.124023
11    0.185023
12    0.401713
13    0.198731
dtype: float64","0     0.057204
1     0.077329
2     0.036164
3     0.038987
4     0.063606
5     0.049473
6     0.058655
7     0.103185
8     0.044031
9     0.091791
10    0.096424
11    0.053566
12    0.040613
13    0.081198
dtype: float64"
3130,"0     0.286732
1     0.062134
2     0.380692
3     0.381047
4     0.565104
5     0.283997
6     0.546674
7     0.154255
8     0.537728
9     0.333055
10    0.124023
11    0.185023
12    0.401713
13    0.198731
dtype: float64","0     0.057204
1     0.077329
2     0.036164
3     0.038987
4     0.048012
5     0.064944
6     0.058655
7     0.103185
8     0.044031
9     0.091791
10    0.096424
11    0.053566
12    0.040613
13    0.081198
dtype: float64"
3131,"0     0.286732
1     0.062134
2     0.380692
3     0.381047
4     0.565104
5     0.592709
6     0.275795
7     0.154255
8     0.537728
9     0.333055
10    0.124023
11    0.185023
12    0.401713
13    0.198731
dtype: float64","0     0.057204
1     0.077329
2     0.036164
3     0.038987
4     0.048012
5     0.057883
6     0.064851
7     0.103185
8     0.044031
9     0.091791
10    0.096424
11    0.053566
12    0.040613
13    0.081198
dtype: float64"
3132,"0     0.286732
1     0.062134
2     0.380692
3     0.381047
4     0.565104
5     0.592709
6     0.275795
7     0.154255
8     0.537728
9     0.333055
10    0.228402
11    0.075414
12    0.401713
13    0.198731
dtype: float64","0     0.057204
1     0.077329
2     0.036164
3     0.038987
4     0.048012
5     0.057883
6     0.064851
7     0.103185
8     0.044031
9     0.091791
10    0.063406
11    0.087057
12    0.040613
13    0.081198
dtype: float64"
3133,"0     0.286732
1     0.062134
2     0.380692
3     0.381047
4     0.565104
5     0.592709
6     0.275795
7     0.154255
8     0.537728
9     0.324429
10    0.228402
11    0.075414
12    0.401713
13    0.205796
dtype: float64","0     0.057204
1     0.077329
2     0.036164
3     0.038987
4     0.048012
5     0.057883
6     0.064851
7     0.103185
8     0.044031
9     0.090362
10    0.063406
11    0.087057
12    0.040613
13    0.082606
dtype: float64"
3134,"0     0.286732
1     0.062134
2     0.380692
3     0.381047
4     0.610811
5     0.539385
6     0.275795
7     0.154255
8     0.537728
9     0.324429
10    0.228402
11    0.075414
12    0.401713
13    0.205796
dtype: float64","0     0.057204
1     0.077329
2     0.036164
3     0.038987
4     0.045533
5     0.061425
6     0.064851
7     0.103185
8     0.044031
9     0.090362
10    0.063406
11    0.087057
12    0.040613
13    0.082606
dtype: float64"
3135,"0     0.286732
1     0.062134
2     0.380692
3     0.381047
4     0.610811
5     0.539385
6     0.247678
7     0.154255
8     0.537728
9     0.324429
10    0.228402
11    0.075414
12    0.401713
13    0.239804
dtype: float64","0     0.057204
1     0.077329
2     0.036164
3     0.038987
4     0.045533
5     0.061425
6     0.083237
7     0.103185
8     0.044031
9     0.090362
10    0.063406
11    0.087057
12    0.040613
13    0.061920
dtype: float64"
3136,"0     0.286732
1     0.062134
2     0.380692
3     0.381047
4     0.552851
5     0.599656
6     0.247678
7     0.154255
8     0.537728
9     0.324429
10    0.228402
11    0.075414
12    0.401713
13    0.239804
dtype: float64","0     0.057204
1     0.077329
2     0.036164
3     0.038987
4     0.059287
5     0.047298
6     0.083237
7     0.103185
8     0.044031
9     0.090362
10    0.063406
11    0.087057
12    0.040613
13    0.061920
dtype: float64"
3137,"0     0.286732
1     0.062134
2     0.380692
3     0.381047
4     0.552851
5     0.562564
6     0.247678
7     0.154255
8     0.577515
9     0.324429
10    0.228402
11    0.075414
12    0.401713
13    0.239804
dtype: float64","0     0.057204
1     0.077329
2     0.036164
3     0.038987
4     0.059287
5     0.049273
6     0.083237
7     0.103185
8     0.042734
9     0.090362
10    0.063406
11    0.087057
12    0.040613
13    0.061920
dtype: float64"
3138,"0     0.286732
1     0.062134
2     0.380692
3     0.381047
4     0.552851
5     0.554825
6     0.247678
7     0.154255
8     0.577515
9     0.330446
10    0.228402
11    0.075414
12    0.401713
13    0.239804
dtype: float64","0     0.057204
1     0.077329
2     0.036164
3     0.038987
4     0.059287
5     0.049764
6     0.083237
7     0.103185
8     0.042734
9     0.090102
10    0.063406
11    0.087057
12    0.040613
13    0.061920
dtype: float64"
3139,"0     0.286732
1     0.062134
2     0.380692
3     0.381047
4     0.552851
5     0.574267
6     0.247678
7     0.154255
8     0.558954
9     0.330446
10    0.228402
11    0.075414
12    0.401713
13    0.239804
dtype: float64","0     0.057204
1     0.077329
2     0.036164
3     0.038987
4     0.059287
5     0.042970
6     0.083237
7     0.103185
8     0.049332
9     0.090102
10    0.063406
11    0.087057
12    0.040613
13    0.061920
dtype: float64"
3140,"0     0.286732
1     0.062134
2     0.380692
3     0.381047
4     0.552851
5     0.574267
6     0.247678
7     0.154255
8     0.317482
9     0.552205
10    0.228402
11    0.075414
12    0.401713
13    0.239804
dtype: float64","0     0.057204
1     0.077329
2     0.036164
3     0.038987
4     0.059287
5     0.042970
6     0.083237
7     0.103185
8     0.094212
9     0.048929
10    0.063406
11    0.087057
12    0.040613
13    0.061920
dtype: float64"
3141,"0     0.286732
1     0.062134
2     0.380692
3     0.381047
4     0.552851
5     0.567186
6     0.247678
7     0.154255
8     0.317482
9     0.552205
10    0.231231
11    0.075414
12    0.401713
13    0.239804
dtype: float64","0     0.057204
1     0.077329
2     0.036164
3     0.038987
4     0.059287
5     0.042994
6     0.083237
7     0.103185
8     0.094212
9     0.048929
10    0.063664
11    0.087057
12    0.040613
13    0.061920
dtype: float64"
3142,"0     0.286732
1     0.062134
2     0.380692
3     0.381047
4     0.552851
5     0.567186
6     0.247678
7     0.183347
8     0.317482
9     0.552205
10    0.207053
11    0.075414
12    0.401713
13    0.239804
dtype: float64","0     0.057204
1     0.077329
2     0.036164
3     0.038987
4     0.059287
5     0.042994
6     0.083237
7     0.107328
8     0.094212
9     0.048929
10    0.054343
11    0.087057
12    0.040613
13    0.061920
dtype: float64"
3143,"0     0.286732
1     0.062134
2     0.380692
3     0.381047
4     0.552851
5     0.567186
6     0.323699
7     0.183347
8     0.241988
9     0.552205
10    0.207053
11    0.075414
12    0.401713
13    0.239804
dtype: float64","0     0.057204
1     0.077329
2     0.036164
3     0.038987
4     0.059287
5     0.042994
6     0.096693
7     0.107328
8     0.080968
9     0.048929
10    0.054343
11    0.087057
12    0.040613
13    0.061920
dtype: float64"
3144,"0     0.286732
1     0.062134
2     0.380692
3     0.381047
4     0.552851
5     0.567186
6     0.323699
7     0.183347
8     0.241988
9     0.248507
10    0.207053
11    0.075414
12    0.401713
13    0.553386
dtype: float64","0     0.057204
1     0.077329
2     0.036164
3     0.038987
4     0.059287
5     0.042994
6     0.096693
7     0.107328
8     0.080968
9     0.063547
10    0.054343
11    0.087057
12    0.040613
13    0.046947
dtype: float64"
3145,"0     0.286732
1     0.062134
2     0.380692
3     0.381047
4     0.552851
5     0.567186
6     0.367661
7     0.183347
8     0.241988
9     0.248507
10    0.207053
11    0.075414
12    0.401713
13    0.528716
dtype: float64","0     0.057204
1     0.077329
2     0.036164
3     0.038987
4     0.059287
5     0.042994
6     0.090026
7     0.107328
8     0.080968
9     0.063547
10    0.054343
11    0.087057
12    0.040613
13    0.049060
dtype: float64"
3146,"0     0.286732
1     0.062134
2     0.380692
3     0.381047
4     0.552851
5     0.567186
6     0.367661
7     0.183347
8     0.557900
9     0.248507
10    0.207053
11    0.075414
12    0.401713
13    0.168054
dtype: float64","0     0.057204
1     0.077329
2     0.036164
3     0.038987
4     0.059287
5     0.042994
6     0.090026
7     0.107328
8     0.056510
9     0.063547
10    0.054343
11    0.087057
12    0.040613
13    0.076794
dtype: float64"
3147,"0     0.286732
1     0.062134
2     0.380692
3     0.381047
4     0.552851
5     0.567186
6     0.367661
7     0.183347
8     0.582786
9     0.248507
10    0.207053
11    0.075414
12    0.401713
13    0.166211
dtype: float64","0     0.057204
1     0.077329
2     0.036164
3     0.038987
4     0.059287
5     0.042994
6     0.090026
7     0.107328
8     0.064661
9     0.063547
10    0.054343
11    0.087057
12    0.040613
13    0.067182
dtype: float64"
