plan_id,black_pct,latino_pct
150,"0     0.312926
1     0.472816
2     0.539762
3     0.091593
4     0.066116
5     0.129299
6     0.150792
7     0.265978
8     0.484222
9     0.280073
10    0.273895
11    0.521735
12    0.523273
13    0.375034
dtype: float64","0     0.054924
1     0.037986
2     0.061663
3     0.072302
4     0.076101
5     0.061275
6     0.073263
7     0.048315
8     0.053385
9     0.041780
10    0.124777
11    0.062879
12    0.077877
13    0.039634
dtype: float64"
151,"0     0.312926
1     0.472816
2     0.566638
3     0.091593
4     0.066116
5     0.129299
6     0.150792
7     0.265978
8     0.484222
9     0.263910
10    0.273895
11    0.521735
12    0.523273
13    0.375034
dtype: float64","0     0.054924
1     0.037986
2     0.060580
3     0.072302
4     0.076101
5     0.061275
6     0.073263
7     0.048315
8     0.053385
9     0.043320
10    0.124777
11    0.062879
12    0.077877
13    0.039634
dtype: float64"
152,"0     0.312926
1     0.472816
2     0.566638
3     0.091593
4     0.066116
5     0.129299
6     0.164100
7     0.265978
8     0.484222
9     0.263910
10    0.273895
11    0.521735
12    0.496129
13    0.375034
dtype: float64","0     0.054924
1     0.037986
2     0.060580
3     0.072302
4     0.076101
5     0.061275
6     0.081660
7     0.048315
8     0.053385
9     0.043320
10    0.124777
11    0.062879
12    0.069973
13    0.039634
dtype: float64"
153,"0     0.312926
1     0.472816
2     0.566638
3     0.091593
4     0.066116
5     0.129299
6     0.527128
7     0.265978
8     0.484222
9     0.263910
10    0.273895
11    0.168435
12    0.496129
13    0.375034
dtype: float64","0     0.054924
1     0.037986
2     0.060580
3     0.072302
4     0.076101
5     0.061275
6     0.062554
7     0.048315
8     0.053385
9     0.043320
10    0.124777
11    0.081472
12    0.069973
13    0.039634
dtype: float64"
154,"0     0.312926
1     0.472816
2     0.566638
3     0.091593
4     0.066116
5     0.129299
6     0.521322
7     0.265978
8     0.484222
9     0.263910
10    0.273895
11    0.168435
12    0.501275
13    0.375034
dtype: float64","0     0.054924
1     0.037986
2     0.060580
3     0.072302
4     0.076101
5     0.061275
6     0.059772
7     0.048315
8     0.053385
9     0.043320
10    0.124777
11    0.081472
12    0.072624
13    0.039634
dtype: float64"
155,"0     0.312926
1     0.472816
2     0.566638
3     0.091593
4     0.066116
5     0.129299
6     0.519010
7     0.265978
8     0.484222
9     0.263910
10    0.273895
11    0.168435
12    0.503190
13    0.375034
dtype: float64","0     0.054924
1     0.037986
2     0.060580
3     0.072302
4     0.076101
5     0.061275
6     0.069646
7     0.048315
8     0.053385
9     0.043320
10    0.124777
11    0.081472
12    0.063340
13    0.039634
dtype: float64"
156,"0     0.312926
1     0.472816
2     0.481643
3     0.091593
4     0.066116
5     0.129299
6     0.519010
7     0.265978
8     0.484222
9     0.263910
10    0.273895
11    0.168435
12    0.588270
13    0.375034
dtype: float64","0     0.054924
1     0.037986
2     0.065391
3     0.072302
4     0.076101
5     0.061275
6     0.069646
7     0.048315
8     0.053385
9     0.043320
10    0.124777
11    0.081472
12    0.058482
13    0.039634
dtype: float64"
157,"0     0.312926
1     0.472816
2     0.481643
3     0.091593
4     0.066116
5     0.126337
6     0.519010
7     0.265978
8     0.484222
9     0.263910
10    0.287061
11    0.168435
12    0.588270
13    0.375034
dtype: float64","0     0.054924
1     0.037986
2     0.065391
3     0.072302
4     0.076101
5     0.061276
6     0.069646
7     0.048315
8     0.053385
9     0.043320
10    0.129220
11    0.081472
12    0.058482
13    0.039634
dtype: float64"
158,"0     0.312926
1     0.472816
2     0.481643
3     0.091593
4     0.066440
5     0.126337
6     0.519010
7     0.265978
8     0.484222
9     0.263910
10    0.287061
11    0.160550
12    0.588270
13    0.375034
dtype: float64","0     0.054924
1     0.037986
2     0.065391
3     0.072302
4     0.078163
5     0.061276
6     0.069646
7     0.048315
8     0.053385
9     0.043320
10    0.129220
11    0.079109
12    0.058482
13    0.039634
dtype: float64"
159,"0     0.312926
1     0.472816
2     0.461815
3     0.091593
4     0.066440
5     0.126337
6     0.519010
7     0.265978
8     0.505170
9     0.263910
10    0.287061
11    0.160550
12    0.588270
13    0.375034
dtype: float64","0     0.054924
1     0.037986
2     0.056883
3     0.072302
4     0.078163
5     0.061276
6     0.069646
7     0.048315
8     0.061599
9     0.043320
10    0.129220
11    0.079109
12    0.058482
13    0.039634
dtype: float64"
160,"0     0.312926
1     0.472816
2     0.461815
3     0.091593
4     0.066440
5     0.285640
6     0.519010
7     0.265978
8     0.505170
9     0.263910
10    0.127070
11    0.160550
12    0.588270
13    0.375034
dtype: float64","0     0.054924
1     0.037986
2     0.056883
3     0.072302
4     0.078163
5     0.131591
6     0.069646
7     0.048315
8     0.061599
9     0.043320
10    0.058674
11    0.079109
12    0.058482
13    0.039634
dtype: float64"
161,"0     0.312926
1     0.472816
2     0.461815
3     0.091593
4     0.066440
5     0.285640
6     0.519010
7     0.265978
8     0.728245
9     0.263910
10    0.127070
11    0.160550
12    0.358265
13    0.375034
dtype: float64","0     0.054924
1     0.037986
2     0.056883
3     0.072302
4     0.078163
5     0.131591
6     0.069646
7     0.048315
8     0.054939
9     0.043320
10    0.058674
11    0.079109
12    0.065356
13    0.039634
dtype: float64"
162,"0     0.312926
1     0.472816
2     0.270067
3     0.091593
4     0.066440
5     0.492399
6     0.519010
7     0.265978
8     0.728245
9     0.263910
10    0.127070
11    0.160550
12    0.358265
13    0.375034
dtype: float64","0     0.054924
1     0.037986
2     0.132955
3     0.072302
4     0.078163
5     0.049970
6     0.069646
7     0.048315
8     0.054939
9     0.043320
10    0.058674
11    0.079109
12    0.065356
13    0.039634
dtype: float64"
163,"0     0.312926
1     0.472816
2     0.270067
3     0.091593
4     0.066440
5     0.492399
6     0.519010
7     0.265978
8     0.728245
9     0.263910
10    0.127070
11    0.161092
12    0.356798
13    0.375034
dtype: float64","0     0.054924
1     0.037986
2     0.132955
3     0.072302
4     0.078163
5     0.049970
6     0.069646
7     0.048315
8     0.054939
9     0.043320
10    0.058674
11    0.079344
12    0.065164
13    0.039634
dtype: float64"
164,"0     0.266013
1     0.472816
2     0.270067
3     0.091593
4     0.066440
5     0.492399
6     0.519010
7     0.307573
8     0.728245
9     0.263910
10    0.127070
11    0.161092
12    0.356798
13    0.375034
dtype: float64","0     0.049445
1     0.037986
2     0.132955
3     0.072302
4     0.078163
5     0.049970
6     0.069646
7     0.053177
8     0.054939
9     0.043320
10    0.058674
11    0.079344
12    0.065164
13    0.039634
dtype: float64"
165,"0     0.266013
1     0.472816
2     0.270067
3     0.091593
4     0.066440
5     0.492399
6     0.519010
7     0.307573
8     0.728245
9     0.374464
10    0.127070
11    0.161092
12    0.356798
13    0.263661
dtype: float64","0     0.049445
1     0.037986
2     0.132955
3     0.072302
4     0.078163
5     0.049970
6     0.069646
7     0.053177
8     0.054939
9     0.039524
10    0.058674
11    0.079344
12    0.065164
13    0.043466
dtype: float64"
166,"0     0.266013
1     0.472816
2     0.270067
3     0.091593
4     0.066440
5     0.492399
6     0.516809
7     0.307573
8     0.728245
9     0.374464
10    0.127070
11    0.144658
12    0.356798
13    0.263661
dtype: float64","0     0.049445
1     0.037986
2     0.132955
3     0.072302
4     0.078163
5     0.049970
6     0.079078
7     0.053177
8     0.054939
9     0.039524
10    0.058674
11    0.070196
12    0.065164
13    0.043466
dtype: float64"
167,"0     0.266013
1     0.472816
2     0.270067
3     0.091593
4     0.151502
5     0.492399
6     0.516809
7     0.307573
8     0.728245
9     0.374464
10    0.127070
11    0.060900
12    0.356798
13    0.263661
dtype: float64","0     0.049445
1     0.037986
2     0.132955
3     0.072302
4     0.070103
5     0.049970
6     0.079078
7     0.053177
8     0.054939
9     0.039524
10    0.058674
11    0.078144
12    0.065164
13    0.043466
dtype: float64"
168,"0     0.266013
1     0.472816
2     0.270067
3     0.091593
4     0.151502
5     0.492399
6     0.516809
7     0.307573
8     0.728245
9     0.375073
10    0.137528
11    0.060900
12    0.356798
13    0.263661
dtype: float64","0     0.049445
1     0.037986
2     0.132955
3     0.072302
4     0.070103
5     0.049970
6     0.079078
7     0.053177
8     0.054939
9     0.038153
10    0.059116
11    0.078144
12    0.065164
13    0.043466
dtype: float64"
169,"0     0.266013
1     0.472816
2     0.142508
3     0.233944
4     0.151502
5     0.492399
6     0.516809
7     0.307573
8     0.728245
9     0.375073
10    0.137528
11    0.060900
12    0.356798
13    0.263661
dtype: float64","0     0.049445
1     0.037986
2     0.081841
3     0.128230
4     0.070103
5     0.049970
6     0.079078
7     0.053177
8     0.054939
9     0.038153
10    0.059116
11    0.078144
12    0.065164
13    0.043466
dtype: float64"
170,"0     0.266013
1     0.472816
2     0.142508
3     0.233944
4     0.151502
5     0.492399
6     0.516809
7     0.307573
8     0.774109
9     0.375073
10    0.137528
11    0.060900
12    0.332315
13    0.263661
dtype: float64","0     0.049445
1     0.037986
2     0.081841
3     0.128230
4     0.070103
5     0.049970
6     0.079078
7     0.053177
8     0.053946
9     0.038153
10    0.059116
11    0.078144
12    0.065589
13    0.043466
dtype: float64"
171,"0     0.266013
1     0.472816
2     0.142508
3     0.233944
4     0.277981
5     0.492399
6     0.391860
7     0.307573
8     0.774109
9     0.375073
10    0.137528
11    0.060900
12    0.332315
13    0.263661
dtype: float64","0     0.049445
1     0.037986
2     0.081841
3     0.128230
4     0.089544
5     0.049970
6     0.061124
7     0.053177
8     0.053946
9     0.038153
10    0.059116
11    0.078144
12    0.065589
13    0.043466
dtype: float64"
172,"0     0.266013
1     0.472816
2     0.142508
3     0.236594
4     0.277981
5     0.466265
6     0.391860
7     0.307573
8     0.774109
9     0.375073
10    0.137528
11    0.060900
12    0.332315
13    0.263661
dtype: float64","0     0.049445
1     0.037986
2     0.081841
3     0.131262
4     0.089544
5     0.054493
6     0.061124
7     0.053177
8     0.053946
9     0.038153
10    0.059116
11    0.078144
12    0.065589
13    0.043466
dtype: float64"
173,"0     0.266013
1     0.472816
2     0.142508
3     0.236594
4     0.492148
5     0.466265
6     0.184307
7     0.307573
8     0.774109
9     0.375073
10    0.137528
11    0.060900
12    0.332315
13    0.263661
dtype: float64","0     0.049445
1     0.037986
2     0.081841
3     0.131262
4     0.073040
5     0.054493
6     0.076294
7     0.053177
8     0.053946
9     0.038153
10    0.059116
11    0.078144
12    0.065589
13    0.043466
dtype: float64"
174,"0     0.266013
1     0.472816
2     0.142508
3     0.236594
4     0.787153
5     0.466265
6     0.184307
7     0.307573
8     0.480916
9     0.375073
10    0.137528
11    0.060900
12    0.332315
13    0.263661
dtype: float64","0     0.049445
1     0.037986
2     0.081841
3     0.131262
4     0.052258
5     0.054493
6     0.076294
7     0.053177
8     0.074559
9     0.038153
10    0.059116
11    0.078144
12    0.065589
13    0.043466
dtype: float64"
175,"0     0.266013
1     0.472816
2     0.142508
3     0.138050
4     0.787153
5     0.466265
6     0.184307
7     0.307573
8     0.480916
9     0.375073
10    0.224998
11    0.060900
12    0.332315
13    0.263661
dtype: float64","0     0.049445
1     0.037986
2     0.081841
3     0.043200
4     0.052258
5     0.054493
6     0.076294
7     0.053177
8     0.074559
9     0.038153
10    0.138208
11    0.078144
12    0.065589
13    0.043466
dtype: float64"
176,"0     0.266013
1     0.472816
2     0.353946
3     0.138050
4     0.787153
5     0.466265
6     0.184307
7     0.307573
8     0.480916
9     0.375073
10    0.224998
11    0.060900
12    0.101115
13    0.263661
dtype: float64","0     0.049445
1     0.037986
2     0.080929
3     0.043200
4     0.052258
5     0.054493
6     0.076294
7     0.053177
8     0.074559
9     0.038153
10    0.138208
11    0.078144
12    0.065376
13    0.043466
dtype: float64"
177,"0     0.266013
1     0.472816
2     0.353946
3     0.057250
4     0.787153
5     0.466265
6     0.184307
7     0.307573
8     0.480916
9     0.375073
10    0.224998
11    0.147670
12    0.101115
13    0.263661
dtype: float64","0     0.049445
1     0.037986
2     0.080929
3     0.074365
4     0.052258
5     0.054493
6     0.076294
7     0.053177
8     0.074559
9     0.038153
10    0.138208
11    0.045024
12    0.065376
13    0.043466
dtype: float64"
178,"0     0.266013
1     0.472816
2     0.353946
3     0.057250
4     0.787153
5     0.466265
6     0.508801
7     0.307573
8     0.172073
9     0.375073
10    0.224998
11    0.147670
12    0.101115
13    0.263661
dtype: float64","0     0.049445
1     0.037986
2     0.080929
3     0.074365
4     0.052258
5     0.054493
6     0.080034
7     0.053177
8     0.071250
9     0.038153
10    0.138208
11    0.045024
12    0.065376
13    0.043466
dtype: float64"
179,"0     0.266013
1     0.472816
2     0.426201
3     0.057250
4     0.787153
5     0.393920
6     0.508801
7     0.307573
8     0.172073
9     0.375073
10    0.224998
11    0.147670
12    0.101115
13    0.263661
dtype: float64","0     0.049445
1     0.037986
2     0.064093
3     0.074365
4     0.052258
5     0.071360
6     0.080034
7     0.053177
8     0.071250
9     0.038153
10    0.138208
11    0.045024
12    0.065376
13    0.043466
dtype: float64"
180,"0     0.266013
1     0.472816
2     0.418494
3     0.057250
4     0.787153
5     0.393920
6     0.508801
7     0.307573
8     0.172073
9     0.381370
10    0.224998
11    0.147670
12    0.101115
13    0.263661
dtype: float64","0     0.049445
1     0.037986
2     0.062858
3     0.074365
4     0.052258
5     0.071360
6     0.080034
7     0.053177
8     0.071250
9     0.038514
10    0.138208
11    0.045024
12    0.065376
13    0.043466
dtype: float64"
181,"0     0.266013
1     0.472816
2     0.418494
3     0.170156
4     0.787153
5     0.393920
6     0.508801
7     0.307573
8     0.055080
9     0.381370
10    0.224998
11    0.147670
12    0.101115
13    0.263661
dtype: float64","0     0.049445
1     0.037986
2     0.062858
3     0.069627
4     0.052258
5     0.071360
6     0.080034
7     0.053177
8     0.076168
9     0.038514
10    0.138208
11    0.045024
12    0.065376
13    0.043466
dtype: float64"
182,"0     0.266013
1     0.472816
2     0.438869
3     0.170156
4     0.787153
5     0.393920
6     0.508801
7     0.307573
8     0.055080
9     0.381370
10    0.212725
11    0.147670
12    0.101115
13    0.263661
dtype: float64","0     0.049445
1     0.037986
2     0.061920
3     0.069627
4     0.052258
5     0.071360
6     0.080034
7     0.053177
8     0.076168
9     0.038514
10    0.136364
11    0.045024
12    0.065376
13    0.043466
dtype: float64"
183,"0     0.266013
1     0.472816
2     0.438869
3     0.497468
4     0.787153
5     0.393920
6     0.145688
7     0.307573
8     0.055080
9     0.381370
10    0.212725
11    0.147670
12    0.101115
13    0.263661
dtype: float64","0     0.049445
1     0.037986
2     0.061920
3     0.079193
4     0.052258
5     0.071360
6     0.069406
7     0.053177
8     0.076168
9     0.038514
10    0.136364
11    0.045024
12    0.065376
13    0.043466
dtype: float64"
184,"0     0.266013
1     0.472816
2     0.438869
3     0.497468
4     0.787153
5     0.409052
6     0.145688
7     0.307573
8     0.055080
9     0.381370
10    0.212725
11    0.147670
12    0.119334
13    0.263661
dtype: float64","0     0.049445
1     0.037986
2     0.061920
3     0.079193
4     0.052258
5     0.061332
6     0.069406
7     0.053177
8     0.076168
9     0.038514
10    0.136364
11    0.045024
12    0.075501
13    0.043466
dtype: float64"
185,"0     0.266013
1     0.472816
2     0.438869
3     0.766361
4     0.487508
5     0.409052
6     0.145688
7     0.307573
8     0.055080
9     0.381370
10    0.212725
11    0.147670
12    0.119334
13    0.263661
dtype: float64","0     0.049445
1     0.037986
2     0.061920
3     0.054849
4     0.079393
5     0.061332
6     0.069406
7     0.053177
8     0.076168
9     0.038514
10    0.136364
11    0.045024
12    0.075501
13    0.043466
dtype: float64"
186,"0     0.266013
1     0.472816
2     0.438869
3     0.766361
4     0.487508
5     0.419984
6     0.145688
7     0.307573
8     0.055080
9     0.381370
10    0.212725
11    0.147670
12    0.120878
13    0.263661
dtype: float64","0     0.049445
1     0.037986
2     0.061920
3     0.054849
4     0.079393
5     0.060900
6     0.069406
7     0.053177
8     0.076168
9     0.038514
10    0.136364
11    0.045024
12    0.075336
13    0.043466
dtype: float64"
187,"0     0.266013
1     0.472816
2     0.438869
3     0.543556
4     0.487508
5     0.661089
6     0.145688
7     0.307573
8     0.055080
9     0.381370
10    0.212725
11    0.147670
12    0.120878
13    0.263661
dtype: float64","0     0.049445
1     0.037986
2     0.061920
3     0.056733
4     0.079393
5     0.058821
6     0.069406
7     0.053177
8     0.076168
9     0.038514
10    0.136364
11    0.045024
12    0.075336
13    0.043466
dtype: float64"
188,"0     0.266013
1     0.472816
2     0.438869
3     0.543556
4     0.179961
5     0.661089
6     0.446756
7     0.307573
8     0.055080
9     0.381370
10    0.212725
11    0.147670
12    0.120878
13    0.263661
dtype: float64","0     0.049445
1     0.037986
2     0.061920
3     0.056733
4     0.068509
5     0.058821
6     0.080085
7     0.053177
8     0.076168
9     0.038514
10    0.136364
11    0.045024
12    0.075336
13    0.043466
dtype: float64"
189,"0     0.266013
1     0.472816
2     0.219018
3     0.543556
4     0.179961
5     0.661089
6     0.446756
7     0.307573
8     0.055080
9     0.381370
10    0.426150
11    0.147670
12    0.120878
13    0.263661
dtype: float64","0     0.049445
1     0.037986
2     0.142795
3     0.056733
4     0.068509
5     0.058821
6     0.080085
7     0.053177
8     0.076168
9     0.038514
10    0.057624
11    0.045024
12    0.075336
13    0.043466
dtype: float64"
190,"0     0.266013
1     0.472816
2     0.219018
3     0.543556
4     0.179961
5     0.661089
6     0.446756
7     0.306229
8     0.055080
9     0.382126
10    0.426150
11    0.147670
12    0.120878
13    0.263661
dtype: float64","0     0.049445
1     0.037986
2     0.142795
3     0.056733
4     0.068509
5     0.058821
6     0.080085
7     0.053012
8     0.076168
9     0.038821
10    0.057624
11    0.045024
12    0.075336
13    0.043466
dtype: float64"
191,"0     0.266013
1     0.472816
2     0.219018
3     0.543556
4     0.179961
5     0.661089
6     0.449708
7     0.306229
8     0.055080
9     0.382126
10    0.426150
11    0.147670
12    0.126786
13    0.263661
dtype: float64","0     0.049445
1     0.037986
2     0.142795
3     0.056733
4     0.068509
5     0.058821
6     0.079542
7     0.053012
8     0.076168
9     0.038821
10    0.057624
11    0.045024
12    0.075907
13    0.043466
dtype: float64"
192,"0     0.266013
1     0.472816
2     0.219018
3     0.543556
4     0.179961
5     0.661089
6     0.449708
7     0.306229
8     0.055080
9     0.382126
10    0.426150
11    0.131933
12    0.141134
13    0.263661
dtype: float64","0     0.049445
1     0.037986
2     0.142795
3     0.056733
4     0.068509
5     0.058821
6     0.079542
7     0.053012
8     0.076168
9     0.038821
10    0.057624
11    0.045930
12    0.079464
13    0.043466
dtype: float64"
193,"0     0.266013
1     0.472816
2     0.259164
3     0.543556
4     0.179961
5     0.661089
6     0.449708
7     0.306229
8     0.055080
9     0.382126
10    0.426150
11    0.131933
12    0.104026
13    0.263661
dtype: float64","0     0.049445
1     0.037986
2     0.125987
3     0.056733
4     0.068509
5     0.058821
6     0.079542
7     0.053012
8     0.076168
9     0.038821
10    0.057624
11    0.045930
12    0.099131
13    0.043466
dtype: float64"
194,"0     0.266013
1     0.472816
2     0.197926
3     0.543556
4     0.179961
5     0.661089
6     0.449708
7     0.306229
8     0.055080
9     0.382126
10    0.426150
11    0.131933
12    0.167225
13    0.263661
dtype: float64","0     0.049445
1     0.037986
2     0.129673
3     0.056733
4     0.068509
5     0.058821
6     0.079542
7     0.053012
8     0.076168
9     0.038821
10    0.057624
11    0.045930
12    0.096991
13    0.043466
dtype: float64"
195,"0     0.266013
1     0.472816
2     0.197926
3     0.315269
4     0.179961
5     0.661089
6     0.682350
7     0.306229
8     0.055080
9     0.382126
10    0.426150
11    0.131933
12    0.167225
13    0.263661
dtype: float64","0     0.049445
1     0.037986
2     0.129673
3     0.086090
4     0.068509
5     0.058821
6     0.049097
7     0.053012
8     0.076168
9     0.038821
10    0.057624
11    0.045930
12    0.096991
13    0.043466
dtype: float64"
196,"0     0.266013
1     0.472816
2     0.197926
3     0.642752
4     0.179961
5     0.661089
6     0.342350
7     0.306229
8     0.055080
9     0.382126
10    0.426150
11    0.131933
12    0.167225
13    0.263661
dtype: float64","0     0.049445
1     0.037986
2     0.129673
3     0.074152
4     0.068509
5     0.058821
6     0.060434
7     0.053012
8     0.076168
9     0.038821
10    0.057624
11    0.045930
12    0.096991
13    0.043466
dtype: float64"
197,"0     0.266013
1     0.472816
2     0.197926
3     0.642752
4     0.179961
5     0.332662
6     0.684559
7     0.306229
8     0.055080
9     0.382126
10    0.426150
11    0.131933
12    0.167225
13    0.263661
dtype: float64","0     0.049445
1     0.037986
2     0.129673
3     0.074152
4     0.068509
5     0.059681
6     0.059547
7     0.053012
8     0.076168
9     0.038821
10    0.057624
11    0.045930
12    0.096991
13    0.043466
dtype: float64"
198,"0     0.266013
1     0.472816
2     0.197926
3     0.639667
4     0.179961
5     0.332662
6     0.686339
7     0.306229
8     0.055080
9     0.382126
10    0.426150
11    0.131933
12    0.167225
13    0.263661
dtype: float64","0     0.049445
1     0.037986
2     0.129673
3     0.075413
4     0.068509
5     0.059681
6     0.058736
7     0.053012
8     0.076168
9     0.038821
10    0.057624
11    0.045930
12    0.096991
13    0.043466
dtype: float64"
199,"0     0.266013
1     0.472816
2     0.152807
3     0.639667
4     0.179961
5     0.332662
6     0.686339
7     0.306229
8     0.055080
9     0.382126
10    0.426150
11    0.131933
12    0.206005
13    0.263661
dtype: float64","0     0.049445
1     0.037986
2     0.088966
3     0.075413
4     0.068509
5     0.059681
6     0.058736
7     0.053012
8     0.076168
9     0.038821
10    0.057624
11    0.045930
12    0.132206
13    0.043466
dtype: float64"
200,"0     0.266013
1     0.472816
2     0.152807
3     0.694492
4     0.179961
5     0.332662
6     0.628498
7     0.306229
8     0.055080
9     0.382126
10    0.426150
11    0.131933
12    0.206005
13    0.263661
dtype: float64","0     0.049445
1     0.037986
2     0.088966
3     0.060276
4     0.068509
5     0.059681
6     0.074624
7     0.053012
8     0.076168
9     0.038821
10    0.057624
11    0.045930
12    0.132206
13    0.043466
dtype: float64"
201,"0     0.266013
1     0.472816
2     0.152807
3     0.681351
4     0.179961
5     0.332662
6     0.645561
7     0.306229
8     0.055080
9     0.382126
10    0.426150
11    0.131933
12    0.206005
13    0.263661
dtype: float64","0     0.049445
1     0.037986
2     0.088966
3     0.058078
4     0.068509
5     0.059681
6     0.075542
7     0.053012
8     0.076168
9     0.038821
10    0.057624
11    0.045930
12    0.132206
13    0.043466
dtype: float64"
202,"0     0.266013
1     0.472816
2     0.152807
3     0.681351
4     0.179961
5     0.332662
6     0.645561
7     0.306229
8     0.055080
9     0.382126
10    0.428813
11    0.131933
12    0.197287
13    0.263661
dtype: float64","0     0.049445
1     0.037986
2     0.088966
3     0.058078
4     0.068509
5     0.059681
6     0.075542
7     0.053012
8     0.076168
9     0.038821
10    0.060683
11    0.045930
12    0.131148
13    0.043466
dtype: float64"
203,"0     0.266013
1     0.472816
2     0.152807
3     0.681351
4     0.337329
5     0.181825
6     0.645561
7     0.306229
8     0.055080
9     0.382126
10    0.428813
11    0.131933
12    0.197287
13    0.263661
dtype: float64","0     0.049445
1     0.037986
2     0.088966
3     0.058078
4     0.059697
5     0.068131
6     0.075542
7     0.053012
8     0.076168
9     0.038821
10    0.060683
11    0.045930
12    0.131148
13    0.043466
dtype: float64"
204,"0     0.266013
1     0.472816
2     0.152807
3     0.681351
4     0.337329
5     0.173258
6     0.645561
7     0.306229
8     0.055080
9     0.382126
10    0.428813
11    0.131933
12    0.197287
13    0.269631
dtype: float64","0     0.049445
1     0.037986
2     0.088966
3     0.058078
4     0.059697
5     0.069271
6     0.075542
7     0.053012
8     0.076168
9     0.038821
10    0.060683
11    0.045930
12    0.131148
13    0.042969
dtype: float64"
205,"0     0.266013
1     0.472816
2     0.341461
3     0.681351
4     0.148277
5     0.173258
6     0.645561
7     0.306229
8     0.055080
9     0.382126
10    0.428813
11    0.131933
12    0.197287
13    0.269631
dtype: float64","0     0.049445
1     0.037986
2     0.061530
3     0.058078
4     0.087180
5     0.069271
6     0.075542
7     0.053012
8     0.076168
9     0.038821
10    0.060683
11    0.045930
12    0.131148
13    0.042969
dtype: float64"
206,"0     0.266013
1     0.472816
2     0.341461
3     0.681351
4     0.148277
5     0.173258
6     0.645561
7     0.306229
8     0.055080
9     0.114490
10    0.428813
11    0.379235
12    0.197287
13    0.269631
dtype: float64","0     0.049445
1     0.037986
2     0.061530
3     0.058078
4     0.087180
5     0.069271
6     0.075542
7     0.053012
8     0.076168
9     0.045570
10    0.060683
11    0.039669
12    0.131148
13    0.042969
dtype: float64"
207,"0     0.266013
1     0.472816
2     0.341461
3     0.681351
4     0.148277
5     0.173258
6     0.645561
7     0.379819
8     0.055080
9     0.114490
10    0.428813
11    0.305052
12    0.197287
13    0.269631
dtype: float64","0     0.049445
1     0.037986
2     0.061530
3     0.058078
4     0.087180
5     0.069271
6     0.075542
7     0.039308
8     0.076168
9     0.045570
10    0.060683
11    0.053492
12    0.131148
13    0.042969
dtype: float64"
208,"0     0.266013
1     0.472816
2     0.341461
3     0.681351
4     0.148277
5     0.668635
6     0.146691
7     0.379819
8     0.055080
9     0.114490
10    0.428813
11    0.305052
12    0.197287
13    0.269631
dtype: float64","0     0.049445
1     0.037986
2     0.061530
3     0.058078
4     0.087180
5     0.075799
6     0.068969
7     0.039308
8     0.076168
9     0.045570
10    0.060683
11    0.053492
12    0.131148
13    0.042969
dtype: float64"
209,"0     0.266013
1     0.472816
2     0.341461
3     0.667829
4     0.148277
5     0.681667
6     0.146691
7     0.379819
8     0.055080
9     0.114490
10    0.428813
11    0.305052
12    0.197287
13    0.269631
dtype: float64","0     0.049445
1     0.037986
2     0.061530
3     0.075635
4     0.087180
5     0.058944
6     0.068969
7     0.039308
8     0.076168
9     0.045570
10    0.060683
11    0.053492
12    0.131148
13    0.042969
dtype: float64"
210,"0     0.266013
1     0.472816
2     0.341461
3     0.159792
4     0.148277
5     0.681667
6     0.658196
7     0.379819
8     0.055080
9     0.114490
10    0.428813
11    0.305052
12    0.197287
13    0.269631
dtype: float64","0     0.049445
1     0.037986
2     0.061530
3     0.069754
4     0.087180
5     0.058944
6     0.074898
7     0.039308
8     0.076168
9     0.045570
10    0.060683
11    0.053492
12    0.131148
13    0.042969
dtype: float64"
211,"0     0.266013
1     0.472816
2     0.341461
3     0.159792
4     0.148277
5     0.676930
6     0.658196
7     0.379819
8     0.055080
9     0.114490
10    0.428813
11    0.305052
12    0.197287
13    0.261453
dtype: float64","0     0.049445
1     0.037986
2     0.061530
3     0.069754
4     0.087180
5     0.059905
6     0.074898
7     0.039308
8     0.076168
9     0.045570
10    0.060683
11    0.053492
12    0.131148
13    0.041552
dtype: float64"
212,"0     0.266013
1     0.472816
2     0.341461
3     0.161925
4     0.148277
5     0.676930
6     0.672861
7     0.379819
8     0.055080
9     0.114490
10    0.428813
11    0.305052
12    0.197287
13    0.261453
dtype: float64","0     0.049445
1     0.037986
2     0.061530
3     0.074794
4     0.087180
5     0.059905
6     0.069716
7     0.039308
8     0.076168
9     0.045570
10    0.060683
11    0.053492
12    0.131148
13    0.041552
dtype: float64"
213,"0     0.266013
1     0.472816
2     0.160649
3     0.331601
4     0.148277
5     0.676930
6     0.672861
7     0.379819
8     0.055080
9     0.114490
10    0.428813
11    0.305052
12    0.197287
13    0.261453
dtype: float64","0     0.049445
1     0.037986
2     0.073248
3     0.063806
4     0.087180
5     0.059905
6     0.069716
7     0.039308
8     0.076168
9     0.045570
10    0.060683
11    0.053492
12    0.131148
13    0.041552
dtype: float64"
214,"0     0.266013
1     0.472816
2     0.160649
3     0.354285
4     0.148277
5     0.653803
6     0.672861
7     0.379819
8     0.055080
9     0.114490
10    0.428813
11    0.305052
12    0.197287
13    0.261453
dtype: float64","0     0.049445
1     0.037986
2     0.073248
3     0.069773
4     0.087180
5     0.053982
6     0.069716
7     0.039308
8     0.076168
9     0.045570
10    0.060683
11    0.053492
12    0.131148
13    0.041552
dtype: float64"
