plan_id,black_pct,latino_pct
2806,"0     0.144515
1     0.026482
2     0.323219
3     0.731037
4     0.321510
5     0.403709
6     0.119604
7     0.409891
8     0.426653
9     0.343402
10    0.139339
11    0.265442
12    0.383019
13    0.468856
dtype: float64","0     0.063467
1     0.066394
2     0.083474
3     0.050480
4     0.052103
5     0.037316
6     0.074513
7     0.078812
8     0.032326
9     0.061781
10    0.080856
11    0.050397
12    0.050097
13    0.102269
dtype: float64"
2807,"0     0.144515
1     0.026482
2     0.323219
3     0.731037
4     0.321510
5     0.403709
6     0.458693
7     0.409891
8     0.426653
9     0.343402
10    0.139339
11    0.265442
12    0.383019
13    0.126288
dtype: float64","0     0.063467
1     0.066394
2     0.083474
3     0.050480
4     0.052103
5     0.037316
6     0.097983
7     0.078812
8     0.032326
9     0.061781
10    0.080856
11    0.050397
12    0.050097
13    0.078298
dtype: float64"
2808,"0     0.144515
1     0.026482
2     0.323219
3     0.500424
4     0.321510
5     0.403709
6     0.458693
7     0.634238
8     0.426653
9     0.343402
10    0.139339
11    0.265442
12    0.383019
13    0.126288
dtype: float64","0     0.063467
1     0.066394
2     0.083474
3     0.075644
4     0.052103
5     0.037316
6     0.097983
7     0.054893
8     0.032326
9     0.061781
10    0.080856
11    0.050397
12    0.050097
13    0.078298
dtype: float64"
2809,"0     0.144515
1     0.026482
2     0.323219
3     0.500424
4     0.321510
5     0.403709
6     0.458693
7     0.634238
8     0.426653
9     0.134442
10    0.139339
11    0.265442
12    0.383019
13    0.330465
dtype: float64","0     0.063467
1     0.066394
2     0.083474
3     0.075644
4     0.052103
5     0.037316
6     0.097983
7     0.054893
8     0.032326
9     0.077991
10    0.080856
11    0.050397
12    0.050097
13    0.062465
dtype: float64"
2810,"0     0.142000
1     0.026482
2     0.323219
3     0.485263
4     0.321510
5     0.403709
6     0.458693
7     0.634238
8     0.426653
9     0.134442
10    0.139339
11    0.265442
12    0.383019
13    0.330465
dtype: float64","0     0.065113
1     0.066394
2     0.083474
3     0.073457
4     0.052103
5     0.037316
6     0.097983
7     0.054893
8     0.032326
9     0.077991
10    0.080856
11    0.050397
12    0.050097
13    0.062465
dtype: float64"
2811,"0     0.331727
1     0.026482
2     0.323219
3     0.485263
4     0.321510
5     0.403709
6     0.458693
7     0.634238
8     0.426653
9     0.134442
10    0.139339
11    0.265442
12    0.383019
13    0.141850
dtype: float64","0     0.066036
1     0.066394
2     0.083474
3     0.073457
4     0.052103
5     0.037316
6     0.097983
7     0.054893
8     0.032326
9     0.077991
10    0.080856
11    0.050397
12    0.050097
13    0.060937
dtype: float64"
2812,"0     0.346595
1     0.026482
2     0.323219
3     0.485263
4     0.321510
5     0.403709
6     0.458693
7     0.634238
8     0.426653
9     0.125717
10    0.139339
11    0.265442
12    0.383019
13    0.141850
dtype: float64","0     0.065956
1     0.066394
2     0.083474
3     0.073457
4     0.052103
5     0.037316
6     0.097983
7     0.054893
8     0.032326
9     0.077718
10    0.080856
11    0.050397
12    0.050097
13    0.060937
dtype: float64"
2813,"0     0.457025
1     0.026482
2     0.323219
3     0.363152
4     0.321510
5     0.403709
6     0.458693
7     0.634238
8     0.426653
9     0.125717
10    0.139339
11    0.265442
12    0.383019
13    0.141850
dtype: float64","0     0.060286
1     0.066394
2     0.083474
3     0.079890
4     0.052103
5     0.037316
6     0.097983
7     0.054893
8     0.032326
9     0.077718
10    0.080856
11    0.050397
12    0.050097
13    0.060937
dtype: float64"
2814,"0     0.457025
1     0.026482
2     0.323219
3     0.363152
4     0.321510
5     0.403709
6     0.657176
7     0.450636
8     0.426653
9     0.125717
10    0.139339
11    0.265442
12    0.383019
13    0.141850
dtype: float64","0     0.060286
1     0.066394
2     0.083474
3     0.079890
4     0.052103
5     0.037316
6     0.055405
7     0.094361
8     0.032326
9     0.077718
10    0.080856
11    0.050397
12    0.050097
13    0.060937
dtype: float64"
2815,"0     0.457025
1     0.026482
2     0.323219
3     0.177302
4     0.321510
5     0.403709
6     0.657176
7     0.450636
8     0.426653
9     0.125717
10    0.139339
11    0.265442
12    0.383019
13    0.326165
dtype: float64","0     0.060286
1     0.066394
2     0.083474
3     0.059922
4     0.052103
5     0.037316
6     0.055405
7     0.094361
8     0.032326
9     0.077718
10    0.080856
11    0.050397
12    0.050097
13    0.080579
dtype: float64"
2816,"0     0.457025
1     0.026482
2     0.323219
3     0.115826
4     0.321510
5     0.403709
6     0.657176
7     0.450636
8     0.426653
9     0.188825
10    0.139339
11    0.265442
12    0.383019
13    0.326165
dtype: float64","0     0.060286
1     0.066394
2     0.083474
3     0.076948
4     0.052103
5     0.037316
6     0.055405
7     0.094361
8     0.032326
9     0.060850
10    0.080856
11    0.050397
12    0.050097
13    0.080579
dtype: float64"
2817,"0     0.457025
1     0.026482
2     0.323219
3     0.170987
4     0.321510
5     0.403709
6     0.657176
7     0.450636
8     0.426653
9     0.130066
10    0.139339
11    0.265442
12    0.383019
13    0.326165
dtype: float64","0     0.060286
1     0.066394
2     0.083474
3     0.058948
4     0.052103
5     0.037316
6     0.055405
7     0.094361
8     0.032326
9     0.079049
10    0.080856
11    0.050397
12    0.050097
13    0.080579
dtype: float64"
2818,"0     0.457025
1     0.026482
2     0.323219
3     0.170987
4     0.321510
5     0.403709
6     0.679273
7     0.450636
8     0.426653
9     0.130066
10    0.139339
11    0.265442
12    0.343662
13    0.326165
dtype: float64","0     0.060286
1     0.066394
2     0.083474
3     0.058948
4     0.052103
5     0.037316
6     0.057370
7     0.094361
8     0.032326
9     0.079049
10    0.080856
11    0.050397
12    0.047696
13    0.080579
dtype: float64"
2819,"0     0.457025
1     0.026482
2     0.323219
3     0.170987
4     0.321510
5     0.403709
6     0.679273
7     0.127453
8     0.426653
9     0.460753
10    0.139339
11    0.265442
12    0.343662
13    0.326165
dtype: float64","0     0.060286
1     0.066394
2     0.083474
3     0.058948
4     0.052103
5     0.037316
6     0.057370
7     0.078509
8     0.032326
9     0.095267
10    0.080856
11    0.050397
12    0.047696
13    0.080579
dtype: float64"
2820,"0     0.469437
1     0.026482
2     0.323219
3     0.170987
4     0.321510
5     0.403709
6     0.679273
7     0.127453
8     0.426653
9     0.448368
10    0.139339
11    0.265442
12    0.343662
13    0.326165
dtype: float64","0     0.058111
1     0.066394
2     0.083474
3     0.058948
4     0.052103
5     0.037316
6     0.057370
7     0.078509
8     0.032326
9     0.097277
10    0.080856
11    0.050397
12    0.047696
13    0.080579
dtype: float64"
2821,"0     0.469437
1     0.026482
2     0.323219
3     0.170987
4     0.321510
5     0.265555
6     0.679273
7     0.127453
8     0.426653
9     0.448368
10    0.139339
11    0.404819
12    0.343662
13    0.326165
dtype: float64","0     0.058111
1     0.066394
2     0.083474
3     0.058948
4     0.052103
5     0.050091
6     0.057370
7     0.078509
8     0.032326
9     0.097277
10    0.080856
11    0.037529
12    0.047696
13    0.080579
dtype: float64"
2822,"0     0.469437
1     0.026482
2     0.323219
3     0.169887
4     0.321510
5     0.265555
6     0.679367
7     0.127453
8     0.426653
9     0.448368
10    0.139339
11    0.404819
12    0.343662
13    0.326165
dtype: float64","0     0.058111
1     0.066394
2     0.083474
3     0.058427
4     0.052103
5     0.050091
6     0.057844
7     0.078509
8     0.032326
9     0.097277
10    0.080856
11    0.037529
12    0.047696
13    0.080579
dtype: float64"
2823,"0     0.469437
1     0.026482
2     0.323219
3     0.169887
4     0.321510
5     0.265555
6     0.679367
7     0.127453
8     0.409783
9     0.448368
10    0.139339
11    0.420370
12    0.343662
13    0.326165
dtype: float64","0     0.058111
1     0.066394
2     0.083474
3     0.058427
4     0.052103
5     0.050091
6     0.057844
7     0.078509
8     0.032248
9     0.097277
10    0.080856
11    0.037900
12    0.047696
13    0.080579
dtype: float64"
2824,"0     0.469437
1     0.026482
2     0.323219
3     0.169887
4     0.321510
5     0.265555
6     0.646076
7     0.127453
8     0.409783
9     0.448368
10    0.139339
11    0.420370
12    0.377945
13    0.326165
dtype: float64","0     0.058111
1     0.066394
2     0.083474
3     0.058427
4     0.052103
5     0.050091
6     0.057274
7     0.078509
8     0.032248
9     0.097277
10    0.080856
11    0.037900
12    0.048262
13    0.080579
dtype: float64"
2825,"0     0.469437
1     0.026482
2     0.323219
3     0.169887
4     0.321510
5     0.265555
6     0.646076
7     0.138079
8     0.409783
9     0.448368
10    0.128535
11    0.420370
12    0.377945
13    0.326165
dtype: float64","0     0.058111
1     0.066394
2     0.083474
3     0.058427
4     0.052103
5     0.050091
6     0.057274
7     0.081018
8     0.032248
9     0.097277
10    0.078321
11    0.037900
12    0.048262
13    0.080579
dtype: float64"
2826,"0     0.469437
1     0.026482
2     0.323219
3     0.172270
4     0.321510
5     0.265555
6     0.646076
7     0.138079
8     0.409783
9     0.448368
10    0.126857
11    0.420370
12    0.377945
13    0.326165
dtype: float64","0     0.058111
1     0.066394
2     0.083474
3     0.057177
4     0.052103
5     0.050091
6     0.057274
7     0.081018
8     0.032248
9     0.097277
10    0.079218
11    0.037900
12    0.048262
13    0.080579
dtype: float64"
2827,"0     0.469437
1     0.026482
2     0.323219
3     0.172270
4     0.321510
5     0.265555
6     0.646076
7     0.138079
8     0.409783
9     0.448368
10    0.119495
11    0.420370
12    0.377945
13    0.307384
dtype: float64","0     0.058111
1     0.066394
2     0.083474
3     0.057177
4     0.052103
5     0.050091
6     0.057274
7     0.081018
8     0.032248
9     0.097277
10    0.070342
11    0.037900
12    0.048262
13    0.087933
dtype: float64"
2828,"0     0.469437
1     0.026482
2     0.323219
3     0.168875
4     0.321510
5     0.265555
6     0.646076
7     0.138079
8     0.409783
9     0.448368
10    0.121793
11    0.420370
12    0.377945
13    0.307384
dtype: float64","0     0.058111
1     0.066394
2     0.083474
3     0.057281
4     0.052103
5     0.050091
6     0.057274
7     0.081018
8     0.032248
9     0.097277
10    0.070546
11    0.037900
12    0.048262
13    0.087933
dtype: float64"
2829,"0     0.469437
1     0.026482
2     0.323219
3     0.173058
4     0.321510
5     0.265555
6     0.675190
7     0.138079
8     0.409783
9     0.448368
10    0.121793
11    0.420370
12    0.377945
13    0.307384
dtype: float64","0     0.058111
1     0.066394
2     0.083474
3     0.057539
4     0.052103
5     0.050091
6     0.057005
7     0.081018
8     0.032248
9     0.097277
10    0.070546
11    0.037900
12    0.048262
13    0.087933
dtype: float64"
2830,"0     0.469437
1     0.026482
2     0.117916
3     0.173058
4     0.321510
5     0.265555
6     0.675190
7     0.138079
8     0.409783
9     0.448368
10    0.328444
11    0.420370
12    0.377945
13    0.307384
dtype: float64","0     0.058111
1     0.066394
2     0.071326
3     0.057539
4     0.052103
5     0.050091
6     0.057005
7     0.081018
8     0.032248
9     0.097277
10    0.082872
11    0.037900
12    0.048262
13    0.087933
dtype: float64"
2831,"0     0.469437
1     0.026482
2     0.117916
3     0.173058
4     0.321510
5     0.265555
6     0.675190
7     0.138079
8     0.417518
9     0.448368
10    0.328444
11    0.412913
12    0.377945
13    0.307384
dtype: float64","0     0.058111
1     0.066394
2     0.071326
3     0.057539
4     0.052103
5     0.050091
6     0.057005
7     0.081018
8     0.033164
9     0.097277
10    0.082872
11    0.036800
12    0.048262
13    0.087933
dtype: float64"
2832,"0     0.649910
1     0.026482
2     0.117916
3     0.173058
4     0.321510
5     0.265555
6     0.473808
7     0.138079
8     0.417518
9     0.448368
10    0.328444
11    0.412913
12    0.377945
13    0.307384
dtype: float64","0     0.056745
1     0.066394
2     0.071326
3     0.057539
4     0.052103
5     0.050091
6     0.058546
7     0.081018
8     0.033164
9     0.097277
10    0.082872
11    0.036800
12    0.048262
13    0.087933
dtype: float64"
2833,"0     0.649910
1     0.026482
2     0.117916
3     0.190185
4     0.321510
5     0.265555
6     0.473808
7     0.138079
8     0.417518
9     0.448368
10    0.328444
11    0.412913
12    0.363384
13    0.307384
dtype: float64","0     0.056745
1     0.066394
2     0.071326
3     0.053252
4     0.052103
5     0.050091
6     0.058546
7     0.081018
8     0.033164
9     0.097277
10    0.082872
11    0.036800
12    0.052752
13    0.087933
dtype: float64"
2834,"0     0.715615
1     0.026482
2     0.117916
3     0.190185
4     0.321510
5     0.265555
6     0.473808
7     0.138079
8     0.417518
9     0.394697
10    0.328444
11    0.412913
12    0.363384
13    0.307384
dtype: float64","0     0.054878
1     0.066394
2     0.071326
3     0.053252
4     0.052103
5     0.050091
6     0.058546
7     0.081018
8     0.033164
9     0.097342
10    0.082872
11    0.036800
12    0.052752
13    0.087933
dtype: float64"
2835,"0     0.715615
1     0.026482
2     0.309956
3     0.190185
4     0.321510
5     0.265555
6     0.473808
7     0.138079
8     0.417518
9     0.394697
10    0.328444
11    0.412913
12    0.363384
13    0.113837
dtype: float64","0     0.054878
1     0.066394
2     0.085875
3     0.053252
4     0.052103
5     0.050091
6     0.058546
7     0.081018
8     0.033164
9     0.097342
10    0.082872
11    0.036800
12    0.052752
13    0.073726
dtype: float64"
2836,"0     0.681483
1     0.026482
2     0.309956
3     0.190185
4     0.321510
5     0.265555
6     0.511941
7     0.138079
8     0.417518
9     0.394697
10    0.328444
11    0.412913
12    0.363384
13    0.113837
dtype: float64","0     0.056116
1     0.066394
2     0.085875
3     0.053252
4     0.052103
5     0.050091
6     0.057169
7     0.081018
8     0.033164
9     0.097342
10    0.082872
11    0.036800
12    0.052752
13    0.073726
dtype: float64"
2837,"0     0.681483
1     0.026482
2     0.309956
3     0.511923
4     0.321510
5     0.265555
6     0.190190
7     0.138079
8     0.417518
9     0.394697
10    0.328444
11    0.412913
12    0.363384
13    0.113837
dtype: float64","0     0.056116
1     0.066394
2     0.085875
3     0.057167
4     0.052103
5     0.050091
6     0.053254
7     0.081018
8     0.033164
9     0.097342
10    0.082872
11    0.036800
12    0.052752
13    0.073726
dtype: float64"
2838,"0     0.681483
1     0.026482
2     0.309956
3     0.520463
4     0.321510
5     0.265555
6     0.190190
7     0.138079
8     0.417518
9     0.394697
10    0.328444
11    0.412913
12    0.363384
13    0.115537
dtype: float64","0     0.056116
1     0.066394
2     0.085875
3     0.054475
4     0.052103
5     0.050091
6     0.053254
7     0.081018
8     0.033164
9     0.097342
10    0.082872
11    0.036800
12    0.052752
13    0.075946
dtype: float64"
2839,"0     0.681483
1     0.026482
2     0.309956
3     0.520463
4     0.321510
5     0.265555
6     0.190190
7     0.138079
8     0.417518
9     0.394697
10    0.117276
11    0.412913
12    0.363384
13    0.348800
dtype: float64","0     0.056116
1     0.066394
2     0.085875
3     0.054475
4     0.052103
5     0.050091
6     0.053254
7     0.081018
8     0.033164
9     0.097342
10    0.073066
11    0.036800
12    0.052752
13    0.086856
dtype: float64"
2840,"0     0.681483
1     0.026482
2     0.309956
3     0.110470
4     0.321510
5     0.265555
6     0.190190
7     0.138079
8     0.417518
9     0.394697
10    0.492915
11    0.412913
12    0.363384
13    0.348800
dtype: float64","0     0.056116
1     0.066394
2     0.085875
3     0.071864
4     0.052103
5     0.050091
6     0.053254
7     0.081018
8     0.033164
9     0.097342
10    0.057179
11    0.036800
12    0.052752
13    0.086856
dtype: float64"
2841,"0     0.681483
1     0.026482
2     0.309956
3     0.110470
4     0.321510
5     0.265555
6     0.190190
7     0.138079
8     0.417518
9     0.365893
10    0.518468
11    0.412913
12    0.363384
13    0.348800
dtype: float64","0     0.056116
1     0.066394
2     0.085875
3     0.071864
4     0.052103
5     0.050091
6     0.053254
7     0.081018
8     0.033164
9     0.104709
10    0.051228
11    0.036800
12    0.052752
13    0.086856
dtype: float64"
2842,"0     0.681483
1     0.026482
2     0.309956
3     0.110470
4     0.321510
5     0.265555
6     0.371371
7     0.138079
8     0.417518
9     0.365893
10    0.518468
11    0.412913
12    0.174697
13    0.348800
dtype: float64","0     0.056116
1     0.066394
2     0.085875
3     0.071864
4     0.052103
5     0.050091
6     0.046229
7     0.081018
8     0.033164
9     0.104709
10    0.051228
11    0.036800
12    0.059796
13    0.086856
dtype: float64"
2843,"0     0.681483
1     0.026482
2     0.306267
3     0.113500
4     0.321510
5     0.265555
6     0.371371
7     0.138079
8     0.417518
9     0.365893
10    0.518468
11    0.412913
12    0.174697
13    0.348800
dtype: float64","0     0.056116
1     0.066394
2     0.080812
3     0.077732
4     0.052103
5     0.050091
6     0.046229
7     0.081018
8     0.033164
9     0.104709
10    0.051228
11    0.036800
12    0.059796
13    0.086856
dtype: float64"
2844,"0     0.681483
1     0.026482
2     0.306267
3     0.121017
4     0.321510
5     0.265555
6     0.371371
7     0.138079
8     0.417518
9     0.371340
10    0.518468
11    0.412913
12    0.174697
13    0.348800
dtype: float64","0     0.056116
1     0.066394
2     0.080812
3     0.076472
4     0.052103
5     0.050091
6     0.046229
7     0.081018
8     0.033164
9     0.107315
10    0.051228
11    0.036800
12    0.059796
13    0.086856
dtype: float64"
2845,"0     0.658949
1     0.026482
2     0.306267
3     0.121017
4     0.321510
5     0.265555
6     0.371371
7     0.138079
8     0.417518
9     0.417418
10    0.518468
11    0.412913
12    0.174697
13    0.348800
dtype: float64","0     0.059342
1     0.066394
2     0.080812
3     0.076472
4     0.052103
5     0.050091
6     0.046229
7     0.081018
8     0.033164
9     0.100131
10    0.051228
11    0.036800
12    0.059796
13    0.086856
dtype: float64"
2846,"0     0.591450
1     0.026482
2     0.306267
3     0.121017
4     0.321510
5     0.265555
6     0.371371
7     0.138079
8     0.417518
9     0.417418
10    0.579127
11    0.412913
12    0.174697
13    0.348800
dtype: float64","0     0.060120
1     0.066394
2     0.080812
3     0.076472
4     0.052103
5     0.050091
6     0.046229
7     0.081018
8     0.033164
9     0.100131
10    0.049985
11    0.036800
12    0.059796
13    0.086856
dtype: float64"
2847,"0     0.591450
1     0.026482
2     0.306267
3     0.116116
4     0.321510
5     0.265555
6     0.371371
7     0.138079
8     0.417518
9     0.417418
10    0.579127
11    0.412913
12    0.184867
13    0.348800
dtype: float64","0     0.060120
1     0.066394
2     0.080812
3     0.073438
4     0.052103
5     0.050091
6     0.046229
7     0.081018
8     0.033164
9     0.100131
10    0.049985
11    0.036800
12    0.061942
13    0.086856
dtype: float64"
2848,"0     0.591450
1     0.026482
2     0.329185
3     0.116116
4     0.321510
5     0.265555
6     0.371371
7     0.138079
8     0.417518
9     0.417418
10    0.579127
11    0.412913
12    0.171187
13    0.348800
dtype: float64","0     0.060120
1     0.066394
2     0.082984
3     0.073438
4     0.052103
5     0.050091
6     0.046229
7     0.081018
8     0.033164
9     0.100131
10    0.049985
11    0.036800
12    0.061244
13    0.086856
dtype: float64"
2849,"0     0.591450
1     0.026482
2     0.329185
3     0.116116
4     0.321510
5     0.265555
6     0.371371
7     0.138079
8     0.448668
9     0.417418
10    0.579127
11    0.381482
12    0.171187
13    0.348800
dtype: float64","0     0.060120
1     0.066394
2     0.082984
3     0.073438
4     0.052103
5     0.050091
6     0.046229
7     0.081018
8     0.028336
9     0.100131
10    0.049985
11    0.041832
12    0.061244
13    0.086856
dtype: float64"
2850,"0     0.591450
1     0.026482
2     0.336894
3     0.107526
4     0.321510
5     0.265555
6     0.371371
7     0.138079
8     0.448668
9     0.417418
10    0.579127
11    0.381482
12    0.171187
13    0.348800
dtype: float64","0     0.060120
1     0.066394
2     0.087527
3     0.068978
4     0.052103
5     0.050091
6     0.046229
7     0.081018
8     0.028336
9     0.100131
10    0.049985
11    0.041832
12    0.061244
13    0.086856
dtype: float64"
2851,"0     0.475803
1     0.026482
2     0.336894
3     0.107526
4     0.321510
5     0.265555
6     0.371371
7     0.138079
8     0.448668
9     0.417418
10    0.686272
11    0.381482
12    0.171187
13    0.348800
dtype: float64","0     0.052368
1     0.066394
2     0.087527
3     0.068978
4     0.052103
5     0.050091
6     0.046229
7     0.081018
8     0.028336
9     0.100131
10    0.057599
11    0.041832
12    0.061244
13    0.086856
dtype: float64"
2852,"0     0.580323
1     0.026482
2     0.336894
3     0.107526
4     0.321510
5     0.265555
6     0.371371
7     0.138079
8     0.448668
9     0.319279
10    0.686272
11    0.381482
12    0.171187
13    0.348800
dtype: float64","0     0.079978
1     0.066394
2     0.087527
3     0.068978
4     0.052103
5     0.050091
6     0.046229
7     0.081018
8     0.028336
9     0.076234
10    0.057599
11    0.041832
12    0.061244
13    0.086856
dtype: float64"
2853,"0     0.580323
1     0.026482
2     0.336894
3     0.107526
4     0.321510
5     0.265555
6     0.706082
7     0.138079
8     0.448668
9     0.319279
10    0.339519
11    0.381482
12    0.171187
13    0.348800
dtype: float64","0     0.079978
1     0.066394
2     0.087527
3     0.068978
4     0.052103
5     0.050091
6     0.057340
7     0.081018
8     0.028336
9     0.076234
10    0.046156
11    0.041832
12    0.061244
13    0.086856
dtype: float64"
2854,"0     0.580323
1     0.026482
2     0.107412
3     0.339351
4     0.321510
5     0.265555
6     0.706082
7     0.138079
8     0.448668
9     0.319279
10    0.339519
11    0.381482
12    0.171187
13    0.348800
dtype: float64","0     0.079978
1     0.066394
2     0.068141
3     0.088596
4     0.052103
5     0.050091
6     0.057340
7     0.081018
8     0.028336
9     0.076234
10    0.046156
11    0.041832
12    0.061244
13    0.086856
dtype: float64"
2855,"0     0.580323
1     0.026482
2     0.110924
3     0.341511
4     0.321510
5     0.265555
6     0.706082
7     0.138079
8     0.448668
9     0.319279
10    0.339519
11    0.381482
12    0.171187
13    0.348800
dtype: float64","0     0.079978
1     0.066394
2     0.068984
3     0.088198
4     0.052103
5     0.050091
6     0.057340
7     0.081018
8     0.028336
9     0.076234
10    0.046156
11    0.041832
12    0.061244
13    0.086856
dtype: float64"
2856,"0     0.433328
1     0.026482
2     0.110924
3     0.341511
4     0.321510
5     0.265555
6     0.706082
7     0.138079
8     0.448668
9     0.454758
10    0.339519
11    0.381482
12    0.171187
13    0.348800
dtype: float64","0     0.101671
1     0.066394
2     0.068984
3     0.088198
4     0.052103
5     0.050091
6     0.057340
7     0.081018
8     0.028336
9     0.056056
10    0.046156
11    0.041832
12    0.061244
13    0.086856
dtype: float64"
2857,"0     0.433328
1     0.026482
2     0.110924
3     0.341511
4     0.321510
5     0.265555
6     0.685837
7     0.138079
8     0.448668
9     0.475533
10    0.339519
11    0.381482
12    0.171187
13    0.348800
dtype: float64","0     0.101671
1     0.066394
2     0.068984
3     0.088198
4     0.052103
5     0.050091
6     0.055150
7     0.081018
8     0.028336
9     0.058232
10    0.046156
11    0.041832
12    0.061244
13    0.086856
dtype: float64"
2858,"0     0.433328
1     0.026482
2     0.108873
3     0.341511
4     0.321510
5     0.265555
6     0.685837
7     0.138079
8     0.448668
9     0.475533
10    0.339519
11    0.381482
12    0.173539
13    0.348800
dtype: float64","0     0.101671
1     0.066394
2     0.068611
3     0.088198
4     0.052103
5     0.050091
6     0.055150
7     0.081018
8     0.028336
9     0.058232
10    0.046156
11    0.041832
12    0.061644
13    0.086856
dtype: float64"
2859,"0     0.433328
1     0.031583
2     0.108873
3     0.341511
4     0.321510
5     0.265555
6     0.685837
7     0.138079
8     0.448668
9     0.475533
10    0.339519
11    0.381482
12    0.176652
13    0.348800
dtype: float64","0     0.101671
1     0.068309
2     0.068611
3     0.088198
4     0.052103
5     0.050091
6     0.055150
7     0.081018
8     0.028336
9     0.058232
10    0.046156
11    0.041832
12    0.059276
13    0.086856
dtype: float64"
2860,"0     0.445371
1     0.031583
2     0.108873
3     0.341511
4     0.321510
5     0.265555
6     0.686088
7     0.138079
8     0.448668
9     0.475533
10    0.339519
11    0.381482
12    0.176652
13    0.348800
dtype: float64","0     0.096129
1     0.068309
2     0.068611
3     0.088198
4     0.052103
5     0.050091
6     0.058532
7     0.081018
8     0.028336
9     0.058232
10    0.046156
11    0.041832
12    0.059276
13    0.086856
dtype: float64"
2861,"0     0.445371
1     0.031583
2     0.114454
3     0.335922
4     0.321510
5     0.265555
6     0.686088
7     0.138079
8     0.448668
9     0.475533
10    0.339519
11    0.381482
12    0.176652
13    0.348800
dtype: float64","0     0.096129
1     0.068309
2     0.068514
3     0.088357
4     0.052103
5     0.050091
6     0.058532
7     0.081018
8     0.028336
9     0.058232
10    0.046156
11    0.041832
12    0.059276
13    0.086856
dtype: float64"
2862,"0     0.445371
1     0.031583
2     0.324356
3     0.106726
4     0.321510
5     0.265555
6     0.686088
7     0.138079
8     0.448668
9     0.475533
10    0.339519
11    0.381482
12    0.176652
13    0.348800
dtype: float64","0     0.096129
1     0.068309
2     0.085587
3     0.069682
4     0.052103
5     0.050091
6     0.058532
7     0.081018
8     0.028336
9     0.058232
10    0.046156
11    0.041832
12    0.059276
13    0.086856
dtype: float64"
2863,"0     0.464814
1     0.031583
2     0.324356
3     0.106726
4     0.321510
5     0.265555
6     0.686088
7     0.138079
8     0.448668
9     0.456601
10    0.339519
11    0.381482
12    0.176652
13    0.348800
dtype: float64","0     0.061520
1     0.068309
2     0.085587
3     0.069682
4     0.052103
5     0.050091
6     0.058532
7     0.081018
8     0.028336
9     0.091915
10    0.046156
11    0.041832
12    0.059276
13    0.086856
dtype: float64"
2864,"0     0.464814
1     0.031583
2     0.324356
3     0.102299
4     0.321510
5     0.265555
6     0.686088
7     0.145673
8     0.448668
9     0.456601
10    0.339519
11    0.381482
12    0.176652
13    0.348800
dtype: float64","0     0.061520
1     0.068309
2     0.085587
3     0.069702
4     0.052103
5     0.050091
6     0.058532
7     0.081920
8     0.028336
9     0.091915
10    0.046156
11    0.041832
12    0.059276
13    0.086856
dtype: float64"
2865,"0     0.464814
1     0.132517
2     0.324356
3     0.102299
4     0.321510
5     0.265555
6     0.686088
7     0.032704
8     0.448668
9     0.456601
10    0.339519
11    0.381482
12    0.176652
13    0.348800
dtype: float64","0     0.061520
1     0.076651
2     0.085587
3     0.069702
4     0.052103
5     0.050091
6     0.058532
7     0.072791
8     0.028336
9     0.091915
10    0.046156
11    0.041832
12    0.059276
13    0.086856
dtype: float64"
2866,"0     0.464814
1     0.132517
2     0.324356
3     0.102299
4     0.321510
5     0.265555
6     0.617414
7     0.032704
8     0.448668
9     0.513286
10    0.339519
11    0.381482
12    0.176652
13    0.348800
dtype: float64","0     0.061520
1     0.076651
2     0.085587
3     0.069702
4     0.052103
5     0.050091
6     0.058954
7     0.072791
8     0.028336
9     0.094261
10    0.046156
11    0.041832
12    0.059276
13    0.086856
dtype: float64"
2867,"0     0.464814
1     0.132517
2     0.324356
3     0.102299
4     0.321510
5     0.265555
6     0.617414
7     0.039443
8     0.448668
9     0.513286
10    0.339519
11    0.381482
12    0.173370
13    0.348800
dtype: float64","0     0.061520
1     0.076651
2     0.085587
3     0.069702
4     0.052103
5     0.050091
6     0.058954
7     0.071247
8     0.028336
9     0.094261
10    0.046156
11    0.041832
12    0.060511
13    0.086856
dtype: float64"
2868,"0     0.464814
1     0.132517
2     0.333390
3     0.095334
4     0.321510
5     0.265555
6     0.617414
7     0.039443
8     0.448668
9     0.513286
10    0.339519
11    0.381482
12    0.173370
13    0.348800
dtype: float64","0     0.061520
1     0.076651
2     0.084628
3     0.070775
4     0.052103
5     0.050091
6     0.058954
7     0.071247
8     0.028336
9     0.094261
10    0.046156
11    0.041832
12    0.060511
13    0.086856
dtype: float64"
2869,"0     0.464814
1     0.038686
2     0.333390
3     0.095334
4     0.321510
5     0.265555
6     0.617414
7     0.135987
8     0.448668
9     0.513286
10    0.339519
11    0.381482
12    0.173370
13    0.348800
dtype: float64","0     0.061520
1     0.069539
2     0.084628
3     0.070775
4     0.052103
5     0.050091
6     0.058954
7     0.078397
8     0.028336
9     0.094261
10    0.046156
11    0.041832
12    0.060511
13    0.086856
dtype: float64"
2870,"0     0.464814
1     0.038686
2     0.333390
3     0.095334
4     0.321510
5     0.265555
6     0.621370
7     0.135987
8     0.448668
9     0.513286
10    0.339519
11    0.381482
12    0.173370
13    0.389007
dtype: float64","0     0.061520
1     0.069539
2     0.084628
3     0.070775
4     0.052103
5     0.050091
6     0.059961
7     0.078397
8     0.028336
9     0.094261
10    0.046156
11    0.041832
12    0.060511
13    0.081482
dtype: float64"
