"GEO_ID","NAME","P1_001N","P1_002N","P1_003N","P1_004N","P1_005N","P1_006N","P1_007N","P1_008N","P1_009N","P1_010N","P1_011N","P1_012N","P1_013N","P1_014N","P1_015N","P1_016N","P1_017N","P1_018N","P1_019N","P1_020N","P1_021N","P1_022N","P1_023N","P1_024N","P1_025N","P1_026N","P1_027N","P1_028N","P1_029N","P1_030N","P1_031N","P1_032N","P1_033N","P1_034N","P1_035N","P1_036N","P1_037N","P1_038N","P1_039N","P1_040N","P1_041N","P1_042N","P1_043N","P1_044N","P1_045N","P1_046N","P1_047N","P1_048N","P1_049N","P1_050N","P1_051N","P1_052N","P1_053N","P1_054N","P1_055N","P1_056N","P1_057N","P1_058N","P1_059N","P1_060N","P1_061N","P1_062N","P1_063N","P1_064N","P1_065N","P1_066N","P1_067N","P1_068N","P1_069N","P1_070N","P1_071N",
"7000000US1312100009C","09C, Fulton County, Georgia","3643","3531","105","3390","7","10","0","19","112","95","29","3","3","0","7","24","6","0","23","0","0","0","0","0","0","17","10","0","0","1","3","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"7000000US1312100009D","09D, Fulton County, Georgia","2297","2224","87","2070","12","3","0","52","73","65","37","0","0","0","4","15","5","1","3","0","0","0","0","0","0","8","4","1","0","1","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"7000000US1312100009E","09E, Fulton County, Georgia","3693","3523","537","2828","8","78","1","71","170","158","47","10","13","4","29","36","3","0","8","0","0","4","1","1","2","11","4","0","0","1","0","0","1","1","2","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0",
"7000000US1312100009F","09F, Fulton County, Georgia","5154","4786","3558","875","14","233","6","100","368","334","42","51","43","0","158","13","11","1","12","0","0","1","2","0","0","33","5","8","2","7","2","0","5","0","0","0","2","0","0","0","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0",
"7000000US1312100009G","09G, Fulton County, Georgia","5124","4742","3062","1238","12","320","0","110","382","340","72","28","69","0","134","4","13","0","12","1","0","3","1","3","0","38","6","2","1","6","0","1","11","1","4","2","0","0","2","2","0","0","0","0","0","0","3","1","0","1","0","1","0","0","0","0","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0",
"7000000US1312100009H","09H, Fulton County, Georgia","1713","1550","750","567","16","136","0","81","163","151","26","9","16","0","79","3","2","1","14","0","0","0","0","1","0","12","0","2","0","4","1","0","4","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"7000000US1312100009I","09I, Fulton County, Georgia","1408","1338","128","1183","1","4","0","22","70","66","25","2","6","0","9","16","1","0","3","0","0","3","0","1","0","4","1","0","0","0","0","0","1","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"7000000US1312100009K","09K, Fulton County, Georgia","7138","6872","357","6183","29","47","14","242","266","232","92","9","6","0","27","52","17","2","18","0","0","8","0","0","1","21","12","0","0","1","1","0","3","0","1","0","1","0","0","2","0","0","0","0","0","0","13","3","8","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"7000000US1312100009M","09M, Fulton County, Georgia","3391","3102","1645","1216","14","102","2","123","289","270","61","30","40","0","103","11","2","0","22","0","0","0","0","1","0","16","7","0","1","6","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","3","1","0","1","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0",
"7000000US1312100010A","10A, Fulton County, Georgia","3601","3491","50","3247","8","5","0","181","110","94","27","0","0","0","22","17","2","0","25","0","0","1","0","0","0","14","6","1","0","6","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"7000000US1312100010B","10B, Fulton County, Georgia","4145","4035","90","3872","9","19","0","45","110","85","33","4","0","0","5","24","9","0","10","0","0","0","0","0","0","24","18","0","0","0","4","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0",
"7000000US1312100010C","10C, Fulton County, Georgia","3313","3260","14","3210","12","4","0","20","53","49","32","0","0","0","3","7","0","0","7","0","0","0","0","0","0","2","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"7000000US1312100010D","10D, Fulton County, Georgia","6067","5863","80","5506","32","5","6","234","204","190","78","5","0","0","23","23","4","1","53","0","0","1","1","1","0","12","3","3","0","4","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","2","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"7000000US1312100010E","10E, Fulton County, Georgia","1160","1106","30","1021","10","2","0","43","54","42","13","2","0","0","1","13","1","0","11","0","0","0","0","1","0","11","7","1","0","1","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0",
"7000000US1312100010F","10F, Fulton County, Georgia","1223","1192","22","1151","2","2","1","14","31","25","9","0","1","0","2","3","4","0","5","0","0","1","0","0","0","6","5","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"7000000US1312100010G","10G, Fulton County, Georgia","1449","1417","20","1373","0","2","0","22","32","28","12","0","0","0","5","9","1","1","0","0","0","0","0","0","0","4","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"7000000US1312100010I","10I, Fulton County, Georgia","365","355","10","345","0","0","0","0","10","10","0","0","0","0","0","4","1","0","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"7000000US1312100010J","10J, Fulton County, Georgia","1329","1287","38","1238","0","4","0","7","42","35","12","0","6","0","4","5","3","1","3","0","0","0","1","0","0","6","6","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"7000000US1312100010K","10K, Fulton County, Georgia","1604","1562","106","1439","2","4","0","11","42","41","13","0","2","0","6","6","1","1","12","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"7000000US1312100010M","10M, Fulton County, Georgia","2655","2527","406","2073","0","18","0","30","128","111","43","8","4","1","11","25","8","1","7","0","0","3","0","0","0","15","4","1","0","9","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0",
"7000000US1312100010P","10P, Fulton County, Georgia","1757","1701","32","1623","0","3","0","43","56","37","21","0","1","0","7","0","0","0","8","0","0","0","0","0","0","16","5","0","0","3","0","0","0","2","2","0","3","0","1","0","0","0","0","0","0","0","2","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0",
"7000000US1312100010R","10R, Fulton County, Georgia","1440","1399","12","1285","2","1","0","99","41","37","6","0","0","0","11","4","2","1","13","0","0","0","0","0","0","4","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"7000000US1312100011B","11B, Fulton County, Georgia","7190","6994","75","6783","14","7","2","113","196","169","54","2","7","0","11","36","17","0","41","0","0","1","0","0","0","20","15","0","0","0","0","0","3","0","0","0","0","0","2","0","0","0","0","0","0","0","7","6","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"7000000US1312100011C","11C, Fulton County, Georgia","3758","3676","48","3578","8","8","0","34","82","73","21","0","0","1","7","17","3","0","24","0","0","0","0","0","0","7","3","0","0","2","0","0","0","0","0","0","0","0","1","0","1","0","0","0","0","0","2","0","0","1","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0",
"7000000US1312100011G","11G, Fulton County, Georgia","2813","2744","65","2639","7","6","0","27","69","60","26","0","0","0","11","15","0","0","8","0","0","0","0","0","0","9","7","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"7000000US1312100011H","11H, Fulton County, Georgia","687","661","27","627","1","4","0","2","26","18","6","0","0","0","4","2","0","1","5","0","0","0","0","0","0","8","5","0","0","1","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"7000000US1312100011J","11J, Fulton County, Georgia","2408","2340","27","2271","4","8","1","29","68","63","24","4","2","0","3","13","7","0","9","0","0","1","0","0","0","5","4","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"7000000US1312100011K","11K, Fulton County, Georgia","2049","1965","119","1804","10","8","0","24","84","80","28","10","0","0","4","21","3","0","14","0","0","0","0","0","0","4","3","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"7000000US1312100011M","11M, Fulton County, Georgia","4667","4506","127","4261","12","15","0","91","161","143","34","4","0","0","14","27","3","2","53","2","0","2","2","0","0","16","0","5","0","9","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","2","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"7000000US1312100011N","11N, Fulton County, Georgia","2706","2632","38","2547","18","7","0","22","74","67","35","1","1","0","6","14","4","0","5","0","1","0","0","0","0","6","4","0","0","0","0","0","1","0","0","0","0","0","1","0","0","0","0","0","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"7000000US1312100011P","11P, Fulton County, Georgia","2415","2357","38","2287","6","9","0","17","58","51","31","0","2","2","5","1","2","0","7","0","0","1","0","0","0","6","1","0","0","2","0","0","2","0","1","0","0","0","0","0","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"7000000US1312100011R","11R, Fulton County, Georgia","3372","3290","36","3230","4","4","1","15","82","68","23","1","0","3","2","18","2","4","15","0","0","0","0","0","0","13","8","1","0","0","1","0","0","0","0","0","0","0","2","0","1","0","0","0","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"7000000US1312100012A","12A, Fulton County, Georgia","5731","5430","1175","4097","17","58","0","83","301","278","96","23","18","0","47","35","19","1","33","2","0","0","0","3","1","22","11","1","1","4","0","0","2","0","2","0","1","0","0","0","0","0","0","0","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"7000000US1312100012D","12D, Fulton County, Georgia","1681","1634","82","1505","4","16","0","27","47","40","12","2","2","0","14","4","3","0","3","0","0","0","0","0","0","7","4","0","0","1","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"7000000US1312100012F","12F, Fulton County, Georgia","1224","1145","117","979","5","8","1","35","79","74","23","6","0","0","15","10","8","1","11","0","0","0","0","0","0","5","1","0","0","1","0","0","1","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"7000000US1312100012G","12G, Fulton County, Georgia","1027","972","52","877","5","22","0","16","55","52","18","4","0","0","15","9","3","0","3","0","0","0","0","0","0","2","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"7000000US1312100012I","12I, Fulton County, Georgia","1204","1173","18","1146","2","0","0","7","31","29","20","0","0","0","4","1","1","0","3","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"7000000US1312100012J","12J, Fulton County, Georgia","4435","4332","110","4053","31","9","0","129","103","87","38","5","0","0","8","15","0","3","13","0","0","0","0","5","0","13","1","2","0","3","0","0","0","0","4","0","0","0","0","0","3","0","0","0","0","0","3","1","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"7000000US1312100012K","12K, Fulton County, Georgia","3745","3574","519","2937","9","49","0","60","171","149","55","13","8","2","41","12","3","1","11","0","0","2","1","0","0","17","9","2","0","3","0","0","0","0","1","0","2","0","0","0","0","0","0","0","0","0","5","2","0","2","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0",
"7000000US1312100012L","12L, Fulton County, Georgia","806","787","31","731","6","0","0","19","19","15","4","3","0","0","2","0","1","0","5","0","0","0","0","0","0","2","1","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","1","1","0","0","0","0","0","0","0",
"7000000US1312100012M","12M, Fulton County, Georgia","3593","3468","72","3287","9","5","0","95","125","104","28","5","2","0","5","24","1","9","30","0","0","0","0","0","0","18","0","9","0","7","0","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","3","0","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"7000000US1312100012N","12N, Fulton County, Georgia","1090","1047","75","955","6","0","0","11","43","38","16","0","2","0","6","7","1","0","5","0","0","1","0","0","0","5","0","1","0","0","0","0","3","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"7000000US1312100012S","12S, Fulton County, Georgia","2575","2490","91","2333","9","9","0","48","85","76","24","11","2","1","14","12","0","2","9","0","0","1","0","0","0","7","2","1","0","0","1","0","0","2","1","0","0","0","0","0","0","0","0","0","0","0","2","1","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0",
"7000000US131210002F1","02F1, Fulton County, Georgia","3765","3456","2830","356","7","202","0","61","309","289","36","37","59","2","139","5","3","2","5","0","0","0","0","1","0","15","5","1","0","2","0","0","6","0","1","0","0","0","0","0","0","0","0","0","0","0","4","0","0","3","0","0","0","0","0","0","0","0","0","0","1","0","1","1","0","0","0","0","0","0","0",
"7000000US131210002F2","02F2, Fulton County, Georgia","1104","1036","521","411","3","80","0","21","68","64","17","2","16","0","27","1","0","0","1","0","0","0","0","0","0","4","0","1","0","0","0","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"7000000US131210002L1","02L1, Fulton County, Georgia","9442","8641","5764","1413","18","1259","5","182","801","757","85","74","129","6","394","16","6","6","30","3","0","1","3","3","1","34","6","5","0","4","3","0","7","1","5","0","0","0","1","0","2","0","0","0","0","0","10","3","0","6","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"7000000US131210002L2","02L2, Fulton County, Georgia","3493","3195","2117","346","2","636","0","94","298","287","33","6","67","0","165","0","10","0","3","0","0","3","0","0","0","7","0","2","0","1","1","0","0","0","1","0","2","0","0","0","0","0","0","0","0","0","4","0","0","3","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"7000000US131210003P2","03P2, Fulton County, Georgia","11","7","2","4","0","0","0","1","4","4","0","0","0","0","0","2","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"7000000US131210004X1","04X1, Fulton County, Georgia","2273","2187","244","1914","6","9","0","14","86","62","15","2","6","0","14","12","0","1","9","0","0","3","0","0","0","23","7","2","0","7","0","0","4","1","2","0","0","0","0","0","0","0","0","0","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"7000000US131210004X2","04X2, Fulton County, Georgia","894","875","87","771","0","14","0","3","19","13","5","1","0","0","1","4","1","0","0","0","0","0","0","1","0","4","2","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"7000000US131210005A1","05A1, Fulton County, Georgia","3321","2899","2235","507","8","89","1","59","422","402","51","24","52","1","147","4","4","0","117","0","0","0","0","2","0","19","3","1","2","3","2","0","6","0","0","0","0","0","2","0","0","0","0","0","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"7000000US131210005A2","05A2, Fulton County, Georgia","3736","3372","2163","945","2","191","4","67","364","342","66","35","32","0","170","5","8","1","25","0","0","0","0","0","0","19","8","1","0","3","0","0","6","0","0","0","1","0","0","0","0","0","0","0","0","0","3","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"7000000US131210006L1","06L1, Fulton County, Georgia","1135","1058","888","123","2","41","0","4","77","73","7","2","15","0","45","0","3","0","0","0","0","0","0","1","0","4","0","1","0","0","1","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"7000000US131210006L2","06L2, Fulton County, Georgia","824","767","693","37","1","23","1","12","57","51","5","7","13","0","21","1","2","0","0","0","0","1","0","1","0","4","0","0","0","1","1","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","2","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"7000000US131210008F1","08F1, Fulton County, Georgia","2893","2752","2591","55","5","69","0","32","141","131","11","15","29","2","66","0","3","0","5","0","0","0","0","0","0","9","7","0","0","0","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"7000000US131210008F2","08F2, Fulton County, Georgia","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"7000000US131210008N1","08N1, Fulton County, Georgia","922","845","783","16","1","36","0","9","77","68","5","2","10","0","36","5","7","1","1","0","0","0","0","1","0","9","3","1","0","2","0","0","0","1","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"7000000US131210008N2","08N2, Fulton County, Georgia","2143","2026","1441","427","3","131","0","24","117","113","18","3","18","1","70","0","2","0","0","0","0","0","0","1","0","4","0","1","0","2","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"7000000US131210010H1","10H1, Fulton County, Georgia","528","519","11","503","0","1","0","4","9","6","3","0","0","0","1","0","1","0","0","0","0","0","0","0","1","3","2","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"7000000US131210010H2","10H2, Fulton County, Georgia","2921","2831","51","2613","15","4","5","143","90","77","17","0","2","0","24","16","2","1","14","1","0","0","0","0","0","13","5","3","0","0","0","0","2","0","2","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"7000000US131210011E1","11E1, Fulton County, Georgia","1783","1692","20","1646","2","9","0","15","91","73","29","2","4","0","4","13","2","0","19","0","0","0","0","0","0","18","10","4","0","0","0","0","0","0","2","0","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"7000000US131210011E2","11E2, Fulton County, Georgia","1267","1217","20","1176","2","10","0","9","50","48","19","0","0","0","6","14","4","2","3","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"7000000US131210011E3","11E3, Fulton County, Georgia","4607","4483","85","4287","7","42","2","60","124","117","37","2","1","3","13","14","4","10","32","0","0","0","0","1","0","6","1","2","0","1","0","0","0","0","1","0","1","0","0","0","0","0","0","0","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"7000000US131210012E1","12E1, Fulton County, Georgia","2347","2248","144","1865","13","24","2","200","99","89","26","4","3","0","33","18","4","0","1","0","0","0","0","0","0","10","3","2","0","3","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"7000000US131210012E2","12E2, Fulton County, Georgia","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"7000000US131210012H1","12H1, Fulton County, Georgia","1533","1459","69","1280","8","14","0","88","74","64","5","5","6","0","28","9","1","0","7","0","0","3","0","0","0","9","5","1","0","0","2","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"7000000US131210012H2","12H2, Fulton County, Georgia","3499","3414","94","3197","5","4","0","114","85","71","26","0","0","0","24","18","0","0","3","0","0","0","0","0","0","9","4","2","0","2","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","5","3","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"7000000US13121003P1A","03P1A, Fulton County, Georgia","7395","6848","3174","1653","26","1838","3","154","547","501","77","38","104","1","222","18","19","0","17","1","0","0","2","1","1","45","10","5","0","5","2","0","10","1","3","0","6","0","1","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0",
"7000000US13121003P1B","03P1B, Fulton County, Georgia","9","9","0","8","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"7000000US1312100AP03","AP03, Fulton County, Georgia","1510","1257","400","490","30","24","1","312","253","247","35","10","3","0","165","2","0","0","27","0","0","4","0","1","0","6","2","1","0","2","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"7000000US1312100AP05","AP05, Fulton County, Georgia","6021","5538","3704","572","9","1177","2","74","483","459","62","10","76","4","285","3","3","0","11","0","0","1","2","2","0","21","4","1","0","3","1","0","5","1","5","0","0","0","0","0","1","0","0","0","0","0","3","0","0","0","0","1","0","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0",
"7000000US1312100AP06","AP06, Fulton County, Georgia","2488","2291","1953","89","2","219","1","27","197","193","27","14","28","0","115","1","1","0","7","0","0","0","0","0","0","4","1","0","0","0","0","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"7000000US1312100AP10","AP10, Fulton County, Georgia","1222","1130","1013","46","3","59","0","9","92","82","6","11","11","2","49","3","0","0","0","0","0","0","0","0","0","8","2","1","0","1","0","0","0","0","4","0","0","0","0","0","0","0","0","0","0","0","2","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"7000000US1312100AP14","AP14, Fulton County, Georgia","4390","4012","2738","280","10","878","0","106","378","365","64","37","54","1","179","3","7","1","14","0","0","4","0","1","0","11","0","2","0","3","2","0","1","0","3","0","0","0","0","0","0","0","0","0","0","0","2","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"7000000US1312100CH01","CH01, Fulton County, Georgia","455","432","133","287","1","1","0","10","23","17","2","0","0","0","12","0","0","0","3","0","0","0","0","0","0","6","0","0","0","6","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"7000000US1312100CH02","CH02, Fulton County, Georgia","495","466","310","140","3","1","0","12","29","27","8","1","0","0","14","1","0","0","1","1","0","0","0","1","0","1","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"7000000US1312100CH03","CH03, Fulton County, Georgia","463","427","342","78","1","2","0","4","36","34","1","17","0","0","15","1","0","0","0","0","0","0","0","0","0","2","1","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"7000000US1312100CH05","CH05, Fulton County, Georgia","528","494","416","65","1","1","0","11","34","32","8","4","0","0","16","1","0","0","1","2","0","0","0","0","0","2","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"7000000US1312100CP02","CP02, Fulton County, Georgia","1565","1450","303","1083","5","16","0","43","115","99","27","5","5","0","41","10","2","0","9","0","0","0","0","0","0","15","5","0","0","5","1","0","0","0","1","0","0","0","3","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
