"GEO_ID","NAME","P1_001N","P1_002N","P1_003N","P1_004N","P1_005N","P1_006N","P1_007N","P1_008N","P1_009N","P1_010N","P1_011N","P1_012N","P1_013N","P1_014N","P1_015N","P1_016N","P1_017N","P1_018N","P1_019N","P1_020N","P1_021N","P1_022N","P1_023N","P1_024N","P1_025N","P1_026N","P1_027N","P1_028N","P1_029N","P1_030N","P1_031N","P1_032N","P1_033N","P1_034N","P1_035N","P1_036N","P1_037N","P1_038N","P1_039N","P1_040N","P1_041N","P1_042N","P1_043N","P1_044N","P1_045N","P1_046N","P1_047N","P1_048N","P1_049N","P1_050N","P1_051N","P1_052N","P1_053N","P1_054N","P1_055N","P1_056N","P1_057N","P1_058N","P1_059N","P1_060N","P1_061N","P1_062N","P1_063N","P1_064N","P1_065N","P1_066N","P1_067N","P1_068N","P1_069N","P1_070N","P1_071N",
"Geography","Geographic Area Name"," !!Total:"," !!Total:!!Population of one race:"," !!Total:!!Population of one race:!!White alone"," !!Total:!!Population of one race:!!Black or African American alone"," !!Total:!!Population of one race:!!American Indian and Alaska Native alone"," !!Total:!!Population of one race:!!Asian alone"," !!Total:!!Population of one race:!!Native Hawaiian and Other Pacific Islander alone"," !!Total:!!Population of one race:!!Some Other Race alone"," !!Total:!!Population of two or more races:"," !!Total:!!Population of two or more races:!!Population of two races:"," !!Total:!!Population of two or more races:!!Population of two races:!!White; Black or African American"," !!Total:!!Population of two or more races:!!Population of two races:!!White; American Indian and Alaska Native"," !!Total:!!Population of two or more races:!!Population of two races:!!White; Asian"," !!Total:!!Population of two or more races:!!Population of two races:!!White; Native Hawaiian and Other Pacific Islander"," !!Total:!!Population of two or more races:!!Population of two races:!!White; Some Other Race"," !!Total:!!Population of two or more races:!!Population of two races:!!Black or African American; American Indian and Alaska Native"," !!Total:!!Population of two or more races:!!Population of two races:!!Black or African American; Asian"," !!Total:!!Population of two or more races:!!Population of two races:!!Black or African American; Native Hawaiian and Other Pacific Islander"," !!Total:!!Population of two or more races:!!Population of two races:!!Black or African American; Some Other Race"," !!Total:!!Population of two or more races:!!Population of two races:!!American Indian and Alaska Native; Asian"," !!Total:!!Population of two or more races:!!Population of two races:!!American Indian and Alaska Native; Native Hawaiian and Other Pacific Islander"," !!Total:!!Population of two or more races:!!Population of two races:!!American Indian and Alaska Native; Some Other Race"," !!Total:!!Population of two or more races:!!Population of two races:!!Asian; Native Hawaiian and Other Pacific Islander"," !!Total:!!Population of two or more races:!!Population of two races:!!Asian; Some Other Race"," !!Total:!!Population of two or more races:!!Population of two races:!!Native Hawaiian and Other Pacific Islander; Some Other Race"," !!Total:!!Population of two or more races:!!Population of three races:"," !!Total:!!Population of two or more races:!!Population of three races:!!White; Black or African American; American Indian and Alaska Native"," !!Total:!!Population of two or more races:!!Population of three races:!!White; Black or African American; Asian"," !!Total:!!Population of two or more races:!!Population of three races:!!White; Black or African American; Native Hawaiian and Other Pacific Islander"," !!Total:!!Population of two or more races:!!Population of three races:!!White; Black or African American; Some Other Race"," !!Total:!!Population of two or more races:!!Population of three races:!!White; American Indian and Alaska Native; Asian"," !!Total:!!Population of two or more races:!!Population of three races:!!White; American Indian and Alaska Native; Native Hawaiian and Other Pacific Islander"," !!Total:!!Population of two or more races:!!Population of three races:!!White; American Indian and Alaska Native; Some Other Race"," !!Total:!!Population of two or more races:!!Population of three races:!!White; Asian; Native Hawaiian and Other Pacific Islander"," !!Total:!!Population of two or more races:!!Population of three races:!!White; Asian; Some Other Race"," !!Total:!!Population of two or more races:!!Population of three races:!!White; Native Hawaiian and Other Pacific Islander; Some Other Race"," !!Total:!!Population of two or more races:!!Population of three races:!!Black or African American; American Indian and Alaska Native; Asian"," !!Total:!!Population of two or more races:!!Population of three races:!!Black or African American; American Indian and Alaska Native; Native Hawaiian and Other Pacific Islander"," !!Total:!!Population of two or more races:!!Population of three races:!!Black or African American; American Indian and Alaska Native; Some Other Race"," !!Total:!!Population of two or more races:!!Population of three races:!!Black or African American; Asian; Native Hawaiian and Other Pacific Islander"," !!Total:!!Population of two or more races:!!Population of three races:!!Black or African American; Asian; Some Other Race"," !!Total:!!Population of two or more races:!!Population of three races:!!Black or African American; Native Hawaiian and Other Pacific Islander; Some Other Race"," !!Total:!!Population of two or more races:!!Population of three races:!!American Indian and Alaska Native; Asian; Native Hawaiian and Other Pacific Islander"," !!Total:!!Population of two or more races:!!Population of three races:!!American Indian and Alaska Native; Asian; Some Other Race"," !!Total:!!Population of two or more races:!!Population of three races:!!American Indian and Alaska Native; Native Hawaiian and Other Pacific Islander; Some Other Race"," !!Total:!!Population of two or more races:!!Population of three races:!!Asian; Native Hawaiian and Other Pacific Islander; Some Other Race"," !!Total:!!Population of two or more races:!!Population of four races:"," !!Total:!!Population of two or more races:!!Population of four races:!!White; Black or African American; American Indian and Alaska Native; Asian"," !!Total:!!Population of two or more races:!!Population of four races:!!White; Black or African American; American Indian and Alaska Native; Native Hawaiian and Other Pacific Islander"," !!Total:!!Population of two or more races:!!Population of four races:!!White; Black or African American; American Indian and Alaska Native; Some Other Race"," !!Total:!!Population of two or more races:!!Population of four races:!!White; Black or African American; Asian; Native Hawaiian and Other Pacific Islander"," !!Total:!!Population of two or more races:!!Population of four races:!!White; Black or African American; Asian; Some Other Race"," !!Total:!!Population of two or more races:!!Population of four races:!!White; Black or African American; Native Hawaiian and Other Pacific Islander; Some Other Race"," !!Total:!!Population of two or more races:!!Population of four races:!!White; American Indian and Alaska Native; Asian; Native Hawaiian and Other Pacific Islander"," !!Total:!!Population of two or more races:!!Population of four races:!!White; American Indian and Alaska Native; Asian; Some Other Race"," !!Total:!!Population of two or more races:!!Population of four races:!!White; American Indian and Alaska Native; Native Hawaiian and Other Pacific Islander; Some Other Race"," !!Total:!!Population of two or more races:!!Population of four races:!!White; Asian; Native Hawaiian and Other Pacific Islander; Some Other Race"," !!Total:!!Population of two or more races:!!Population of four races:!!Black or African American; American Indian and Alaska Native; Asian; Native Hawaiian and Other Pacific Islander"," !!Total:!!Population of two or more races:!!Population of four races:!!Black or African American; American Indian and Alaska Native; Asian; Some Other Race"," !!Total:!!Population of two or more races:!!Population of four races:!!Black or African American; American Indian and Alaska Native; Native Hawaiian and Other Pacific Islander; Some Other Race"," !!Total:!!Population of two or more races:!!Population of four races:!!Black or African American; Asian; Native Hawaiian and Other Pacific Islander; Some Other Race"," !!Total:!!Population of two or more races:!!Population of four races:!!American Indian and Alaska Native; Asian; Native Hawaiian and Other Pacific Islander; Some Other Race"," !!Total:!!Population of two or more races:!!Population of five races:"," !!Total:!!Population of two or more races:!!Population of five races:!!White; Black or African American; American Indian and Alaska Native; Asian; Native Hawaiian and Other Pacific Islander"," !!Total:!!Population of two or more races:!!Population of five races:!!White; Black or African American; American Indian and Alaska Native; Asian; Some Other Race"," !!Total:!!Population of two or more races:!!Population of five races:!!White; Black or African American; American Indian and Alaska Native; Native Hawaiian and Other Pacific Islander; Some Other Race"," !!Total:!!Population of two or more races:!!Population of five races:!!White; Black or African American; Asian; Native Hawaiian and Other Pacific Islander; Some Other Race"," !!Total:!!Population of two or more races:!!Population of five races:!!White; American Indian and Alaska Native; Asian; Native Hawaiian and Other Pacific Islander; Some Other Race"," !!Total:!!Population of two or more races:!!Population of five races:!!Black or African American; American Indian and Alaska Native; Asian; Native Hawaiian and Other Pacific Islander; Some Other Race"," !!Total:!!Population of two or more races:!!Population of six races:"," !!Total:!!Population of two or more races:!!Population of six races:!!White; Black or African American; American Indian and Alaska Native; Asian; Native Hawaiian and Other Pacific Islander; Some Other Race",
"7000000US13001000002","2, Appling County, Georgia","3563","3436","1291","1848","12","14","0","271","127","119","47","15","4","2","45","3","1","0","0","1","0","0","1","0","0","7","2","0","0","0","1","0","2","0","2","0","0","0","0","0","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"7000000US1300100001B","1B, Appling County, Georgia","1834","1747","1598","109","4","3","0","33","87","80","32","20","4","2","18","3","1","0","0","0","0","0","0","0","0","6","0","2","0","0","0","1","0","0","2","0","0","0","0","0","0","1","0","0","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"7000000US1300100001C","1C, Appling County, Georgia","1538","1498","1261","156","0","5","0","76","40","38","11","11","0","1","15","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","1","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0",
"7000000US1300100003C","3C, Appling County, Georgia","2515","2397","1575","619","16","39","0","148","118","106","33","18","3","0","41","5","0","0","0","1","0","5","0","0","0","8","4","0","0","0","0","0","0","0","3","0","0","0","0","0","0","1","0","0","0","0","4","0","0","0","3","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0",
"7000000US1300100004B","4B, Appling County, Georgia","1321","1256","1157","65","3","5","1","25","65","61","29","7","1","0","23","0","0","0","0","0","0","1","0","0","0","3","1","0","0","0","0","0","0","0","1","0","0","0","0","0","0","1","0","0","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"7000000US1300100004D","4D, Appling County, Georgia","2455","2393","2011","162","16","45","0","159","62","59","17","10","1","0","29","1","1","0","0","0","0","0","0","0","0","2","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"7000000US1300100005A","5A, Appling County, Georgia","2229","2091","1562","234","10","12","0","273","138","136","38","18","11","1","68","0","0","0","0","0","0","0","0","0","0","2","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"7000000US1300100005B","5B, Appling County, Georgia","1843","1796","1535","168","20","2","0","71","47","47","9","13","1","0","23","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"7000000US130010003A1","3A1, Appling County, Georgia","1146","1123","1081","26","10","3","0","3","23","21","1","12","1","0","6","1","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"7000000US13003000001","PEARSON COUNTY, Atkinson County, Georgia","3121","2920","2306","176","21","1","0","416","201","185","16","39","3","0","120","6","0","0","0","0","0","0","0","0","1","11","0","2","0","1","0","0","5","1","1","0","1","0","0","0","0","0","0","0","0","0","2","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","3","3","0","0","0","0","0","0","0",
"7000000US13003000002","AXSON, Atkinson County, Georgia","1322","1251","1106","19","13","3","0","110","71","63","0","10","0","1","49","0","2","0","0","0","0","0","0","1","0","6","0","0","0","1","1","0","0","0","4","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0",
"7000000US13003000003","WILLACOOCHEE, Atkinson County, Georgia","2022","1852","1220","462","15","1","2","152","170","161","7","12","7","0","130","4","0","0","0","0","0","0","0","1","0","8","0","0","0","0","0","0","1","1","3","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0",
"7000000US13003000004","PEARSON CITY, Atkinson County, Georgia","1821","1590","648","556","15","8","2","361","231","226","14","11","0","3","195","1","0","1","0","0","0","0","0","1","0","2","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","3","0","0","0","0","0","0","0",
"7000000US130050DOUGL","DOUGLAS, Bacon County, Georgia","11140","10643","8251","1763","14","40","4","571","497","473","173","96","8","0","177","10","6","0","3","0","0","0","0","0","0","18","0","1","0","2","0","0","8","0","1","0","0","0","1","4","0","1","0","0","0","0","6","2","0","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"7000000US1300700000A","ANNA, Baker County, Georgia","204","186","139","43","0","0","0","4","18","15","0","7","0","0","5","0","2","0","1","0","0","0","0","0","0","2","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"7000000US1300700000E","ELMODEL, Baker County, Georgia","485","454","205","229","0","6","0","14","31","25","4","1","3","0","11","0","0","1","5","0","0","0","0","0","0","4","0","0","0","1","2","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"7000000US1300700000H","HOGGARDS MILL, Baker County, Georgia","423","405","205","200","0","0","0","0","18","11","1","0","1","0","3","2","2","0","2","0","0","0","0","0","0","2","0","0","0","0","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","5","2","0","1","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"7000000US1300700000M","MILFORD, Baker County, Georgia","340","335","233","98","0","4","0","0","5","4","0","0","1","0","1","2","0","0","0","0","0","0","0","0","0","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"7000000US1300700000N","NEWTON, Baker County, Georgia","1424","1378","754","560","1","8","0","55","46","31","7","5","2","0","11","0","3","0","3","0","0","0","0","0","0","9","1","0","0","0","5","0","0","0","0","1","2","0","0","0","0","0","0","0","0","0","4","0","0","1","0","0","0","0","0","0","2","1","0","0","0","0","0","0","0","0","0","0","0","2","2",
"7000000US13009000318","NORTH BALDWIN, Baldwin County, Georgia","4892","4713","3312","1147","5","168","0","81","179","172","31","44","20","1","73","1","2","0","0","0","0","0","0","0","0","6","3","0","2","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"7000000US13009000319","WEST BALDWIN, Baldwin County, Georgia","2631","2570","1425","1105","4","14","4","18","61","57","23","10","2","1","15","6","0","0","0","0","0","0","0","0","0","3","0","0","1","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"7000000US13009000322","COOPERS, Baldwin County, Georgia","2191","2129","1622","492","0","5","1","9","62","59","17","21","2","1","12","1","0","0","5","0","0","0","0","0","0","3","0","0","2","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"7000000US13009001714","SCOTTSBORO, Baldwin County, Georgia","1772","1700","1134","535","5","11","0","15","72","64","18","15","5","0","17","5","0","0","3","0","1","0","0","0","0","6","1","0","0","3","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"7000000US1300900321E","EAST HARDWICK, Baldwin County, Georgia","2056","1984","415","1510","6","13","1","39","72","72","36","16","0","1","16","1","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"7000000US1300900321W","WEST HARDWICK, Baldwin County, Georgia","4369","4248","1186","2992","11","9","0","50","121","117","54","23","2","0","19","10","2","0","6","0","0","1","0","0","0","4","0","0","1","1","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"7000000US1300900CTY1","SOUTH MILLEDGEVILLE, Baldwin County, Georgia","3706","3560","1661","1703","7","76","4","109","146","135","35","29","13","0","48","5","2","0","2","0","0","0","0","1","0","11","4","2","1","3","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"7000000US1300900CTY2","CITY HALL ANNEX, Baldwin County, Georgia","3520","3475","1341","2066","2","18","1","47","45","45","18","7","0","0","13","3","0","0","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"7000000US1300900CTY3","BODDIE, Baldwin County, Georgia","1697","1617","643","917","6","12","2","37","80","59","18","7","15","0","8","8","0","2","0","0","0","1","0","0","0","19","9","1","0","7","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","2","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"7000000US1300900CTY4","COURTHOUSE, Baldwin County, Georgia","3136","3057","2398","460","7","39","4","149","79","75","16","25","4","0","22","1","1","0","5","0","0","0","0","0","1","3","2","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"7000000US1300900CTY5","FIRE DEPT, Baldwin County, Georgia","1643","1603","632","900","3","52","5","11","40","37","20","5","2","0","5","1","0","0","4","0","0","0","0","0","0","3","2","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"7000000US1300900CTY6","NORTH MILLEDGEVILLE, Baldwin County, Georgia","3364","3302","1500","1677","10","83","1","31","62","57","32","8","4","0","8","0","1","0","3","0","0","0","0","1","0","4","2","1","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"7000000US1300900MERI","MERIWEATHER, Baldwin County, Georgia","3664","3475","2377","962","4","82","1","49","189","175","41","30","15","0","83","2","2","0","1","0","0","1","0","0","0","12","4","2","0","4","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","2","0","0","0","0","0","0",
"7000000US1300900MONT","EAST BALDWIN, Baldwin County, Georgia","5158","5006","3009","1938","13","17","4","25","152","147","48","61","4","0","23","3","3","0","4","0","0","0","1","0","0","5","1","0","1","1","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"7000000US13011000001","0110001 - ANDERSON Voting District, Banks County, Georgia","2159","2079","1985","38","7","17","1","31","80","76","10","33","3","0","28","0","0","1","0","0","0","0","1","0","0","2","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"7000000US13011000002","0110002 - BALDWIN Voting District, Banks County, Georgia","1209","1114","997","10","8","26","1","72","95","91","6","14","4","0","66","0","0","0","0","0","0","0","1","0","0","3","2","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"7000000US13011000003","0110003 - BERLIN Voting District, Banks County, Georgia","545","523","483","12","2","20","1","5","22","22","5","13","1","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"7000000US13011000004","0110004 - BUSHVILLE Voting District, Banks County, Georgia","1220","1157","1041","56","5","11","0","44","63","61","12","19","2","0","28","0","0","0","0","0","0","0","0","0","0","2","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"7000000US13011000005","0110005 - COLUMBIA Voting District, Banks County, Georgia","495","462","439","9","1","0","1","12","33","30","3","12","2","0","11","0","2","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"7000000US13011000006","0110006 - DAVIDS Voting District, Banks County, Georgia","2685","2533","2320","97","19","46","0","51","152","146","35","73","8","0","27","0","0","0","2","0","0","0","1","0","0","5","2","0","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"7000000US13011000007","0110007 - GOLDEN HILL Voting District, Banks County, Georgia","1615","1472","1300","10","11","7","1","143","143","136","5","28","1","0","96","0","2","0","2","1","0","0","1","0","0","6","2","1","0","1","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"7000000US13011000008","0110008 - GROVE RIVER Voting District, Banks County, Georgia","779","734","698","5","10","3","0","18","45","44","7","16","2","0","16","0","0","0","1","0","0","2","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"7000000US13011000009","0110009 - HOLLINGSWORTH Voting District, Banks County, Georgia","938","886","845","12","6","6","0","17","52","49","4","8","4","0","32","0","0","0","1","0","0","0","0","0","0","3","1","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"7000000US13011000010","0110010 - HOMER Voting District, Banks County, Georgia","2136","2032","1927","56","9","7","3","30","104","97","23","36","4","0","32","0","0","0","1","0","0","1","0","0","0","4","1","0","0","1","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","0","0","0","0","0","0","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"7000000US13011000011","0110011 - POPLAR SPRINGS Voting District, Banks County, Georgia","2430","2309","2153","61","10","23","3","59","121","121","26","40","7","0","46","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"7000000US13011000012","0110012 - WASHINGTON Voting District, Banks County, Georgia","1016","971","901","20","9","17","1","23","45","44","3","21","1","0","19","0","0","0","0","0","0","0","0","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"7000000US13011000013","0110013 - WILMONTS Voting District, Banks County, Georgia","808","781","749","9","6","7","2","8","27","26","11","5","0","0","10","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"7000000US13013000001","01, Barrow County, Georgia","5196","4742","3701","422","35","186","1","397","454","440","42","80","10","3","283","6","1","1","4","0","0","5","3","0","2","14","2","0","0","3","0","0","5","0","2","0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"7000000US13013000002","02, Barrow County, Georgia","5083","4732","3912","363","15","288","0","154","351","339","45","85","34","3","157","0","3","0","9","0","0","0","2","1","0","12","2","2","0","4","0","0","3","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"7000000US13013000003","03, Barrow County, Georgia","4948","4511","3617","321","18","258","2","295","437","423","85","106","25","0","174","3","1","1","8","3","0","12","2","3","0","12","6","1","0","1","0","0","3","0","0","0","0","0","0","0","0","1","0","0","0","0","1","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0",
"7000000US13013000004","04, Barrow County, Georgia","3777","3491","2813","252","19","166","1","240","286","270","36","53","21","1","144","1","3","4","4","0","0","1","1","0","1","14","3","1","0","4","0","1","0","2","2","0","0","0","0","1","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0",
"7000000US13013000005","05, Barrow County, Georgia","7515","7027","5347","980","30","311","2","357","488","460","74","98","21","2","243","0","6","0","9","2","0","1","2","1","1","28","19","0","0","2","0","0","5","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"7000000US13013000006","06, Barrow County, Georgia","3656","3389","2494","496","13","175","0","211","267","260","64","63","14","1","104","1","2","0","5","1","0","1","1","2","1","6","2","1","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","1","0","0",
"7000000US13013000007","07, Barrow County, Georgia","4524","4232","3177","710","15","116","3","211","292","270","64","70","16","2","108","0","2","0","4","0","0","2","1","0","1","22","13","0","0","1","0","0","2","2","3","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"7000000US13013000008","08, Barrow County, Georgia","4772","4442","3719","291","21","197","0","214","330","317","33","120","13","2","133","8","3","0","5","0","0","0","0","0","0","12","2","3","0","0","0","0","7","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"7000000US13013000009","09, Barrow County, Georgia","5165","4714","3744","501","42","142","3","282","451","425","47","74","27","3","241","13","2","0","10","1","0","7","0","0","0","25","7","1","0","4","0","0","7","3","1","0","0","0","0","2","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"7000000US13013000010","10, Barrow County, Georgia","5978","5422","2970","1752","33","176","3","488","556","528","103","92","29","3","254","2","6","2","26","4","0","6","0","1","0","24","9","3","0","1","0","0","10","0","0","0","0","0","1","0","0","0","0","0","0","0","4","0","0","1","0","0","2","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"7000000US13013000011","11, Barrow County, Georgia","7348","6528","4228","1351","40","268","5","636","820","769","117","94","41","2","437","13","4","4","43","0","0","9","0","2","3","50","19","3","0","7","1","0","10","3","1","0","0","0","2","2","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0",
