plan_id,black_scores,latino_scores
3707,"{1: 0, 2: 0, 3: 0.603061152072751, 4: 0.8358712403956657, 5: 0, 6: 0.9275458207696617, 7: 0, 8: 0, 9: 0, 10: 0.6747239806051796, 11: 0, 12: 1, 13: 0, 14: 0.44807754100564273}","{1: 0, 2: 0, 3: 0.11438381972989534, 4: 0.15007207104943962, 5: 0, 6: 0.11305809030859046, 7: 0, 8: 0, 9: 0, 10: 0.11699929726500136, 11: 0, 12: 0.11868328254401925, 13: 0, 14: 0.16463963845275714}"
3708,"{1: 0, 2: 0, 3: 0.603061152072751, 4: 0, 5: 0.8250207289798721, 6: 0.9275458207696617, 7: 0, 8: 0, 9: 0, 10: 0.6747239806051796, 11: 0, 12: 1, 13: 0, 14: 0.44807754100564273}","{1: 0, 2: 0, 3: 0.11438381972989534, 4: 0, 5: 0.15434883874726477, 6: 0.11305809030859046, 7: 0, 8: 0, 9: 0, 10: 0.11699929726500136, 11: 0, 12: 0.11868328254401925, 13: 0, 14: 0.16463963845275714}"
3709,"{1: 0, 2: 0, 3: 0.6372813162052735, 4: 0, 5: 0.8250207289798721, 6: 0.903684344242099, 7: 0, 8: 0, 9: 0, 10: 0.6747239806051796, 11: 0, 12: 1, 13: 0, 14: 0.44807754100564273}","{1: 0, 2: 0, 3: 0.11708224670739192, 4: 0, 5: 0.15434883874726477, 6: 0.11003774417465687, 7: 0, 8: 0, 9: 0, 10: 0.11699929726500136, 11: 0, 12: 0.11868328254401925, 13: 0, 14: 0.16463963845275714}"
3710,"{1: 0, 2: 0, 3: 0.6372813162052735, 4: 0, 5: 0, 6: 0.903684344242099, 7: 0, 8: 0, 9: 0, 10: 0.6747239806051796, 11: 0.8207357493972539, 12: 1, 13: 0, 14: 0.44807754100564273}","{1: 0, 2: 0, 3: 0.11708224670739192, 4: 0, 5: 0, 6: 0.11003774417465687, 7: 0, 8: 0, 9: 0, 10: 0.11699929726500136, 11: 0.14977994191242947, 12: 0.11868328254401925, 13: 0, 14: 0.16463963845275714}"
3711,"{1: 0, 2: 0, 3: 0.6821707254455678, 4: 0, 5: 0, 6: 0.84489656130771, 7: 0, 8: 0, 9: 0, 10: 0.6747239806051796, 11: 0.8207357493972539, 12: 1, 13: 0, 14: 0.44807754100564273}","{1: 0, 2: 0, 3: 0.11284122130813709, 4: 0, 5: 0, 6: 0.11459445743338101, 7: 0, 8: 0, 9: 0, 10: 0.11699929726500136, 11: 0.14977994191242947, 12: 0.11868328254401925, 13: 0, 14: 0.16463963845275714}"
3712,"{1: 0, 2: 0, 3: 0.6821707254455678, 4: 0, 5: 0, 6: 0.84489656130771, 7: 0, 8: 0, 9: 0, 10: 0.6747239806051796, 11: 0.8207357493972539, 12: 1, 13: 0, 14: 0.44807754100564273}","{1: 0, 2: 0, 3: 0.11284122130813709, 4: 0, 5: 0, 6: 0.11459445743338101, 7: 0, 8: 0, 9: 0, 10: 0.11699929726500136, 11: 0.14977994191242947, 12: 0.11868328254401925, 13: 0, 14: 0.16463963845275714}"
3713,"{1: 0, 2: 0, 3: 0.719842378602009, 4: 0, 5: 0, 6: 0.84489656130771, 7: 0, 8: 0, 9: 0, 10: 0.6747239806051796, 11: 0.8207357493972539, 12: 1, 13: 0, 14: 0.44807754100564273}","{1: 0, 2: 0, 3: 0.10547394204302395, 4: 0, 5: 0, 6: 0.11459445743338101, 7: 0, 8: 0, 9: 0, 10: 0.11699929726500136, 11: 0.14977994191242947, 12: 0.12788526181415413, 13: 0, 14: 0.16463963845275714}"
3714,"{1: 0, 2: 0, 3: 0.8956772990967751, 4: 0, 5: 0, 6: 0.6784972082573228, 7: 0, 8: 0, 9: 0, 10: 0.6747239806051796, 11: 0.8207357493972539, 12: 1, 13: 0, 14: 0.44807754100564273}","{1: 0, 2: 0, 3: 0.1108220304007195, 4: 0, 5: 0, 6: 0.10903300158280228, 7: 0, 8: 0, 9: 0, 10: 0.11699929726500136, 11: 0.14977994191242947, 12: 0.12788526181415413, 13: 0, 14: 0.16463963845275714}"
3715,"{1: 0, 2: 0, 3: 0.8343952470873306, 4: 0, 5: 0, 6: 0.7163150285885438, 7: 0, 8: 0, 9: 0, 10: 0.6747239806051796, 11: 0.8207357493972539, 12: 1, 13: 0, 14: 0.44807754100564273}","{1: 0, 2: 0, 3: 0.11300282295232347, 4: 0, 5: 0, 6: 0.10618740787381219, 7: 0, 8: 0, 9: 0, 10: 0.11699929726500136, 11: 0.14977994191242947, 12: 0.12788526181415413, 13: 0, 14: 0.16463963845275714}"
3716,"{1: 0, 2: 0, 3: 0.8343952470873306, 4: 0, 5: 0, 6: 0.7163150285885438, 7: 0, 8: 0, 9: 0, 10: 0.8259089410238677, 11: 0.6693749075356824, 12: 1, 13: 0, 14: 0.44807754100564273}","{1: 0, 2: 0, 3: 0.11300282295232347, 4: 0, 5: 0, 6: 0.10618740787381219, 7: 0, 8: 0, 9: 0, 10: 0.14990129432641047, 11: 0.11685557350450625, 12: 0.12788526181415413, 13: 0, 14: 0.16463963845275714}"
3717,"{1: 0, 2: 0, 3: 0.8343952470873306, 4: 0, 5: 0, 6: 0.7163150285885438, 7: 0, 8: 0, 9: 0, 10: 0.9361076522822307, 11: 0.6693749075356824, 12: 1, 13: 0, 14: 0}","{1: 0, 2: 0, 3: 0.11300282295232347, 4: 0, 5: 0, 6: 0.10618740787381219, 7: 0, 8: 0, 9: 0, 10: 0.1552514566903457, 11: 0.11685557350450625, 12: 0.12788526181415413, 13: 0, 14: 0}"
3718,"{1: 0, 2: 0, 3: 0.8343952470873306, 4: 0, 5: 0, 6: 0.7163150285885438, 7: 0, 8: 0, 9: 0, 10: 0.9361076522822307, 11: 0.6693749075356824, 12: 1, 13: 0, 14: 0}","{1: 0, 2: 0, 3: 0.11300282295232347, 4: 0, 5: 0, 6: 0.10618740787381219, 7: 0, 8: 0, 9: 0, 10: 0.1552514566903457, 11: 0.11685557350450625, 12: 0.12788526181415413, 13: 0, 14: 0}"
3719,"{1: 0, 2: 0, 3: 0.8343952470873306, 4: 1, 5: 0, 6: 0.7163150285885438, 7: 0, 8: 0, 9: 0, 10: 0, 11: 0.6693749075356824, 12: 1, 13: 0, 14: 0}","{1: 0, 2: 0, 3: 0.11300282295232347, 4: 0.2170151158333224, 5: 0, 6: 0.10618740787381219, 7: 0, 8: 0, 9: 0, 10: 0, 11: 0.11685557350450625, 12: 0.12788526181415413, 13: 0, 14: 0}"
3720,"{1: 0, 2: 0, 3: 0.8343952470873306, 4: 1, 5: 0, 6: 0.7163150285885438, 7: 0, 8: 0, 9: 0, 10: 0, 11: 0.6623927089438104, 12: 1, 13: 0, 14: 0}","{1: 0, 2: 0, 3: 0.11300282295232347, 4: 0.2170151158333224, 5: 0, 6: 0.10618740787381219, 7: 0, 8: 0, 9: 0, 10: 0, 11: 0.11747690079136631, 12: 0.12788526181415413, 13: 0, 14: 0}"
3721,"{1: 0, 2: 0, 3: 0.8343952470873306, 4: 1, 5: 0, 6: 0.7178811943684613, 7: 0, 8: 0, 9: 0, 10: 0, 11: 0.6623927089438104, 12: 1, 13: 0, 14: 0}","{1: 0, 2: 0, 3: 0.11300282295232347, 4: 0.2170151158333224, 5: 0, 6: 0.1143534080392574, 7: 0, 8: 0, 9: 0, 10: 0, 11: 0.11747690079136631, 12: 0.11932083617095783, 13: 0, 14: 0}"
3722,"{1: 0, 2: 0, 3: 0.8343952470873306, 4: 1, 5: 0.38717841324018076, 6: 0.7178811943684613, 7: 0, 8: 0, 9: 0, 10: 0, 11: 0.6623927089438104, 12: 1, 13: 0, 14: 0}","{1: 0, 2: 0, 3: 0.11300282295232347, 4: 0.2170151158333224, 5: 0.1686589108939497, 6: 0.1143534080392574, 7: 0, 8: 0, 9: 0, 10: 0, 11: 0.11747690079136631, 12: 0.11932083617095783, 13: 0, 14: 0}"
3723,"{1: 0, 2: 0, 3: 0.8343952470873306, 4: 1, 5: 0.38717841324018076, 6: 0.7178811943684613, 7: 0, 8: 0, 9: 0, 10: 0, 11: 0.6623927089438104, 12: 1, 13: 0, 14: 0}","{1: 0, 2: 0, 3: 0.11300282295232347, 4: 0.2170151158333224, 5: 0.1686589108939497, 6: 0.1143534080392574, 7: 0, 8: 0, 9: 0, 10: 0, 11: 0.11747690079136631, 12: 0.11932083617095783, 13: 0, 14: 0}"
3724,"{1: 0, 2: 0, 3: 0, 4: 1, 5: 0.874474523311328, 6: 0.7178811943684613, 7: 0, 8: 0, 9: 0, 10: 0, 11: 0.6623927089438104, 12: 1, 13: 0, 14: 0}","{1: 0, 2: 0, 3: 0, 4: 0.2170151158333224, 5: 0.12278447934953422, 6: 0.1143534080392574, 7: 0, 8: 0, 9: 0, 10: 0, 11: 0.11747690079136631, 12: 0.11932083617095783, 13: 0, 14: 0}"
3725,"{1: 0, 2: 0, 3: 0, 4: 1, 5: 0.8608857581563818, 6: 0.7425701622004474, 7: 0, 8: 0, 9: 0, 10: 0, 11: 0.6623927089438104, 12: 1, 13: 0, 14: 0}","{1: 0, 2: 0, 3: 0, 4: 0.2170151158333224, 5: 0.12475775380709085, 6: 0.11286919403687067, 7: 0, 8: 0, 9: 0, 10: 0, 11: 0.11747690079136631, 12: 0.11932083617095783, 13: 0, 14: 0}"
3726,"{1: 0, 2: 0, 3: 0, 4: 1, 5: 0.8608857581563818, 6: 0, 7: 0, 8: 0, 9: 0, 10: 0.7194780018727187, 11: 0.6623927089438104, 12: 1, 13: 0, 14: 0}","{1: 0, 2: 0, 3: 0, 4: 0.2170151158333224, 5: 0.12475775380709085, 6: 0, 7: 0, 8: 0, 9: 0, 10: 0.11830983187569659, 11: 0.11747690079136631, 12: 0.11932083617095783, 13: 0, 14: 0}"
3727,"{1: 0, 2: 0, 3: 0.3620399837547444, 4: 1, 5: 0.8608857581563818, 6: 0, 7: 0, 8: 0, 9: 0, 10: 0.7194780018727187, 11: 0.6623927089438104, 12: 1, 13: 0, 14: 0}","{1: 0, 2: 0, 3: 0.16345250948992163, 4: 0.2170151158333224, 5: 0.12475775380709085, 6: 0, 7: 0, 8: 0, 9: 0, 10: 0.11830983187569659, 11: 0.11747690079136631, 12: 0.11932083617095783, 13: 0, 14: 0}"
3728,"{1: 0, 2: 0, 3: 0.3620399837547444, 4: 1, 5: 0.8608857581563818, 6: 0, 7: 0, 8: 0, 9: 0, 10: 0.7194780018727187, 11: 0.6623927089438104, 12: 1, 13: 0, 14: 0}","{1: 0, 2: 0, 3: 0.16345250948992163, 4: 0.2170151158333224, 5: 0.12475775380709085, 6: 0, 7: 0, 8: 0, 9: 0, 10: 0.11830983187569659, 11: 0.11747690079136631, 12: 0.11800798250557784, 13: 0, 14: 0}"
3729,"{1: 0, 2: 0, 3: 0.3620399837547444, 4: 1, 5: 0.8608857581563818, 6: 0, 7: 0, 8: 0, 9: 0, 10: 0.7194780018727187, 11: 0.6623927089438104, 12: 1, 13: 0, 14: 0}","{1: 0, 2: 0, 3: 0.16345250948992163, 4: 0.2170151158333224, 5: 0.12475775380709085, 6: 0, 7: 0, 8: 0, 9: 0, 10: 0.11830983187569659, 11: 0.11747690079136631, 12: 0.11800798250557784, 13: 0, 14: 0}"
3730,"{1: 0, 2: 0, 3: 0.3620399837547444, 4: 0.9907037230485963, 5: 0.8608857581563818, 6: 0, 7: 0, 8: 0, 9: 0, 10: 0.7194780018727187, 11: 0.6623927089438104, 12: 1, 13: 0, 14: 0}","{1: 0, 2: 0, 3: 0.16345250948992163, 4: 0.19768159650639233, 5: 0.12475775380709085, 6: 0, 7: 0, 8: 0, 9: 0, 10: 0.11830983187569659, 11: 0.11747690079136631, 12: 0.11800798250557784, 13: 0, 14: 0}"
3731,"{1: 0, 2: 0, 3: 0, 4: 0.9907037230485963, 5: 0.8608857581563818, 6: 0, 7: 0, 8: 0, 9: 0, 10: 0.7194780018727187, 11: 0.6623927089438104, 12: 1, 13: 0, 14: 0.35922650963574715}","{1: 0, 2: 0, 3: 0, 4: 0.19768159650639233, 5: 0.12475775380709085, 6: 0, 7: 0, 8: 0, 9: 0, 10: 0.11830983187569659, 11: 0.11747690079136631, 12: 0.11800798250557784, 13: 0, 14: 0.16231740185531032}"
3732,"{1: 0, 2: 0.6592635020327782, 3: 0, 4: 0.9907037230485963, 5: 0.8608857581563818, 6: 0, 7: 0, 8: 0, 9: 0, 10: 0.7194780018727187, 11: 0, 12: 1, 13: 0, 14: 0.35922650963574715}","{1: 0, 2: 0.11735160768882857, 3: 0, 4: 0.19768159650639233, 5: 0.12475775380709085, 6: 0, 7: 0, 8: 0, 9: 0, 10: 0.11830983187569659, 11: 0, 12: 0.11800798250557784, 13: 0, 14: 0.16231740185531032}"
3733,"{1: 0, 2: 0.6592635020327782, 3: 0, 4: 0.9672993567346286, 5: 0.8608857581563818, 6: 0, 7: 0, 8: 0, 9: 0, 10: 0.7194780018727187, 11: 0, 12: 1, 13: 0, 14: 0.36179063435667624}","{1: 0, 2: 0.11735160768882857, 3: 0, 4: 0.19992167112416362, 5: 0.12475775380709085, 6: 0, 7: 0, 8: 0, 9: 0, 10: 0.11830983187569659, 11: 0, 12: 0.11800798250557784, 13: 0, 14: 0.1588728643172091}"
3734,"{1: 0, 2: 0.6592635020327782, 3: 0, 4: 0.9672993567346286, 5: 0.8608857581563818, 6: 0, 7: 0, 8: 0, 9: 0, 10: 0.7194780018727187, 11: 0, 12: 1, 13: 0, 14: 0.36179063435667624}","{1: 0, 2: 0.11735160768882857, 3: 0, 4: 0.19992167112416362, 5: 0.12475775380709085, 6: 0, 7: 0, 8: 0, 9: 0, 10: 0.11830983187569659, 11: 0, 12: 0.12042431166303263, 13: 0, 14: 0.1588728643172091}"
3735,"{1: 0, 2: 0.6592635020327782, 3: 0, 4: 0.9672993567346286, 5: 0.8608857581563818, 6: 0, 7: 0, 8: 0, 9: 0, 10: 0.7194780018727187, 11: 0, 12: 1, 13: 0, 14: 0.36179063435667624}","{1: 0, 2: 0.11735160768882857, 3: 0, 4: 0.19992167112416362, 5: 0.12475775380709085, 6: 0, 7: 0, 8: 0, 9: 0, 10: 0.11830983187569659, 11: 0, 12: 0.12042431166303263, 13: 0, 14: 0.1588728643172091}"
3736,"{1: 0, 2: 0.6592635020327782, 3: 0, 4: 0.9672993567346286, 5: 0.8608857581563818, 6: 0, 7: 0, 8: 0, 9: 0, 10: 0.7194780018727187, 11: 0, 12: 1, 13: 0, 14: 0.36179063435667624}","{1: 0, 2: 0.11735160768882857, 3: 0, 4: 0.19992167112416362, 5: 0.12475775380709085, 6: 0, 7: 0, 8: 0, 9: 0, 10: 0.11830983187569659, 11: 0, 12: 0.12042431166303263, 13: 0, 14: 0.1588728643172091}"
3737,"{1: 0, 2: 0.6592635020327782, 3: 0, 4: 0.9672993567346286, 5: 0.8608857581563818, 6: 0, 7: 0, 8: 0, 9: 0, 10: 0.7194780018727187, 11: 0, 12: 1, 13: 0, 14: 0.36822549313326775}","{1: 0, 2: 0.11735160768882857, 3: 0, 4: 0.19992167112416362, 5: 0.12475775380709085, 6: 0, 7: 0, 8: 0, 9: 0, 10: 0.11830983187569659, 11: 0, 12: 0.12042431166303263, 13: 0, 14: 0.15680210817300966}"
3738,"{1: 0, 2: 0.6592635020327782, 3: 0, 4: 0.9672993567346286, 5: 0.8608857581563818, 6: 0, 7: 0, 8: 0, 9: 0, 10: 0.7194780018727187, 11: 0, 12: 1, 13: 0, 14: 0.36822549313326775}","{1: 0, 2: 0.11735160768882857, 3: 0, 4: 0.19992167112416362, 5: 0.12475775380709085, 6: 0, 7: 0, 8: 0, 9: 0, 10: 0.11830983187569659, 11: 0, 12: 0.12042431166303263, 13: 0, 14: 0.15680210817300966}"
3739,"{1: 0, 2: 0.6592635020327782, 3: 0, 4: 0.7910712747235872, 5: 0.8608857581563818, 6: 0, 7: 0, 8: 0, 9: 0, 10: 0.877945912005966, 11: 0, 12: 1, 13: 0, 14: 0.36822549313326775}","{1: 0, 2: 0.11735160768882857, 3: 0, 4: 0.11135371188036412, 5: 0.12475775380709085, 6: 0, 7: 0, 8: 0, 9: 0, 10: 0.19787146245130302, 11: 0, 12: 0.12042431166303263, 13: 0, 14: 0.15680210817300966}"
3740,"{1: 0, 2: 0.6592635020327782, 3: 0, 4: 0.8718361476699983, 5: 0.779287864145255, 6: 0, 7: 0, 8: 0, 9: 0, 10: 0.877945912005966, 11: 0, 12: 1, 13: 0, 14: 0.36822549313326775}","{1: 0, 2: 0.11735160768882857, 3: 0, 4: 0.10511525912453765, 5: 0.13211710686887163, 6: 0, 7: 0, 8: 0, 9: 0, 10: 0.19787146245130302, 11: 0, 12: 0.12042431166303263, 13: 0, 14: 0.15680210817300966}"
3741,"{1: 0, 2: 0.6592635020327782, 3: 0, 4: 0.8718361476699983, 5: 0.779287864145255, 6: 0, 7: 0, 8: 0, 9: 0, 10: 0, 11: 0.8940837865798201, 12: 1, 13: 0, 14: 0.36822549313326775}","{1: 0, 2: 0.11735160768882857, 3: 0, 4: 0.10511525912453765, 5: 0.13211710686887163, 6: 0, 7: 0, 8: 0, 9: 0, 10: 0, 11: 0.1976939517683347, 12: 0.12042431166303263, 13: 0, 14: 0.15680210817300966}"
3742,"{1: 0, 2: 0.6592635020327782, 3: 0, 4: 0.8718361476699983, 5: 0, 6: 0, 7: 0, 8: 0, 9: 0, 10: 0, 11: 0.8940837865798201, 12: 1, 13: 0.7975716775283571, 14: 0.36822549313326775}","{1: 0, 2: 0.11735160768882857, 3: 0, 4: 0.10511525912453765, 5: 0, 6: 0, 7: 0, 8: 0, 9: 0, 10: 0, 11: 0.1976939517683347, 12: 0.12042431166303263, 13: 0.13423761193424338, 14: 0.15680210817300966}"
3743,"{1: 0, 2: 0.6592635020327782, 3: 0, 4: 0.36776351453173695, 5: 0, 6: 0, 7: 0, 8: 0, 9: 0, 10: 0, 11: 0.8940837865798201, 12: 1, 13: 0.7975716775283571, 14: 0.8727100419188742}","{1: 0, 2: 0.11735160768882857, 3: 0, 4: 0.15663518772017768, 5: 0, 6: 0, 7: 0, 8: 0, 9: 0, 10: 0, 11: 0.1976939517683347, 12: 0.12042431166303263, 13: 0.13423761193424338, 14: 0.10522249384487749}"
3744,"{1: 0, 2: 0.6592635020327782, 3: 0, 4: 0.36776351453173695, 5: 0, 6: 0, 7: 0, 8: 0, 9: 0, 10: 0, 11: 0.8940837865798201, 12: 1, 13: 0.7482767972334539, 14: 0.8727100419188742}","{1: 0, 2: 0.11735160768882857, 3: 0, 4: 0.15663518772017768, 5: 0, 6: 0, 7: 0, 8: 0, 9: 0, 10: 0, 11: 0.1976939517683347, 12: 0.12042431166303263, 13: 0.13452966194141783, 14: 0.10522249384487749}"
3745,"{1: 0, 2: 0.6592635020327782, 3: 0, 4: 0.37080518624296255, 5: 0, 6: 0, 7: 0, 8: 0, 9: 0, 10: 0, 11: 0.8940837865798201, 12: 1, 13: 0.7482767972334539, 14: 0.8727100419188742}","{1: 0, 2: 0.11735160768882857, 3: 0, 4: 0.15956689191544143, 5: 0, 6: 0, 7: 0, 8: 0, 9: 0, 10: 0, 11: 0.1976939517683347, 12: 0.12042431166303263, 13: 0.13452966194141783, 14: 0.10522249384487749}"
3746,"{1: 0, 2: 0.6592635020327782, 3: 0, 4: 0.37080518624296255, 5: 0, 6: 0, 7: 0, 8: 0, 9: 0, 10: 0, 11: 0.8940837865798201, 12: 0.8156450218933531, 13: 0.7482767972334539, 14: 1}","{1: 0, 2: 0.11735160768882857, 3: 0, 4: 0.15956689191544143, 5: 0, 6: 0, 7: 0, 8: 0, 9: 0, 10: 0, 11: 0.1976939517683347, 12: 0.10766219212754109, 13: 0.13452966194141783, 14: 0.11711646926799281}"
3747,"{1: 0, 2: 0.6592635020327782, 3: 0, 4: 0.37080518624296255, 5: 0, 6: 0, 7: 0, 8: 0, 9: 0, 10: 0, 11: 0.8940837865798201, 12: 0.8156450218933531, 13: 0.8271241617575306, 14: 1}","{1: 0, 2: 0.11735160768882857, 3: 0, 4: 0.15956689191544143, 5: 0, 6: 0, 7: 0, 8: 0, 9: 0, 10: 0, 11: 0.1976939517683347, 12: 0.10766219212754109, 13: 0.1322608312749433, 14: 0.11990156800013277}"
3748,"{1: 0, 2: 0.6592635020327782, 3: 0, 4: 0, 5: 0, 6: 0.373583530180242, 7: 0, 8: 0, 9: 0, 10: 0, 11: 0.8940837865798201, 12: 0.8156450218933531, 13: 0.8271241617575306, 14: 1}","{1: 0, 2: 0.11735160768882857, 3: 0, 4: 0, 5: 0, 6: 0.1574792278213665, 7: 0, 8: 0, 9: 0, 10: 0, 11: 0.1976939517683347, 12: 0.10766219212754109, 13: 0.1322608312749433, 14: 0.11990156800013277}"
3749,"{1: 0, 2: 0.6592635020327782, 3: 0, 4: 0, 5: 0, 6: 0.8908202966886666, 7: 0, 8: 0, 9: 0, 10: 0, 11: 0.8940837865798201, 12: 0.8156450218933531, 13: 0.3618513800717629, 14: 1}","{1: 0, 2: 0.11735160768882857, 3: 0, 4: 0, 5: 0, 6: 0.13791187083918824, 7: 0, 8: 0, 9: 0, 10: 0, 11: 0.1976939517683347, 12: 0.10766219212754109, 13: 0.14968208676518668, 14: 0.11990156800013277}"
3750,"{1: 0, 2: 0.6592635020327782, 3: 0, 4: 0, 5: 0, 6: 0.8908202966886666, 7: 0, 8: 0, 9: 0, 10: 0, 11: 0.8940837865798201, 12: 0.8156450218933531, 13: 0.3618513800717629, 14: 1}","{1: 0, 2: 0.11735160768882857, 3: 0, 4: 0, 5: 0, 6: 0.13791187083918824, 7: 0, 8: 0, 9: 0, 10: 0, 11: 0.1976939517683347, 12: 0.10766219212754109, 13: 0.14968208676518668, 14: 0.12106076148322555}"
3751,"{1: 0, 2: 0.8794817953680616, 3: 0, 4: 0, 5: 0, 6: 0.8908202966886666, 7: 0, 8: 0, 9: 0, 10: 0, 11: 0.6766893678431254, 12: 0.8156450218933531, 13: 0.3618513800717629, 14: 1}","{1: 0, 2: 0.1974965409291358, 3: 0, 4: 0, 5: 0, 6: 0.13791187083918824, 7: 0, 8: 0, 9: 0, 10: 0, 11: 0.11882113233797899, 12: 0.10766219212754109, 13: 0.14968208676518668, 14: 0.12106076148322555}"
3752,"{1: 0, 2: 0.8794817953680616, 3: 0, 4: 0, 5: 0, 6: 0.8908202966886666, 7: 0, 8: 0, 9: 0, 10: 0, 11: 0.6766893678431254, 12: 0.8156450218933531, 13: 0, 14: 1}","{1: 0, 2: 0.1974965409291358, 3: 0, 4: 0, 5: 0, 6: 0.13791187083918824, 7: 0, 8: 0, 9: 0, 10: 0, 11: 0.11882113233797899, 12: 0.10766219212754109, 13: 0, 14: 0.12106076148322555}"
3753,"{1: 0, 2: 0.8794817953680616, 3: 0, 4: 0, 5: 0, 6: 0.8908202966886666, 7: 0, 8: 0, 9: 0, 10: 0, 11: 0.7139568832469707, 12: 0.8156450218933531, 13: 0, 14: 1}","{1: 0, 2: 0.1974965409291358, 3: 0, 4: 0, 5: 0, 6: 0.13791187083918824, 7: 0, 8: 0, 9: 0, 10: 0, 11: 0.11808187903558168, 12: 0.10766219212754109, 13: 0, 14: 0.12106076148322555}"
3754,"{1: 0, 2: 0.8794817953680616, 3: 0, 4: 0, 5: 1, 6: 0.8908202966886666, 7: 0, 8: 0, 9: 0, 10: 0, 11: 0.7139568832469707, 12: 0.8156450218933531, 13: 0, 14: 0}","{1: 0, 2: 0.1974965409291358, 3: 0, 4: 0, 5: 0.11324181453164918, 6: 0.13791187083918824, 7: 0, 8: 0, 9: 0, 10: 0, 11: 0.11808187903558168, 12: 0.10766219212754109, 13: 0, 14: 0}"
3755,"{1: 0, 2: 0.8794817953680616, 3: 0, 4: 0, 5: 1, 6: 0.8908202966886666, 7: 0, 8: 0, 9: 0, 10: 0, 11: 0.7139568832469707, 12: 0.8156450218933531, 13: 0, 14: 0}","{1: 0, 2: 0.1974965409291358, 3: 0, 4: 0, 5: 0.11324181453164918, 6: 0.13791187083918824, 7: 0, 8: 0, 9: 0, 10: 0, 11: 0.11808187903558168, 12: 0.10766219212754109, 13: 0, 14: 0}"
3756,"{1: 0, 2: 0.8794817953680616, 3: 0, 4: 0, 5: 1, 6: 0.8908202966886666, 7: 0, 8: 0, 9: 0, 10: 0, 11: 0.7139568832469707, 12: 0, 13: 0.8249388615456877, 14: 0}","{1: 0, 2: 0.1974965409291358, 3: 0, 4: 0, 5: 0.11324181453164918, 6: 0.13791187083918824, 7: 0, 8: 0, 9: 0, 10: 0, 11: 0.11808187903558168, 12: 0, 13: 0.10630542644466259, 14: 0}"
3757,"{1: 0, 2: 0.8794817953680616, 3: 0, 4: 0, 5: 1, 6: 0.8908202966886666, 7: 0, 8: 0, 9: 0, 10: 0, 11: 0.7139568832469707, 12: 0, 13: 0.847073345571854, 14: 0}","{1: 0, 2: 0.1974965409291358, 3: 0, 4: 0, 5: 0.1208416818726779, 6: 0.13791187083918824, 7: 0, 8: 0, 9: 0, 10: 0, 11: 0.11808187903558168, 12: 0, 13: 0.0980853003877876, 14: 0}"
3758,"{1: 0, 2: 0.8794817953680616, 3: 0, 4: 0, 5: 1, 6: 0.8908202966886666, 7: 0, 8: 0, 9: 0, 10: 0, 11: 0.7167095685260298, 12: 0, 13: 0.847073345571854, 14: 0}","{1: 0, 2: 0.1974965409291358, 3: 0, 4: 0, 5: 0.1208416818726779, 6: 0.13791187083918824, 7: 0, 8: 0, 9: 0, 10: 0, 11: 0.11831768994948504, 12: 0, 13: 0.0980853003877876, 14: 0}"
3759,"{1: 0, 2: 0.8794817953680616, 3: 0, 4: 0, 5: 1, 6: 0.8908202966886666, 7: 0, 8: 0, 9: 0, 10: 0, 11: 0.7167095685260298, 12: 0.8645141307421946, 13: 0, 14: 0}","{1: 0, 2: 0.1974965409291358, 3: 0, 4: 0, 5: 0.1208416818726779, 6: 0.13791187083918824, 7: 0, 8: 0, 9: 0, 10: 0, 11: 0.11831768994948504, 12: 0.11263790756054168, 13: 0, 14: 0}"
3760,"{1: 0, 2: 0.8794817953680616, 3: 0, 4: 0, 5: 1, 6: 0.8908202966886666, 7: 0, 8: 0, 9: 0, 10: 0, 11: 0.7167095685260298, 12: 0.8645141307421946, 13: 0, 14: 0}","{1: 0, 2: 0.1974965409291358, 3: 0, 4: 0, 5: 0.1208416818726779, 6: 0.13791187083918824, 7: 0, 8: 0, 9: 0, 10: 0, 11: 0.11831768994948504, 12: 0.11263790756054168, 13: 0, 14: 0}"
3761,"{1: 0, 2: 0.8794817953680616, 3: 0, 4: 0, 5: 0.8555579665241979, 6: 1, 7: 0, 8: 0, 9: 0, 10: 0, 11: 0.7167095685260298, 12: 0.8645141307421946, 13: 0, 14: 0}","{1: 0, 2: 0.1974965409291358, 3: 0, 4: 0, 5: 0.1408478053391102, 6: 0.11888503670328485, 7: 0, 8: 0, 9: 0, 10: 0, 11: 0.11831768994948504, 12: 0.11263790756054168, 13: 0, 14: 0}"
3762,"{1: 0, 2: 0.8794817953680616, 3: 0, 4: 0, 5: 0.8555579665241979, 6: 1, 7: 0, 8: 0, 9: 0, 10: 0, 11: 0.7167095685260298, 12: 0.8687159344481232, 13: 0, 14: 0}","{1: 0, 2: 0.1974965409291358, 3: 0, 4: 0, 5: 0.1408478053391102, 6: 0.11888503670328485, 7: 0, 8: 0, 9: 0, 10: 0, 11: 0.11831768994948504, 12: 0.10895038876793892, 13: 0, 14: 0}"
