plan_id,black_scores,latino_scores
1455,"{1: 0, 2: 0.9146557664478175, 3: 0.8250308150125815, 4: 0, 5: 0.6533927934144972, 6: 0.86135454697821, 7: 0, 8: 0, 9: 0, 10: 0, 11: 0, 12: 0, 13: 1, 14: 0}","{1: 0, 2: 0.11481870104768888, 3: 0.2439055787309883, 4: 0, 5: 0.1376398306763317, 6: 0.08590268914649611, 7: 0, 8: 0, 9: 0, 10: 0, 11: 0, 12: 0, 13: 0.10992958450838587, 14: 0}"
1456,"{1: 0, 2: 0.9146557664478175, 3: 0, 4: 0, 5: 0.6533927934144972, 6: 0.86135454697821, 7: 0.8637852117197987, 8: 0, 9: 0, 10: 0, 11: 0, 12: 0, 13: 1, 14: 0}","{1: 0, 2: 0.11481870104768888, 3: 0, 4: 0, 5: 0.1376398306763317, 6: 0.08590268914649611, 7: 0.26133412393231653, 8: 0, 9: 0, 10: 0, 11: 0, 12: 0, 13: 0.10992958450838587, 14: 0}"
1457,"{1: 0, 2: 0.9146557664478175, 3: 0, 4: 0, 5: 0.6533927934144972, 6: 0.86135454697821, 7: 0.8637852117197987, 8: 0, 9: 0, 10: 0, 11: 0, 12: 0, 13: 1, 14: 0}","{1: 0, 2: 0.11481870104768888, 3: 0, 4: 0, 5: 0.1376398306763317, 6: 0.08590268914649611, 7: 0.26133412393231653, 8: 0, 9: 0, 10: 0, 11: 0, 12: 0, 13: 0.10992958450838587, 14: 0}"
1458,"{1: 0, 2: 0.9146557664478175, 3: 0, 4: 0, 5: 0.6533927934144972, 6: 0.86135454697821, 7: 0.8342302116978083, 8: 0, 9: 0, 10: 0, 11: 0, 12: 0, 13: 1, 14: 0}","{1: 0, 2: 0.11481870104768888, 3: 0, 4: 0, 5: 0.1376398306763317, 6: 0.08590268914649611, 7: 0.23588645479096937, 8: 0, 9: 0, 10: 0, 11: 0, 12: 0, 13: 0.10992958450838587, 14: 0}"
1459,"{1: 0, 2: 0.9146557664478175, 3: 0, 4: 0, 5: 0.8591775617841885, 6: 0.86135454697821, 7: 0.8342302116978083, 8: 0, 9: 0, 10: 0, 11: 0, 12: 0, 13: 1, 14: 0}","{1: 0, 2: 0.11481870104768888, 3: 0, 4: 0, 5: 0.10128992254074147, 6: 0.08590268914649611, 7: 0.23588645479096937, 8: 0, 9: 0, 10: 0, 11: 0, 12: 0, 13: 0.14744830127869205, 14: 0}"
1460,"{1: 0, 2: 0.9146557664478175, 3: 0, 4: 0, 5: 0.9276278753391077, 6: 0.86135454697821, 7: 0.8342302116978083, 8: 0, 9: 0, 10: 0, 11: 0, 12: 0, 13: 1, 14: 0}","{1: 0, 2: 0.11481870104768888, 3: 0, 4: 0, 5: 0.11268243285290132, 6: 0.08590268914649611, 7: 0.23588645479096937, 8: 0, 9: 0, 10: 0, 11: 0, 12: 0, 13: 0.1326815945530878, 14: 0}"
1461,"{1: 0, 2: 0.9146557664478175, 3: 0, 4: 0, 5: 0.8705998622535832, 6: 0.86135454697821, 7: 0.8887383162650249, 8: 0, 9: 0, 10: 0, 11: 0, 12: 0, 13: 1, 14: 0}","{1: 0, 2: 0.11481870104768888, 3: 0, 4: 0, 5: 0.11659323213163947, 6: 0.08590268914649611, 7: 0.2243175496372452, 8: 0, 9: 0, 10: 0, 11: 0, 12: 0, 13: 0.1326815945530878, 14: 0}"
1462,"{1: 0, 2: 0.9146557664478175, 3: 0, 4: 0, 5: 0.8705998622535832, 6: 0.8688382244881798, 7: 0.8887383162650249, 8: 0, 9: 0, 10: 0, 11: 0, 12: 0, 13: 1, 14: 0}","{1: 0, 2: 0.11481870104768888, 3: 0, 4: 0, 5: 0.11659323213163947, 6: 0.0857046636178788, 7: 0.2243175496372452, 8: 0, 9: 0, 10: 0, 11: 0, 12: 0, 13: 0.1326815945530878, 14: 0}"
1463,"{1: 0, 2: 0.9146557664478175, 3: 0, 4: 0, 5: 0.8705998622535832, 6: 0, 7: 0.8887383162650249, 8: 0, 9: 0, 10: 0.875239649267794, 11: 0, 12: 0, 13: 1, 14: 0}","{1: 0, 2: 0.11481870104768888, 3: 0, 4: 0, 5: 0.11659323213163947, 6: 0, 7: 0.2243175496372452, 8: 0, 9: 0, 10: 0.08329604527885708, 11: 0, 12: 0, 13: 0.1326815945530878, 14: 0}"
1464,"{1: 0, 2: 0.9150202148664383, 3: 0, 4: 0, 5: 0.8705998622535832, 6: 0, 7: 0.8887383162650249, 8: 0, 9: 0, 10: 0.875239649267794, 11: 0, 12: 0, 13: 1, 14: 0}","{1: 0, 2: 0.11506172214585665, 3: 0, 4: 0, 5: 0.11659323213163947, 6: 0, 7: 0.2243175496372452, 8: 0, 9: 0, 10: 0.08329604527885708, 11: 0, 12: 0, 13: 0.1326815945530878, 14: 0}"
1465,"{1: 0, 2: 0.9150202148664383, 3: 0, 4: 0, 5: 0.9849145765166606, 6: 0, 7: 0.7586164985675261, 8: 0, 9: 0, 10: 0.875239649267794, 11: 0, 12: 0, 13: 1, 14: 0}","{1: 0, 2: 0.11506172214585665, 3: 0, 4: 0, 5: 0.10870482935976665, 6: 0, 7: 0.25217280737903736, 8: 0, 9: 0, 10: 0.08329604527885708, 11: 0, 12: 0, 13: 0.1326815945530878, 14: 0}"
1466,"{1: 0, 2: 0.9150202148664383, 3: 0, 4: 0, 5: 0.7123887783355598, 6: 0, 7: 1, 8: 0, 9: 0, 10: 0.875239649267794, 11: 0, 12: 0, 13: 1, 14: 0}","{1: 0, 2: 0.11506172214585665, 3: 0, 4: 0, 5: 0.15518172833419766, 6: 0, 7: 0.19322861998286675, 8: 0, 9: 0, 10: 0.08329604527885708, 11: 0, 12: 0, 13: 0.1326815945530878, 14: 0}"
1467,"{1: 0, 2: 0.9150202148664383, 3: 0, 4: 0, 5: 0.7123887783355598, 6: 0, 7: 1, 8: 0, 9: 0.8858844110083194, 10: 0, 11: 0, 12: 0, 13: 1, 14: 0}","{1: 0, 2: 0.11506172214585665, 3: 0, 4: 0, 5: 0.15518172833419766, 6: 0, 7: 0.19322861998286675, 8: 0, 9: 0.08005602993898694, 10: 0, 11: 0, 12: 0, 13: 0.1326815945530878, 14: 0}"
1468,"{1: 0, 2: 0.9150202148664383, 3: 0, 4: 0, 5: 0.8421612078317994, 6: 0, 7: 0.91870625737077, 8: 0, 9: 0.8858844110083194, 10: 0, 11: 0, 12: 0, 13: 1, 14: 0}","{1: 0, 2: 0.11506172214585665, 3: 0, 4: 0, 5: 0.23694905985504305, 6: 0, 7: 0.11292171198286516, 8: 0, 9: 0.08005602993898694, 10: 0, 11: 0, 12: 0, 13: 0.1326815945530878, 14: 0}"
1469,"{1: 0, 2: 0, 3: 0, 4: 0, 5: 0.8421612078317994, 6: 0, 7: 0.91870625737077, 8: 0, 9: 0.8858844110083194, 10: 0, 11: 0, 12: 0, 13: 1, 14: 0.8925052432779126}","{1: 0, 2: 0, 3: 0, 4: 0, 5: 0.23694905985504305, 6: 0, 7: 0.11292171198286516, 8: 0, 9: 0.08005602993898694, 10: 0, 11: 0, 12: 0, 13: 0.1326815945530878, 14: 0.11366908028644392}"
1470,"{1: 0, 2: 0, 3: 0, 4: 0, 5: 0.8421612078317994, 6: 0, 7: 0.91870625737077, 8: 0, 9: 0.8858844110083194, 10: 0, 11: 0, 12: 0, 13: 1, 14: 0.8925052432779126}","{1: 0, 2: 0, 3: 0, 4: 0, 5: 0.23694905985504305, 6: 0, 7: 0.11292171198286516, 8: 0, 9: 0.08005602993898694, 10: 0, 11: 0, 12: 0, 13: 0.1326815945530878, 14: 0.11366908028644392}"
1471,"{1: 0, 2: 0, 3: 0, 4: 0, 5: 0.8421612078317994, 6: 0, 7: 0.91870625737077, 8: 0, 9: 0.8858844110083194, 10: 0, 11: 0, 12: 0, 13: 1, 14: 0.8925052432779126}","{1: 0, 2: 0, 3: 0, 4: 0, 5: 0.23694905985504305, 6: 0, 7: 0.11292171198286516, 8: 0, 9: 0.08005602993898694, 10: 0, 11: 0, 12: 0, 13: 0.1326815945530878, 14: 0.11366908028644392}"
1472,"{1: 0, 2: 0, 3: 0, 4: 0, 5: 0.8421612078317994, 6: 0, 7: 1, 8: 0, 9: 0.8858844110083194, 10: 0, 11: 0, 12: 0, 13: 1, 14: 0.8925052432779126}","{1: 0, 2: 0, 3: 0, 4: 0, 5: 0.23694905985504305, 6: 0, 7: 0.14960904170551526, 8: 0, 9: 0.08005602993898694, 10: 0, 11: 0, 12: 0, 13: 0.09763671120350943, 14: 0.11366908028644392}"
1473,"{1: 0, 2: 1, 3: 0, 4: 0, 5: 0.8421612078317994, 6: 0, 7: 0, 8: 0, 9: 0.8858844110083194, 10: 0, 11: 0, 12: 0, 13: 1, 14: 0.8925052432779126}","{1: 0, 2: 0.1475187665883262, 3: 0, 4: 0, 5: 0.23694905985504305, 6: 0, 7: 0, 8: 0, 9: 0.08005602993898694, 10: 0, 11: 0, 12: 0, 13: 0.09763671120350943, 14: 0.11366908028644392}"
1474,"{1: 0, 2: 1, 3: 0, 4: 0, 5: 0.8421612078317994, 6: 0, 7: 0, 8: 0, 9: 0.8858844110083194, 10: 0, 11: 0, 12: 0, 13: 1, 14: 0.8925052432779126}","{1: 0, 2: 0.1475187665883262, 3: 0, 4: 0, 5: 0.23694905985504305, 6: 0, 7: 0, 8: 0, 9: 0.08005602993898694, 10: 0, 11: 0, 12: 0, 13: 0.09763671120350943, 14: 0.11366908028644392}"
1475,"{1: 0, 2: 1, 3: 0, 4: 0, 5: 0.8421612078317994, 6: 0, 7: 0, 8: 0, 9: 0.8858844110083194, 10: 0, 11: 0, 12: 0, 13: 1, 14: 0.8925052432779126}","{1: 0, 2: 0.14281698744094964, 3: 0, 4: 0, 5: 0.23694905985504305, 6: 0, 7: 0, 8: 0, 9: 0.08005602993898694, 10: 0, 11: 0, 12: 0, 13: 0.09763671120350943, 14: 0.11366908028644392}"
1476,"{1: 0, 2: 1, 3: 0, 4: 0, 5: 0.8421612078317994, 6: 0, 7: 0, 8: 0, 9: 0.8827531748135402, 10: 0, 11: 0, 12: 0, 13: 1, 14: 0.8925052432779126}","{1: 0, 2: 0.14281698744094964, 3: 0, 4: 0, 5: 0.23694905985504305, 6: 0, 7: 0, 8: 0, 9: 0.07925963109132661, 10: 0, 11: 0, 12: 0, 13: 0.09763671120350943, 14: 0.11366908028644392}"
1477,"{1: 0, 2: 1, 3: 0, 4: 0, 5: 0.8421612078317994, 6: 0, 7: 0, 8: 0, 9: 0.9099277919537013, 10: 0, 11: 0, 12: 0, 13: 1, 14: 0.8634603416813565}","{1: 0, 2: 0.14281698744094964, 3: 0, 4: 0, 5: 0.23694905985504305, 6: 0, 7: 0, 8: 0, 9: 0.1092543751924414, 10: 0, 11: 0, 12: 0, 13: 0.09763671120350943, 14: 0.08105309451450196}"
1478,"{1: 0, 2: 1, 3: 0, 4: 0, 5: 0.8421612078317994, 6: 0.912704069966154, 7: 0, 8: 0, 9: 0, 10: 0, 11: 0, 12: 0, 13: 1, 14: 0.8634603416813565}","{1: 0, 2: 0.14281698744094964, 3: 0, 4: 0, 5: 0.23694905985504305, 6: 0.10939827413809117, 7: 0, 8: 0, 9: 0, 10: 0, 11: 0, 12: 0, 13: 0.09763671120350943, 14: 0.08105309451450196}"
1479,"{1: 0, 2: 1, 3: 0.6606602360903885, 4: 0, 5: 0, 6: 0.912704069966154, 7: 0, 8: 0, 9: 0, 10: 0, 11: 0, 12: 0, 13: 1, 14: 0.8634603416813565}","{1: 0, 2: 0.14281698744094964, 3: 0.19370391636324227, 4: 0, 5: 0, 6: 0.10939827413809117, 7: 0, 8: 0, 9: 0, 10: 0, 11: 0, 12: 0, 13: 0.09763671120350943, 14: 0.08105309451450196}"
1480,"{1: 0, 2: 0.6424829010885109, 3: 1, 4: 0, 5: 0, 6: 0.912704069966154, 7: 0, 8: 0, 9: 0, 10: 0, 11: 0, 12: 0, 13: 1, 14: 0.8634603416813565}","{1: 0, 2: 0.19134580961056305, 3: 0.14196058141330242, 4: 0, 5: 0, 6: 0.10939827413809117, 7: 0, 8: 0, 9: 0, 10: 0, 11: 0, 12: 0, 13: 0.09763671120350943, 14: 0.08105309451450196}"
1481,"{1: 0, 2: 0.6424829010885109, 3: 1, 4: 0, 5: 0, 6: 0.912704069966154, 7: 0, 8: 0, 9: 0, 10: 0, 11: 0, 12: 0, 13: 1, 14: 0.8634603416813565}","{1: 0, 2: 0.19134580961056305, 3: 0.13160447133130215, 4: 0, 5: 0, 6: 0.10939827413809117, 7: 0, 8: 0, 9: 0, 10: 0, 11: 0, 12: 0, 13: 0.10594849292177363, 14: 0.08105309451450196}"
1482,"{1: 0, 2: 0.6424829010885109, 3: 1, 4: 0, 5: 0, 6: 0, 7: 0, 8: 0, 9: 0, 10: 0, 11: 0, 12: 0.881145591702864, 13: 1, 14: 0.8634603416813565}","{1: 0, 2: 0.19134580961056305, 3: 0.13160447133130215, 4: 0, 5: 0, 6: 0, 7: 0, 8: 0, 9: 0, 10: 0, 11: 0, 12: 0.10529583400225927, 13: 0.10594849292177363, 14: 0.08105309451450196}"
1483,"{1: 0, 2: 0.6424829010885109, 3: 1, 4: 0, 5: 0.484974146056363, 6: 0, 7: 0, 8: 0, 9: 0, 10: 0, 11: 0, 12: 0.881145591702864, 13: 1, 14: 0.8634603416813565}","{1: 0, 2: 0.19134580961056305, 3: 0.13160447133130215, 4: 0, 5: 0.2201957502197615, 6: 0, 7: 0, 8: 0, 9: 0, 10: 0, 11: 0, 12: 0.10529583400225927, 13: 0.10594849292177363, 14: 0.08105309451450196}"
1484,"{1: 0, 2: 0.2827675629310872, 3: 1, 4: 0, 5: 0.8263193809659133, 6: 0, 7: 0, 8: 0, 9: 0, 10: 0, 11: 0, 12: 0.881145591702864, 13: 1, 14: 0.8634603416813565}","{1: 0, 2: 0.16956977874219373, 3: 0.13160447133130215, 4: 0, 5: 0.23890057358813216, 6: 0, 7: 0, 8: 0, 9: 0, 10: 0, 11: 0, 12: 0.10529583400225927, 13: 0.10594849292177363, 14: 0.08105309451450196}"
1485,"{1: 0, 2: 0.2827675629310872, 3: 1, 4: 0, 5: 0.8263193809659133, 6: 0, 7: 0, 8: 0.855910673641773, 9: 0, 10: 0, 11: 0, 12: 0.881145591702864, 13: 1, 14: 0}","{1: 0, 2: 0.16956977874219373, 3: 0.13160447133130215, 4: 0, 5: 0.23890057358813216, 6: 0, 7: 0, 8: 0.07910316313750262, 9: 0, 10: 0, 11: 0, 12: 0.10529583400225927, 13: 0.10594849292177363, 14: 0}"
1486,"{1: 0, 2: 0, 3: 1, 4: 0, 5: 0.8263193809659133, 6: 0, 7: 0, 8: 0.855910673641773, 9: 0, 10: 0, 11: 0, 12: 0.881145591702864, 13: 1, 14: 0}","{1: 0, 2: 0, 3: 0.13160447133130215, 4: 0, 5: 0.23890057358813216, 6: 0, 7: 0, 8: 0.07910316313750262, 9: 0, 10: 0, 11: 0, 12: 0.10529583400225927, 13: 0.10594849292177363, 14: 0}"
1487,"{1: 0, 2: 0.3528227985671115, 3: 1, 4: 0, 5: 0.8263193809659133, 6: 0, 7: 0, 8: 0.855910673641773, 9: 0, 10: 0, 11: 0, 12: 0.881145591702864, 13: 1, 14: 0}","{1: 0, 2: 0.16661543526039604, 3: 0.13160447133130215, 4: 0, 5: 0.23890057358813216, 6: 0, 7: 0, 8: 0.07910316313750262, 9: 0, 10: 0, 11: 0, 12: 0.10529583400225927, 13: 0.10594849292177363, 14: 0}"
1488,"{1: 0, 2: 0.3528227985671115, 3: 1, 4: 0, 5: 0.8263193809659133, 6: 0, 7: 0, 8: 0.855910673641773, 9: 0, 10: 0, 11: 0, 12: 0.8884534630521823, 13: 1, 14: 0}","{1: 0, 2: 0.16661543526039604, 3: 0.13160447133130215, 4: 0, 5: 0.23890057358813216, 6: 0, 7: 0, 8: 0.07910316313750262, 9: 0, 10: 0, 11: 0, 12: 0.10477716158703687, 13: 0.10594849292177363, 14: 0}"
1489,"{1: 0, 2: 0.3528227985671115, 3: 1, 4: 0, 5: 0.7377585646105538, 6: 0, 7: 0, 8: 0.855910673641773, 9: 0, 10: 0, 11: 0, 12: 0.8884534630521823, 13: 1, 14: 0}","{1: 0, 2: 0.16661543526039604, 3: 0.13160447133130215, 4: 0, 5: 0.24413312530766373, 6: 0, 7: 0, 8: 0.07910316313750262, 9: 0, 10: 0, 11: 0, 12: 0.10477716158703687, 13: 0.10228259787224211, 14: 0}"
1490,"{1: 0, 2: 0.2906834582916028, 3: 1, 4: 0, 5: 0.7377585646105538, 6: 0, 7: 0, 8: 0.855910673641773, 9: 0, 10: 0, 11: 0, 12: 0.8884534630521823, 13: 1, 14: 0}","{1: 0, 2: 0.1739367265293312, 3: 0.13160447133130215, 4: 0, 5: 0.24413312530766373, 6: 0, 7: 0, 8: 0.07910316313750262, 9: 0, 10: 0, 11: 0, 12: 0.10477716158703687, 13: 0.10228259787224211, 14: 0}"
1491,"{1: 0, 2: 0.2906834582916028, 3: 0.9393637536997036, 4: 0, 5: 0.7377585646105538, 6: 0, 7: 0, 8: 0.855910673641773, 9: 0, 10: 0, 11: 0, 12: 0.8884534630521823, 13: 1, 14: 0}","{1: 0, 2: 0.1739367265293312, 3: 0.13364212275914375, 4: 0, 5: 0.24413312530766373, 6: 0, 7: 0, 8: 0.07910316313750262, 9: 0, 10: 0, 11: 0, 12: 0.10477716158703687, 13: 0.0999465223526296, 14: 0}"
1492,"{1: 0, 2: 0.2906834582916028, 3: 0.9393637536997036, 4: 0, 5: 0.7377585646105538, 6: 0, 7: 0, 8: 1, 9: 0, 10: 0, 11: 0, 12: 0.8884534630521823, 13: 0.9370001080164084, 14: 0}","{1: 0, 2: 0.1739367265293312, 3: 0.13364212275914375, 4: 0, 5: 0.24413312530766373, 6: 0, 7: 0, 8: 0.10210329685706059, 9: 0, 10: 0, 11: 0, 12: 0.10477716158703687, 13: 0.07919432102454325, 14: 0}"
1493,"{1: 0, 2: 0.2906834582916028, 3: 0.9393637536997036, 4: 0, 5: 0.7377585646105538, 6: 0, 7: 0, 8: 1, 9: 0, 10: 0, 11: 0, 12: 0.8884534630521823, 13: 0.9370001080164084, 14: 0}","{1: 0, 2: 0.1739367265293312, 3: 0.13364212275914375, 4: 0, 5: 0.24413312530766373, 6: 0, 7: 0, 8: 0.10210329685706059, 9: 0, 10: 0, 11: 0, 12: 0.10477716158703687, 13: 0.07919432102454325, 14: 0}"
1494,"{1: 0, 2: 0, 3: 0.9393637536997036, 4: 0, 5: 0.7377585646105538, 6: 0, 7: 0, 8: 1, 9: 0, 10: 0, 11: 0, 12: 0.8884534630521823, 13: 0.9370001080164084, 14: 0}","{1: 0, 2: 0, 3: 0.13364212275914375, 4: 0, 5: 0.24413312530766373, 6: 0, 7: 0, 8: 0.10210329685706059, 9: 0, 10: 0, 11: 0, 12: 0.10477716158703687, 13: 0.07919432102454325, 14: 0}"
1495,"{1: 0, 2: 0, 3: 0.9393637536997036, 4: 0, 5: 0.7377585646105538, 6: 0, 7: 0, 8: 0.9257870913424736, 9: 0, 10: 0, 11: 0, 12: 1, 13: 0.9370001080164084, 14: 0}","{1: 0, 2: 0, 3: 0.13364212275914375, 4: 0, 5: 0.24413312530766373, 6: 0, 7: 0, 8: 0.09355736153350651, 9: 0, 10: 0, 11: 0, 12: 0.11395886943981114, 13: 0.07919432102454325, 14: 0}"
1496,"{1: 0, 2: 0, 3: 0.9393637536997036, 4: 0, 5: 0.7377585646105538, 6: 0, 7: 0, 8: 0.9257870913424736, 9: 0, 10: 0, 11: 0, 12: 1, 13: 0.9370001080164084, 14: 0}","{1: 0, 2: 0, 3: 0.13364212275914375, 4: 0, 5: 0.24413312530766373, 6: 0, 7: 0, 8: 0.09355736153350651, 9: 0, 10: 0, 11: 0, 12: 0.11395886943981114, 13: 0.07919432102454325, 14: 0}"
1497,"{1: 0, 2: 0, 3: 0.9393637536997036, 4: 0, 5: 0.7377585646105538, 6: 0, 7: 0, 8: 0.9257870913424736, 9: 0, 10: 0, 11: 0, 12: 1, 13: 0.9370001080164084, 14: 0}","{1: 0, 2: 0, 3: 0.13364212275914375, 4: 0, 5: 0.24413312530766373, 6: 0, 7: 0, 8: 0.09355736153350651, 9: 0, 10: 0, 11: 0, 12: 0.11395886943981114, 13: 0.07919432102454325, 14: 0}"
1498,"{1: 0, 2: 0, 3: 0.9393637536997036, 4: 0, 5: 0.7377585646105538, 6: 0, 7: 0, 8: 0.9257870913424736, 9: 0, 10: 0, 11: 0, 12: 1, 13: 0.9370001080164084, 14: 0}","{1: 0, 2: 0, 3: 0.13364212275914375, 4: 0, 5: 0.24413312530766373, 6: 0, 7: 0, 8: 0.09355736153350651, 9: 0, 10: 0, 11: 0, 12: 0.11395886943981114, 13: 0.07919432102454325, 14: 0}"
1499,"{1: 0, 2: 0, 3: 0.9393637536997036, 4: 0, 5: 0.7377585646105538, 6: 0, 7: 0, 8: 0, 9: 0, 10: 0.9742814588973127, 11: 0, 12: 1, 13: 0.9370001080164084, 14: 0}","{1: 0, 2: 0, 3: 0.13364212275914375, 4: 0, 5: 0.24413312530766373, 6: 0, 7: 0, 8: 0, 9: 0, 10: 0.09754444504727916, 11: 0, 12: 0.11395886943981114, 13: 0.07919432102454325, 14: 0}"
1500,"{1: 0, 2: 0, 3: 0.9393637536997036, 4: 0, 5: 0.7377585646105538, 6: 0, 7: 0, 8: 0, 9: 0, 10: 0.9742814588973127, 11: 0, 12: 0.9108317452127354, 13: 1, 14: 0}","{1: 0, 2: 0, 3: 0.13364212275914375, 4: 0, 5: 0.24413312530766373, 6: 0, 7: 0, 8: 0, 9: 0, 10: 0.09754444504727916, 11: 0, 12: 0.0835861362416071, 13: 0.10844792058636983, 14: 0}"
1501,"{1: 0, 2: 0, 3: 0.9393637536997036, 4: 0, 5: 1, 6: 0, 7: 0, 8: 0, 9: 0, 10: 0.9742814588973127, 11: 0, 12: 0.9108317452127354, 13: 0.8092079983999959, 14: 0}","{1: 0, 2: 0, 3: 0.13364212275914375, 4: 0, 5: 0.11709863102080462, 6: 0, 7: 0, 8: 0, 9: 0, 10: 0.09754444504727916, 11: 0, 12: 0.0835861362416071, 13: 0.24838379782059483, 14: 0}"
1502,"{1: 0, 2: 0, 3: 0.9393637536997036, 4: 0, 5: 1, 6: 0, 7: 0, 8: 0, 9: 0, 10: 0.9742814588973127, 11: 0, 12: 0.9108317452127354, 13: 0.7890146941084734, 14: 0}","{1: 0, 2: 0, 3: 0.13364212275914375, 4: 0, 5: 0.11709863102080462, 6: 0, 7: 0, 8: 0, 9: 0, 10: 0.09754444504727916, 11: 0, 12: 0.0835861362416071, 13: 0.2490086098127269, 14: 0}"
1503,"{1: 0, 2: 0, 3: 0.9393637536997036, 4: 0, 5: 1, 6: 0, 7: 0, 8: 0, 9: 0, 10: 0.9742814588973127, 11: 0, 12: 0.9108317452127354, 13: 0.7890146941084734, 14: 0.29592410008327064}","{1: 0, 2: 0, 3: 0.13364212275914375, 4: 0, 5: 0.11709863102080462, 6: 0, 7: 0, 8: 0, 9: 0, 10: 0.09754444504727916, 11: 0, 12: 0.0835861362416071, 13: 0.2490086098127269, 14: 0.16892240924354}"
1504,"{1: 0, 2: 0, 3: 0.9393637536997036, 4: 0, 5: 0, 6: 0, 7: 1, 8: 0, 9: 0, 10: 0.9742814588973127, 11: 0, 12: 0.9108317452127354, 13: 0.7890146941084734, 14: 0.29592410008327064}","{1: 0, 2: 0, 3: 0.13364212275914375, 4: 0, 5: 0, 6: 0, 7: 0.11717089008467507, 8: 0, 9: 0, 10: 0.09754444504727916, 11: 0, 12: 0.0835861362416071, 13: 0.2490086098127269, 14: 0.16892240924354}"
1505,"{1: 0, 2: 0, 3: 0.9393637536997036, 4: 0, 5: 0, 6: 0, 7: 1, 8: 0, 9: 0, 10: 0.9742814588973127, 11: 0, 12: 0.9116339750943906, 13: 0.7890146941084734, 14: 0.29592410008327064}","{1: 0, 2: 0, 3: 0.13364212275914375, 4: 0, 5: 0, 6: 0, 7: 0.1022898948008716, 8: 0, 9: 0, 10: 0.09754444504727916, 11: 0, 12: 0.09985824116741589, 13: 0.2490086098127269, 14: 0.16892240924354}"
1506,"{1: 0, 2: 0, 3: 0.29182189665802594, 4: 0, 5: 0, 6: 0, 7: 1, 8: 0, 9: 0, 10: 0.9742814588973127, 11: 0, 12: 0.9116339750943906, 13: 0.7890146941084734, 14: 0.9390168626429757}","{1: 0, 2: 0, 3: 0.16958131772017557, 4: 0, 5: 0, 6: 0, 7: 0.1022898948008716, 8: 0, 9: 0, 10: 0.09754444504727916, 11: 0, 12: 0.09985824116741589, 13: 0.2490086098127269, 14: 0.13320987378036053}"
1507,"{1: 0, 2: 0, 3: 0.29182189665802594, 4: 0, 5: 0, 6: 0, 7: 1, 8: 0, 9: 0, 10: 0.9742814588973127, 11: 0, 12: 0.9116339750943906, 13: 0.7890146941084734, 14: 0.8699779232130486}","{1: 0, 2: 0, 3: 0.16958131772017557, 4: 0, 5: 0, 6: 0, 7: 0.09606447362918204, 8: 0, 9: 0, 10: 0.09754444504727916, 11: 0, 12: 0.09985824116741589, 13: 0.2490086098127269, 14: 0.1374536758374345}"
1508,"{1: 0, 2: 0, 3: 0.29182189665802594, 4: 0, 5: 0, 6: 0, 7: 1, 8: 0, 9: 0, 10: 0.9742814588973127, 11: 0, 12: 0.9116339750943906, 13: 0.7670114193153765, 14: 0.8699779232130486}","{1: 0, 2: 0, 3: 0.16958131772017557, 4: 0, 5: 0, 6: 0, 7: 0.09606447362918204, 8: 0, 9: 0, 10: 0.09754444504727916, 11: 0, 12: 0.09985824116741589, 13: 0.24717500292657613, 14: 0.1374536758374345}"
1509,"{1: 0, 2: 0, 3: 0.3184482547099113, 4: 0, 5: 0, 6: 0, 7: 1, 8: 0, 9: 0, 10: 0.9742814588973127, 11: 0, 12: 0.9116339750943906, 13: 0.7458888589078089, 14: 0.8699779232130486}","{1: 0, 2: 0, 3: 0.1915801849120597, 4: 0, 5: 0, 6: 0, 7: 0.09606447362918204, 8: 0, 9: 0, 10: 0.09754444504727916, 11: 0, 12: 0.09985824116741589, 13: 0.2267433770055113, 14: 0.1374536758374345}"
1510,"{1: 0, 2: 0, 3: 0.3184482547099113, 4: 0, 5: 0, 6: 0, 7: 1, 8: 0, 9: 0, 10: 0.9742814588973127, 11: 0, 12: 0.9116339750943906, 13: 0.7458888589078089, 14: 0.8699779232130486}","{1: 0, 2: 0, 3: 0.1915801849120597, 4: 0, 5: 0, 6: 0, 7: 0.09606447362918204, 8: 0, 9: 0, 10: 0.09754444504727916, 11: 0, 12: 0.09985824116741589, 13: 0.2267433770055113, 14: 0.1374536758374345}"
1511,"{1: 0, 2: 0, 3: 0.3071690719659906, 4: 0, 5: 0, 6: 0, 7: 1, 8: 0, 9: 0, 10: 0.9742814588973127, 11: 0, 12: 0.9116339750943906, 13: 0.7458888589078089, 14: 0.8699779232130486}","{1: 0, 2: 0, 3: 0.19011011106726508, 4: 0, 5: 0, 6: 0, 7: 0.09606447362918204, 8: 0, 9: 0, 10: 0.09754444504727916, 11: 0, 12: 0.09985824116741589, 13: 0.2267433770055113, 14: 0.1374536758374345}"
1512,"{1: 0, 2: 0, 3: 0.3071690719659906, 4: 0, 5: 0, 6: 0, 7: 0.703223835387496, 8: 0, 9: 0, 10: 0.9742814588973127, 11: 0, 12: 0.9116339750943906, 13: 1, 14: 0.8699779232130486}","{1: 0, 2: 0, 3: 0.19011011106726508, 4: 0, 5: 0, 6: 0, 7: 0.23084694803491707, 8: 0, 9: 0, 10: 0.09754444504727916, 11: 0, 12: 0.09985824116741589, 13: 0.08913085431873685, 14: 0.1374536758374345}"
