plan_id,black_scores,latino_scores
58,"{1: 0, 2: 0, 3: 0.9887607391200871, 4: 0, 5: 1, 6: 0, 7: 0, 8: 0, 9: 0, 10: 0, 11: 0, 12: 0, 13: 1, 14: 0.5341115519642718}","{1: 0, 2: 0, 3: 0.1602469744452632, 4: 0, 5: 0.12689772710046707, 6: 0, 7: 0, 8: 0, 9: 0, 10: 0, 11: 0, 12: 0, 13: 0.10586721734682078, 14: 0.13586192827376484}"
59,"{1: 0, 2: 0, 3: 0.9887607391200871, 4: 0, 5: 1, 6: 0, 7: 0, 8: 0, 9: 0, 10: 0, 11: 0, 12: 0, 13: 1, 14: 0.5341115519642718}","{1: 0, 2: 0, 3: 0.1602469744452632, 4: 0, 5: 0.12689772710046707, 6: 0, 7: 0, 8: 0, 9: 0, 10: 0, 11: 0, 12: 0, 13: 0.10586721734682078, 14: 0.13586192827376484}"
60,"{1: 0, 2: 0, 3: 0.9887607391200871, 4: 0, 5: 1, 6: 0, 7: 0, 8: 0, 9: 0, 10: 0, 11: 0, 12: 0, 13: 1, 14: 0.5249166516015458}","{1: 0, 2: 0, 3: 0.1602469744452632, 4: 0, 5: 0.12689772710046707, 6: 0, 7: 0, 8: 0, 9: 0, 10: 0, 11: 0, 12: 0, 13: 0.10586721734682078, 14: 0.14921237999500617}"
61,"{1: 0, 2: 0, 3: 0.9887607391200871, 4: 0, 5: 1, 6: 0, 7: 0, 8: 0, 9: 0, 10: 0, 11: 0, 12: 0, 13: 1, 14: 0.5249166516015458}","{1: 0, 2: 0, 3: 0.1602469744452632, 4: 0, 5: 0.12689772710046707, 6: 0, 7: 0, 8: 0, 9: 0, 10: 0, 11: 0, 12: 0, 13: 0.10586721734682078, 14: 0.14921237999500617}"
62,"{1: 0, 2: 0, 3: 0.9887607391200871, 4: 0, 5: 1, 6: 0, 7: 0, 8: 0, 9: 0, 10: 0, 11: 0, 12: 0, 13: 1, 14: 0.5249166516015458}","{1: 0, 2: 0, 3: 0.1602469744452632, 4: 0, 5: 0.12689772710046707, 6: 0, 7: 0, 8: 0, 9: 0, 10: 0, 11: 0, 12: 0, 13: 0.10586721734682078, 14: 0.14921237999500617}"
63,"{1: 0, 2: 0, 3: 0.9887607391200871, 4: 0, 5: 1, 6: 0, 7: 0, 8: 0, 9: 0, 10: 0, 11: 0, 12: 0, 13: 1, 14: 0.5249166516015458}","{1: 0, 2: 0, 3: 0.1602469744452632, 4: 0, 5: 0.12689772710046707, 6: 0, 7: 0, 8: 0, 9: 0, 10: 0, 11: 0, 12: 0, 13: 0.10586721734682078, 14: 0.14921237999500617}"
64,"{1: 0, 2: 0, 3: 0.9887607391200871, 4: 0, 5: 1, 6: 0, 7: 0, 8: 0, 9: 0, 10: 0, 11: 0, 12: 0, 13: 1, 14: 0.5249166516015458}","{1: 0, 2: 0, 3: 0.1602469744452632, 4: 0, 5: 0.12689772710046707, 6: 0, 7: 0, 8: 0, 9: 0, 10: 0, 11: 0, 12: 0, 13: 0.10586721734682078, 14: 0.14921237999500617}"
65,"{1: 0, 2: 0, 3: 1, 4: 0, 5: 0.8768440639959183, 6: 0, 7: 0, 8: 0, 9: 0, 10: 0, 11: 0, 12: 0, 13: 1, 14: 0.5249166516015458}","{1: 0, 2: 0, 3: 0.11002103592283521, 4: 0, 5: 0.17713199437775184, 6: 0, 7: 0, 8: 0, 9: 0, 10: 0, 11: 0, 12: 0, 13: 0.10586721734682078, 14: 0.14921237999500617}"
66,"{1: 0, 2: 0, 3: 1, 4: 0, 5: 0.8816875998256549, 6: 0, 7: 0, 8: 0, 9: 0, 10: 0, 11: 0, 12: 0, 13: 1, 14: 0.5249166516015458}","{1: 0, 2: 0, 3: 0.11002103592283521, 4: 0, 5: 0.15961951509974087, 6: 0, 7: 0, 8: 0, 9: 0, 10: 0, 11: 0, 12: 0, 13: 0.10586721734682078, 14: 0.14921237999500617}"
67,"{1: 0, 2: 0, 3: 1, 4: 0, 5: 0.8816875998256549, 6: 0, 7: 0, 8: 0, 9: 0, 10: 0, 11: 0, 12: 0, 13: 1, 14: 0.5249166516015458}","{1: 0, 2: 0, 3: 0.11002103592283521, 4: 0, 5: 0.15961951509974087, 6: 0, 7: 0, 8: 0, 9: 0, 10: 0, 11: 0, 12: 0, 13: 0.10586721734682078, 14: 0.14921237999500617}"
68,"{1: 0, 2: 0, 3: 1, 4: 0, 5: 0.8816875998256549, 6: 0, 7: 0, 8: 0, 9: 0, 10: 0, 11: 0.43032697921764673, 12: 0, 13: 1, 14: 0.5249166516015458}","{1: 0, 2: 0, 3: 0.11002103592283521, 4: 0, 5: 0.15961951509974087, 6: 0, 7: 0, 8: 0, 9: 0, 10: 0, 11: 0.17316756021980256, 12: 0, 13: 0.10586721734682078, 14: 0.14921237999500617}"
69,"{1: 0, 2: 0, 3: 1, 4: 0, 5: 0.7190522730006195, 6: 0, 7: 0, 8: 0, 9: 0, 10: 0, 11: 0.43032697921764673, 12: 0, 13: 1, 14: 0.6650492735063506}","{1: 0, 2: 0, 3: 0.11002103592283521, 4: 0, 5: 0.11863193900899124, 6: 0, 7: 0, 8: 0, 9: 0, 10: 0, 11: 0.17316756021980256, 12: 0, 13: 0.10586721734682078, 14: 0.1900079083956134}"
70,"{1: 0, 2: 0, 3: 0.7398346918790127, 4: 0, 5: 1, 6: 0, 7: 0, 8: 0, 9: 0, 10: 0, 11: 0.43032697921764673, 12: 0, 13: 1, 14: 0.6650492735063506}","{1: 0, 2: 0, 3: 0.11869989697818653, 4: 0, 5: 0.10978251641369768, 6: 0, 7: 0, 8: 0, 9: 0, 10: 0, 11: 0.17316756021980256, 12: 0, 13: 0.10586721734682078, 14: 0.1900079083956134}"
71,"{1: 0, 2: 0, 3: 0.7398346918790127, 4: 0, 5: 1, 6: 0, 7: 0, 8: 0, 9: 0, 10: 0, 11: 0, 12: 0, 13: 1, 14: 0.6650492735063506}","{1: 0, 2: 0, 3: 0.11869989697818653, 4: 0, 5: 0.10978251641369768, 6: 0, 7: 0, 8: 0, 9: 0, 10: 0, 11: 0, 12: 0, 13: 0.10586721734682078, 14: 0.1900079083956134}"
72,"{1: 0, 2: 0, 3: 0.7398346918790127, 4: 0, 5: 1, 6: 0, 7: 0, 8: 0, 9: 0, 10: 0, 11: 0, 12: 0, 13: 1, 14: 0.6650492735063506}","{1: 0, 2: 0, 3: 0.11869989697818653, 4: 0, 5: 0.11980386249829689, 6: 0, 7: 0, 8: 0, 9: 0, 10: 0, 11: 0, 12: 0, 13: 0.10586721734682078, 14: 0.1900079083956134}"
73,"{1: 0, 2: 0, 3: 0.7398346918790127, 4: 0, 5: 0.6817838072669006, 6: 0, 7: 0, 8: 0, 9: 0, 10: 0, 11: 0, 12: 0, 13: 1, 14: 1}","{1: 0, 2: 0, 3: 0.11869989697818653, 4: 0, 5: 0.1864913969419118, 6: 0, 7: 0, 8: 0, 9: 0, 10: 0, 11: 0, 12: 0, 13: 0.10586721734682078, 14: 0.11691303639792182}"
74,"{1: 0, 2: 0, 3: 0.7398346918790127, 4: 0, 5: 0.6817838072669006, 6: 0, 7: 0, 8: 0, 9: 0, 10: 0, 11: 0, 12: 0, 13: 1, 14: 1}","{1: 0, 2: 0, 3: 0.11869989697818653, 4: 0, 5: 0.1864913969419118, 6: 0, 7: 0, 8: 0, 9: 0, 10: 0, 11: 0, 12: 0, 13: 0.10586721734682078, 14: 0.11384028953112552}"
75,"{1: 0, 2: 0, 3: 0.7398346918790127, 4: 0, 5: 0.6817838072669006, 6: 0, 7: 0, 8: 0, 9: 0, 10: 0, 11: 0, 12: 0, 13: 1, 14: 1}","{1: 0, 2: 0, 3: 0.11869989697818653, 4: 0, 5: 0.1864913969419118, 6: 0, 7: 0, 8: 0, 9: 0, 10: 0, 11: 0, 12: 0, 13: 0.10586721734682078, 14: 0.11384028953112552}"
76,"{1: 0, 2: 0, 3: 0.7398346918790127, 4: 0, 5: 0.6817838072669006, 6: 0, 7: 0, 8: 0, 9: 0, 10: 0, 11: 0, 12: 0, 13: 1, 14: 1}","{1: 0, 2: 0, 3: 0.11869989697818653, 4: 0, 5: 0.1864913969419118, 6: 0, 7: 0, 8: 0, 9: 0, 10: 0, 11: 0, 12: 0, 13: 0.10586721734682078, 14: 0.11384028953112552}"
77,"{1: 0, 2: 0, 3: 0.8958488218295695, 4: 0, 5: 0.4965087368874684, 6: 0, 7: 0, 8: 0, 9: 0, 10: 0, 11: 0, 12: 0, 13: 1, 14: 1}","{1: 0, 2: 0, 3: 0.12685385259803786, 4: 0, 5: 0.18432860339461396, 6: 0, 7: 0, 8: 0, 9: 0, 10: 0, 11: 0, 12: 0, 13: 0.10586721734682078, 14: 0.11384028953112552}"
78,"{1: 0, 2: 0, 3: 0.8958488218295695, 4: 0, 5: 0.4965087368874684, 6: 0, 7: 0, 8: 0, 9: 0, 10: 0, 11: 0, 12: 0, 13: 1, 14: 1}","{1: 0, 2: 0, 3: 0.12685385259803786, 4: 0, 5: 0.18432860339461396, 6: 0, 7: 0, 8: 0, 9: 0, 10: 0, 11: 0, 12: 0, 13: 0.10586721734682078, 14: 0.11384028953112552}"
79,"{1: 0, 2: 0, 3: 0.6247005880437118, 4: 0, 5: 0.8096935750762729, 6: 0, 7: 0, 8: 0, 9: 0, 10: 0, 11: 0, 12: 0, 13: 1, 14: 1}","{1: 0, 2: 0, 3: 0.1260990035814778, 4: 0, 5: 0.18580676005519525, 6: 0, 7: 0, 8: 0, 9: 0, 10: 0, 11: 0, 12: 0, 13: 0.10586721734682078, 14: 0.11384028953112552}"
80,"{1: 0, 2: 0, 3: 0.5698299283764087, 4: 0, 5: 0.8096935750762729, 6: 0, 7: 0, 8: 0, 9: 0, 10: 0, 11: 0, 12: 0, 13: 1, 14: 1}","{1: 0, 2: 0, 3: 0.12944326133994632, 4: 0, 5: 0.18580676005519525, 6: 0, 7: 0, 8: 0, 9: 0, 10: 0, 11: 0, 12: 0, 13: 0.10586721734682078, 14: 0.1110581271397797}"
81,"{1: 0, 2: 0, 3: 0.5698299283764087, 4: 0, 5: 0.8096935750762729, 6: 0, 7: 0, 8: 0, 9: 0, 10: 0, 11: 0, 12: 0, 13: 1, 14: 1}","{1: 0, 2: 0, 3: 0.12944326133994632, 4: 0, 5: 0.18580676005519525, 6: 0, 7: 0, 8: 0, 9: 0, 10: 0, 11: 0, 12: 0, 13: 0.11587594365639128, 14: 0.10087774824011489}"
82,"{1: 0, 2: 0, 3: 0.8820953690208262, 4: 0, 5: 0.4942452262295033, 6: 0, 7: 0, 8: 0, 9: 0, 10: 0, 11: 0, 12: 0, 13: 1, 14: 1}","{1: 0, 2: 0, 3: 0.14650876729361295, 4: 0, 5: 0.16509985454182474, 6: 0, 7: 0, 8: 0, 9: 0, 10: 0, 11: 0, 12: 0, 13: 0.11587594365639128, 14: 0.10087774824011489}"
83,"{1: 0, 2: 0, 3: 0.8820953690208262, 4: 0, 5: 0.4942452262295033, 6: 0, 7: 0, 8: 0, 9: 0, 10: 0, 11: 0, 12: 0, 13: 1, 14: 1}","{1: 0, 2: 0, 3: 0.14650876729361295, 4: 0, 5: 0.16509985454182474, 6: 0, 7: 0, 8: 0, 9: 0, 10: 0, 11: 0, 12: 0, 13: 0.11587594365639128, 14: 0.10087774824011489}"
84,"{1: 0, 2: 0, 3: 0.8820953690208262, 4: 0, 5: 0.4942452262295033, 6: 0, 7: 0, 8: 0, 9: 0, 10: 0, 11: 0, 12: 0, 13: 1, 14: 1}","{1: 0, 2: 0, 3: 0.14650876729361295, 4: 0, 5: 0.16509985454182474, 6: 0, 7: 0, 8: 0, 9: 0, 10: 0, 11: 0, 12: 0, 13: 0.11587594365639128, 14: 0.10087774824011489}"
85,"{1: 0, 2: 0, 3: 0.8820953690208262, 4: 0, 5: 0.4942452262295033, 6: 0, 7: 0, 8: 0, 9: 0, 10: 0, 11: 0, 12: 0, 13: 1, 14: 1}","{1: 0, 2: 0, 3: 0.14650876729361295, 4: 0, 5: 0.16509985454182474, 6: 0, 7: 0, 8: 0, 9: 0, 10: 0, 11: 0, 12: 0, 13: 0.11587594365639128, 14: 0.10087774824011489}"
86,"{1: 0, 2: 0, 3: 0.8820953690208262, 4: 0, 5: 0.4942452262295033, 6: 0, 7: 0, 8: 0, 9: 0, 10: 0, 11: 0, 12: 0, 13: 1, 14: 1}","{1: 0, 2: 0, 3: 0.14650876729361295, 4: 0, 5: 0.16509985454182474, 6: 0, 7: 0, 8: 0, 9: 0, 10: 0, 11: 0, 12: 0, 13: 0.11587594365639128, 14: 0.10087774824011489}"
87,"{1: 0, 2: 0, 3: 0.8820953690208262, 4: 0, 5: 0.4942452262295033, 6: 0, 7: 0, 8: 0, 9: 0, 10: 0, 11: 0, 12: 0, 13: 1, 14: 1}","{1: 0, 2: 0, 3: 0.14650876729361295, 4: 0, 5: 0.16509985454182474, 6: 0, 7: 0, 8: 0, 9: 0, 10: 0, 11: 0, 12: 0, 13: 0.11587594365639128, 14: 0.10087774824011489}"
88,"{1: 0, 2: 0, 3: 0.8820953690208262, 4: 0, 5: 0.4942452262295033, 6: 0, 7: 0, 8: 0, 9: 1, 10: 0, 11: 0, 12: 0, 13: 0, 14: 1}","{1: 0, 2: 0, 3: 0.14650876729361295, 4: 0, 5: 0.16509985454182474, 6: 0, 7: 0, 8: 0, 9: 0.11422752993971892, 10: 0, 11: 0, 12: 0, 13: 0, 14: 0.10087774824011489}"
89,"{1: 0, 2: 0, 3: 0.8820953690208262, 4: 0.44199888480434124, 5: 0.4942452262295033, 6: 0, 7: 0, 8: 0, 9: 1, 10: 0, 11: 0, 12: 0, 13: 0, 14: 1}","{1: 0, 2: 0, 3: 0.14650876729361295, 4: 0.17622354848290903, 5: 0.16509985454182474, 6: 0, 7: 0, 8: 0, 9: 0.11422752993971892, 10: 0, 11: 0, 12: 0, 13: 0, 14: 0.10087774824011489}"
90,"{1: 0, 2: 0, 3: 0.8820953690208262, 4: 0.4935858137782613, 5: 0.4421619236749119, 6: 0, 7: 0, 8: 0, 9: 1, 10: 0, 11: 0, 12: 0, 13: 0, 14: 1}","{1: 0, 2: 0, 3: 0.14650876729361295, 4: 0.17860962999241642, 5: 0.1609441874017347, 6: 0, 7: 0, 8: 0, 9: 0.11422752993971892, 10: 0, 11: 0, 12: 0, 13: 0, 14: 0.10087774824011489}"
91,"{1: 0, 2: 0, 3: 0.8820953690208262, 4: 0.5443754885998487, 5: 0.39436660474729807, 6: 0, 7: 0, 8: 0, 9: 1, 10: 0, 11: 0, 12: 0, 13: 0, 14: 1}","{1: 0, 2: 0, 3: 0.14650876729361295, 4: 0.18089257444685397, 5: 0.15976605199627042, 6: 0, 7: 0, 8: 0, 9: 0.11422752993971892, 10: 0, 11: 0, 12: 0, 13: 0, 14: 0.10087774824011489}"
92,"{1: 0, 2: 0, 3: 0.8820953690208262, 4: 0.43342169509241696, 5: 0.502164863149697, 6: 0, 7: 0, 8: 0, 9: 1, 10: 0, 11: 0, 12: 0, 13: 0, 14: 1}","{1: 0, 2: 0, 3: 0.14650876729361295, 4: 0.16077500467535888, 5: 0.17900031458194807, 6: 0, 7: 0, 8: 0, 9: 0.11422752993971892, 10: 0, 11: 0, 12: 0, 13: 0, 14: 0.10087774824011489}"
93,"{1: 0, 2: 0, 3: 0, 4: 0.43342169509241696, 5: 0.502164863149697, 6: 0, 7: 0, 8: 0, 9: 1, 10: 0, 11: 0.8698588316804433, 12: 0, 13: 0, 14: 1}","{1: 0, 2: 0, 3: 0, 4: 0.16077500467535888, 5: 0.17900031458194807, 6: 0, 7: 0, 8: 0, 9: 0.11422752993971892, 10: 0, 11: 0.17378247367842517, 12: 0, 13: 0, 14: 0.10087774824011489}"
94,"{1: 0, 2: 0, 3: 0, 4: 0.43342169509241696, 5: 0.502164863149697, 6: 0, 7: 0, 8: 0, 9: 1, 10: 0, 11: 0.8698588316804433, 12: 0, 13: 0, 14: 1}","{1: 0, 2: 0, 3: 0, 4: 0.16077500467535888, 5: 0.17900031458194807, 6: 0, 7: 0, 8: 0, 9: 0.11422752993971892, 10: 0, 11: 0.17378247367842517, 12: 0, 13: 0, 14: 0.10087774824011489}"
95,"{1: 0, 2: 0, 3: 0, 4: 0.43342169509241696, 5: 0.502164863149697, 6: 0, 7: 0, 8: 0, 9: 0.8861716249732206, 10: 0, 11: 1, 12: 0, 13: 0, 14: 1}","{1: 0, 2: 0, 3: 0, 4: 0.16077500467535888, 5: 0.17900031458194807, 6: 0, 7: 0, 8: 0, 9: 0.16917245325833333, 10: 0, 11: 0.11775714434402636, 12: 0, 13: 0, 14: 0.10087774824011489}"
96,"{1: 0, 2: 0, 3: 0, 4: 0.43342169509241696, 5: 0.502164863149697, 6: 0, 7: 0, 8: 0, 9: 0.8861716249732206, 10: 0, 11: 1, 12: 0, 13: 0, 14: 1}","{1: 0, 2: 0, 3: 0, 4: 0.16077500467535888, 5: 0.17900031458194807, 6: 0, 7: 0, 8: 0, 9: 0.16917245325833333, 10: 0, 11: 0.11775714434402636, 12: 0, 13: 0, 14: 0.10087774824011489}"
97,"{1: 0, 2: 0, 3: 0, 4: 0.42553606647933967, 5: 0.502164863149697, 6: 0, 7: 0, 8: 0, 9: 0.8861716249732206, 10: 0, 11: 1, 12: 0, 13: 0, 14: 1}","{1: 0, 2: 0, 3: 0, 4: 0.16320849958018913, 5: 0.17900031458194807, 6: 0, 7: 0, 8: 0, 9: 0.16917245325833333, 10: 0, 11: 0.11775714434402636, 12: 0, 13: 0, 14: 0.10087774824011489}"
98,"{1: 0, 2: 0, 3: 0, 4: 0.42553606647933967, 5: 0.502164863149697, 6: 0, 7: 0, 8: 0, 9: 1, 10: 0, 11: 0.8862881756461504, 12: 0, 13: 0, 14: 1}","{1: 0, 2: 0, 3: 0, 4: 0.16320849958018913, 5: 0.17900031458194807, 6: 0, 7: 0, 8: 0, 9: 0.1139722300567433, 10: 0, 11: 0.1728152397403669, 12: 0, 13: 0, 14: 0.10087774824011489}"
99,"{1: 0, 2: 0, 3: 0, 4: 0.42553606647933967, 5: 0.502164863149697, 6: 0, 7: 0, 8: 0, 9: 1, 10: 0, 11: 0.8862881756461504, 12: 0, 13: 0, 14: 1}","{1: 0, 2: 0, 3: 0, 4: 0.16320849958018913, 5: 0.17900031458194807, 6: 0, 7: 0, 8: 0, 9: 0.1139722300567433, 10: 0, 11: 0.1728152397403669, 12: 0, 13: 0, 14: 0.10087774824011489}"
100,"{1: 0, 2: 0, 3: 0, 4: 0.42553606647933967, 5: 0.502164863149697, 6: 0, 7: 0, 8: 0, 9: 1, 10: 0, 11: 0.8862881756461504, 12: 0, 13: 0, 14: 1}","{1: 0, 2: 0, 3: 0, 4: 0.16320849958018913, 5: 0.17900031458194807, 6: 0, 7: 0, 8: 0, 9: 0.1139722300567433, 10: 0, 11: 0.1728152397403669, 12: 0, 13: 0, 14: 0.10087774824011489}"
101,"{1: 0, 2: 0, 3: 0.8951227549823508, 4: 0.42553606647933967, 5: 0.502164863149697, 6: 0, 7: 0, 8: 0, 9: 1, 10: 0, 11: 0, 12: 0, 13: 0, 14: 1}","{1: 0, 2: 0, 3: 0.15663365791969536, 4: 0.16320849958018913, 5: 0.17900031458194807, 6: 0, 7: 0, 8: 0, 9: 0.1139722300567433, 10: 0, 11: 0, 12: 0, 13: 0, 14: 0.10087774824011489}"
102,"{1: 0, 2: 0, 3: 0.8951227549823508, 4: 0.5126060031434653, 5: 0.4118884233715013, 6: 0, 7: 0, 8: 0, 9: 1, 10: 0, 11: 0, 12: 0, 13: 0, 14: 1}","{1: 0, 2: 0, 3: 0.15663365791969536, 4: 0.17853998497414217, 5: 0.1632959809487355, 6: 0, 7: 0, 8: 0, 9: 0.1139722300567433, 10: 0, 11: 0, 12: 0, 13: 0, 14: 0.10087774824011489}"
103,"{1: 0, 2: 0, 3: 0.8951227549823508, 4: 0.5126060031434653, 5: 0, 6: 0, 7: 0, 8: 0, 9: 1, 10: 0, 11: 0.39111900908084407, 12: 0, 13: 0, 14: 1}","{1: 0, 2: 0, 3: 0.15663365791969536, 4: 0.17853998497414217, 5: 0, 6: 0, 7: 0, 8: 0, 9: 0.1139722300567433, 10: 0, 11: 0.1543605101736547, 12: 0, 13: 0, 14: 0.10087774824011489}"
104,"{1: 0, 2: 0, 3: 0.8951227549823508, 4: 0.5026824205505854, 5: 0, 6: 0, 7: 0, 8: 0, 9: 1, 10: 0, 11: 0.39111900908084407, 12: 0, 13: 0, 14: 1}","{1: 0, 2: 0, 3: 0.15663365791969536, 4: 0.17111441248272363, 5: 0, 6: 0, 7: 0, 8: 0, 9: 0.1139722300567433, 10: 0, 11: 0.1543605101736547, 12: 0, 13: 0, 14: 0.10087774824011489}"
105,"{1: 0, 2: 0, 3: 1, 4: 0.5026824205505854, 5: 0, 6: 0, 7: 0, 8: 0, 9: 0.8792857955174177, 10: 0, 11: 0.39111900908084407, 12: 0, 13: 0, 14: 1}","{1: 0, 2: 0, 3: 0.11462754429645874, 4: 0.17111441248272363, 5: 0, 6: 0, 7: 0, 8: 0, 9: 0.15684328874492268, 10: 0, 11: 0.1543605101736547, 12: 0, 13: 0, 14: 0.10087774824011489}"
106,"{1: 0, 2: 0, 3: 1, 4: 0.5945666074456261, 5: 0, 6: 0, 7: 0, 8: 0, 9: 0.8792857955174177, 10: 0, 11: 0, 12: 0, 13: 0, 14: 1}","{1: 0, 2: 0, 3: 0.11462754429645874, 4: 0.18037082638151747, 5: 0, 6: 0, 7: 0, 8: 0, 9: 0.15684328874492268, 10: 0, 11: 0, 12: 0, 13: 0, 14: 0.10087774824011489}"
107,"{1: 0, 2: 0, 3: 1, 4: 0.5945666074456261, 5: 0, 6: 0, 7: 0, 8: 0, 9: 1, 10: 0, 11: 0, 12: 0, 13: 0, 14: 1}","{1: 0, 2: 0, 3: 0.11462754429645874, 4: 0.18037082638151747, 5: 0, 6: 0, 7: 0, 8: 0, 9: 0.11330028981724025, 10: 0, 11: 0, 12: 0, 13: 0, 14: 0.14399518083760626}"
108,"{1: 0, 2: 0, 3: 1, 4: 0.5945666074456261, 5: 0, 6: 0, 7: 0, 8: 0, 9: 1, 10: 0, 11: 0, 12: 0, 13: 0, 14: 1}","{1: 0, 2: 0, 3: 0.11462754429645874, 4: 0.18037082638151747, 5: 0, 6: 0, 7: 0, 8: 0, 9: 0.11330028981724025, 10: 0, 11: 0, 12: 0, 13: 0, 14: 0.14399518083760626}"
109,"{1: 0, 2: 0, 3: 1, 4: 0.5945666074456261, 5: 0, 6: 0, 7: 0, 8: 0, 9: 1, 10: 0, 11: 0, 12: 0, 13: 0, 14: 1}","{1: 0, 2: 0, 3: 0.11462754429645874, 4: 0.18037082638151747, 5: 0, 6: 0, 7: 0, 8: 0, 9: 0.11330028981724025, 10: 0, 11: 0, 12: 0, 13: 0, 14: 0.14399518083760626}"
110,"{1: 0, 2: 0, 3: 1, 4: 0, 5: 0, 6: 0.6090305335612514, 7: 0, 8: 0, 9: 1, 10: 0, 11: 0, 12: 0, 13: 0, 14: 1}","{1: 0, 2: 0, 3: 0.11462754429645874, 4: 0, 5: 0, 6: 0.18153727271009543, 7: 0, 8: 0, 9: 0.11330028981724025, 10: 0, 11: 0, 12: 0, 13: 0, 14: 0.14399518083760626}"
111,"{1: 0, 2: 0, 3: 1, 4: 0.33696882996299865, 5: 0, 6: 0.6090305335612514, 7: 0, 8: 0, 9: 1, 10: 0, 11: 0, 12: 0, 13: 0, 14: 1}","{1: 0, 2: 0, 3: 0.11462754429645874, 4: 0.15172894788398322, 5: 0, 6: 0.18153727271009543, 7: 0, 8: 0, 9: 0.11330028981724025, 10: 0, 11: 0, 12: 0, 13: 0, 14: 0.14399518083760626}"
112,"{1: 0, 2: 0, 3: 1, 4: 0.3398004736766185, 5: 0, 6: 0.6090305335612514, 7: 0, 8: 0, 9: 1, 10: 0, 11: 0, 12: 0, 13: 0, 14: 1}","{1: 0, 2: 0, 3: 0.11462754429645874, 4: 0.14801274449159216, 5: 0, 6: 0.18153727271009543, 7: 0, 8: 0, 9: 0.11330028981724025, 10: 0, 11: 0, 12: 0, 13: 0, 14: 0.14399518083760626}"
113,"{1: 0, 2: 0, 3: 1, 4: 0.3398004736766185, 5: 1, 6: 0.6090305335612514, 7: 0, 8: 0, 9: 0, 10: 0, 11: 0, 12: 0, 13: 0, 14: 1}","{1: 0, 2: 0, 3: 0.11462754429645874, 4: 0.14801274449159216, 5: 0.13605370011767856, 6: 0.18153727271009543, 7: 0, 8: 0, 9: 0, 10: 0, 11: 0, 12: 0, 13: 0, 14: 0.14399518083760626}"
114,"{1: 0, 2: 0, 3: 1, 4: 0.3398004736766185, 5: 1, 6: 0.6090305335612514, 7: 0, 8: 0, 9: 0, 10: 0, 11: 0, 12: 0, 13: 0, 14: 1}","{1: 0, 2: 0, 3: 0.11462754429645874, 4: 0.14801274449159216, 5: 0.09664142683225298, 6: 0.18153727271009543, 7: 0, 8: 0, 9: 0, 10: 0, 11: 0, 12: 0, 13: 0, 14: 0.18821369409252137}"
115,"{1: 0, 2: 1, 3: 0, 4: 0.3398004736766185, 5: 1, 6: 0.6090305335612514, 7: 0, 8: 0, 9: 0, 10: 0, 11: 0, 12: 0, 13: 0, 14: 1}","{1: 0, 2: 0.11387475861548584, 3: 0, 4: 0.14801274449159216, 5: 0.09664142683225298, 6: 0.18153727271009543, 7: 0, 8: 0, 9: 0, 10: 0, 11: 0, 12: 0, 13: 0, 14: 0.18821369409252137}"
116,"{1: 0, 2: 1, 3: 0, 4: 0.3398004736766185, 5: 1, 6: 0.6636114791181726, 7: 0, 8: 0, 9: 0, 10: 0, 11: 0, 12: 0, 13: 0, 14: 1}","{1: 0, 2: 0.11387475861548584, 3: 0, 4: 0.14801274449159216, 5: 0.12018622587955963, 6: 0.15915322125143808, 7: 0, 8: 0, 9: 0, 10: 0, 11: 0, 12: 0, 13: 0, 14: 0.18821369409252137}"
117,"{1: 0, 2: 1, 3: 0, 4: 0.3398004736766185, 5: 1, 6: 0.6636114791181726, 7: 0, 8: 0, 9: 0, 10: 0, 11: 0, 12: 0, 13: 0, 14: 1}","{1: 0, 2: 0.11387475861548584, 3: 0, 4: 0.14801274449159216, 5: 0.12018622587955963, 6: 0.15915322125143808, 7: 0, 8: 0, 9: 0, 10: 0, 11: 0, 12: 0, 13: 0, 14: 0.18821369409252137}"
118,"{1: 0, 2: 1, 3: 0, 4: 0.3398004736766185, 5: 1, 6: 0.6636114791181726, 7: 0, 8: 0, 9: 0, 10: 0, 11: 0, 12: 0, 13: 0, 14: 1}","{1: 0, 2: 0.11527141774691661, 3: 0, 4: 0.14801274449159216, 5: 0.12018622587955963, 6: 0.15915322125143808, 7: 0, 8: 0, 9: 0, 10: 0, 11: 0, 12: 0, 13: 0, 14: 0.18821369409252137}"
119,"{1: 0, 2: 0.8900147918512712, 3: 0, 4: 0.3398004736766185, 5: 1, 6: 1, 7: 0, 8: 0, 9: 0, 10: 0, 11: 0, 12: 0, 13: 0, 14: 1}","{1: 0, 2: 0.15771905758937993, 3: 0, 4: 0.14801274449159216, 5: 0.12018622587955963, 6: 0.11329495944525961, 7: 0, 8: 0, 9: 0, 10: 0, 11: 0, 12: 0, 13: 0, 14: 0.18821369409252137}"
120,"{1: 0, 2: 0.8900147918512712, 3: 0, 4: 0, 5: 1, 6: 1, 7: 0, 8: 0, 9: 0, 10: 0, 11: 0, 12: 0, 13: 0, 14: 1}","{1: 0, 2: 0.15771905758937993, 3: 0, 4: 0, 5: 0.12018622587955963, 6: 0.11329495944525961, 7: 0, 8: 0, 9: 0, 10: 0, 11: 0, 12: 0, 13: 0, 14: 0.18821369409252137}"
